epoch,loss,flow,kinetic_energy,low_freq_anchor,ot_cost,terminal_swd,color,patch_nce,cycle,repulsive,semantic_attn_mean,semantic_k_abs,plan_entropy,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,velocity_max,endpoint_max,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec
1,6.49367618560791,0.0,0.1465894877910614,0.0,6.375,0.0,0.15000033378601074,0.0,0.0,0.19988389313220978,1.0,0.5317860245704651,0.5988122820854187,3.096386432647705,6.504796504974365,0.0002,1.738212099939119,27.389180099838995,22.360021800050163,0.8833516997983679,50.632553599687526,86.58134889602661,10336,119.37905948326406
