"family_id","wave","axis","config_path","run_name","run_dir","freeze_mode","batch_size","accumulation_steps","num_epochs","patience","launch_health_min_runtime_memory_mib","notes","decision_status","settled_eval_rows","latest_epoch","latest_checkpoint","latest_transfer_clip_style","latest_transfer_content_lpips","latest_all_pairs_clip_style","latest_all_pairs_content_lpips","best_transfer_epoch","best_transfer_clip_style","best_transfer_content_lpips","best_all_pairs_epoch","best_all_pairs_clip_style","best_all_pairs_content_lpips","curve_summary_path","pareto_epochs","last_pareto_epoch","since_last_pareto","best_in_newest_2","tail_flat","converged","convergence_path","active_run_config_path","active_run_name","active_run_dir","active_run_batch_size","active_resume_checkpoint","active_settled_eval_rows","active_latest_epoch","active_latest_checkpoint","active_latest_transfer_clip_style","active_latest_transfer_content_lpips","active_latest_all_pairs_clip_style","active_latest_all_pairs_content_lpips","active_best_transfer_epoch","active_best_transfer_clip_style","active_best_transfer_content_lpips","active_best_all_pairs_epoch","active_best_all_pairs_clip_style","active_best_all_pairs_content_lpips","active_curve_summary_path","active_pareto_epochs","active_last_pareto_epoch","active_since_last_pareto","active_best_in_newest_2","active_tail_flat","active_converged","active_convergence_path","gap_reference_name","gap_report_path","latest_transfer_style_gap","latest_transfer_lpips_gap","latest_all_pairs_style_gap","latest_all_pairs_lpips_gap","best_transfer_transfer_style_gap","best_transfer_transfer_lpips_gap","best_transfer_all_pairs_style_gap","best_transfer_all_pairs_lpips_gap","best_all_pairs_transfer_style_gap","best_all_pairs_transfer_lpips_gap","best_all_pairs_all_pairs_style_gap","best_all_pairs_all_pairs_lpips_gap","active_gap_reference_name","active_gap_report_path","active_latest_transfer_style_gap","active_latest_transfer_lpips_gap","active_latest_all_pairs_style_gap","active_latest_all_pairs_lpips_gap","active_best_transfer_transfer_style_gap","active_best_transfer_transfer_lpips_gap","active_best_transfer_all_pairs_style_gap","active_best_transfer_all_pairs_lpips_gap","active_best_all_pairs_transfer_style_gap","active_best_all_pairs_transfer_lpips_gap","active_best_all_pairs_all_pairs_style_gap","active_best_all_pairs_all_pairs_lpips_gap"
"tok_baseline_global","wave1_tokenizer","tokenizer","G:\GitHub\Latent_Style\SchrodingerBridge\configs\aaai2027\round2_pure_sde\aaai2027_round2_tok_baseline_global_seed42_b8a2.json","aaai2027_round2_tok_baseline_global_seed42_b8a2","./exp/inmortal-exp/aaai2027_round2_tok_baseline_global_seed42_b8a2","style_branch","46","1","24","4","","Wave-1 baseline with the legacy global code only. No DINO sidecar and no stochastic bridge.","planned","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tok_pure_latent_spatial","wave1_tokenizer","tokenizer","G:\GitHub\Latent_Style\SchrodingerBridge\configs\aaai2027\round2_pure_sde\aaai2027_round2_tok_pure_latent_spatial_seed42_b8a2.json","aaai2027_round2_tok_pure_latent_spatial_seed42_b8a2_c11","./exp/inmortal-exp/aaai2027_round2_tok_pure_latent_spatial_seed42_b8a2_c11","style_branch","34","1","24","4","5800","Wave-1 proposed tokenizer: latent-native spatial routing from z0 with deterministic ODE transport.","solver_handoff_running","3","epoch_0003","exp/inmortal-exp/aaai2027_round2_tok_pure_latent_spatial_seed42_b8a2_c11/epoch_0003.pt","0.7050982531905173","0.6016460808166666","0.7153978288968403","0.5963250630933333","epoch_0003","0.7050982531905173","0.6016460808166666","epoch_0002","0.7168403861522674","0.58270867052","/mnt/i/Github/Latent_Style/exp/inmortal-exp/aaai2027_round2_tok_pure_latent_spatial_seed42_b8a2_c11/full_eval/curve_summary.json","epoch_0001,epoch_0002,epoch_0003","epoch_0003","0","True","False","False","/mnt/i/Github/Latent_Style/exp/inmortal-exp/aaai2027_round2_tok_pure_latent_spatial_seed42_b8a2_c11/full_eval/round2_convergence.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sde_i2sb_sigma_0p25","wave2_sde_noise","solver","G:\GitHub\Latent_Style\SchrodingerBridge\configs\aaai2027\round2_pure_sde\aaai2027_round2_sde_i2sb_sigma_0p25_seed42_b8a2.json","aaai2027_round2_sde_i2sb_sigma_0p25_seed42_b8a2_from_tok_pure_latent_spatial_epoch_0002_b28c1","./exp/inmortal-exp/aaai2027_round2_sde_i2sb_sigma_0p25_seed42_b8a2_from_tok_pure_latent_spatial_epoch_0002_b28c1","none","28","1","24","4","","Wave-2 mild Brownian bridge noise for exact-posterior I2SB. Warm-started from `tok_pure_latent_spatial` best-all-pairs `epoch_0002`.","stopped_lpips_fail","1","epoch_0001","exp/inmortal-exp/aaai2027_round2_sde_i2sb_sigma_0p25_seed42_b8a2_from_tok_pure_latent_spatial_epoch_0002_b28c1/epoch_0001.pt","0.7083300576607386","0.7264706729999999","0.7097045334180195","0.7192451133733333","epoch_0001","0.7083300576607386","0.7264706729999999","epoch_0001","0.7097045334180195","0.7192451133733333","/mnt/i/Github/Latent_Style/exp/inmortal-exp/aaai2027_round2_sde_i2sb_sigma_0p25_seed42_b8a2_from_tok_pure_latent_spatial_epoch_0002_b28c1/full_eval/curve_summary.json","epoch_0001","epoch_0001","0","True","False","False","/mnt/i/Github/Latent_Style/exp/inmortal-exp/aaai2027_round2_sde_i2sb_sigma_0p25_seed42_b8a2_from_tok_pure_latent_spatial_epoch_0002_b28c1/full_eval/round2_convergence.json","","","","","","","","","","","","","","","","","","","","","","","","","","","b24c3_epoch_0001","G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\round2_pure_sde\sde_i2sb_sigma_0p25\gap_vs_b24c3_epoch_0001.json","0.006983087346394856","0.033389255366666704","0.0030105102513630078","0.03601414091999999","0.006983087346394856","0.033389255366666704","0.0030105102513630078","0.03601414091999999","0.006983087346394856","0.033389255366666704","0.0030105102513630078","0.03601414091999999","","","","","","","","","","","","","",""
"sde_i2sb_sigma_0p5","wave2_sde_noise","solver","G:\GitHub\Latent_Style\SchrodingerBridge\configs\aaai2027\round2_pure_sde\aaai2027_round2_sde_i2sb_sigma_0p5_seed42_b8a2.json","aaai2027_round2_sde_i2sb_sigma_0p5_seed42_b8a2_from_tok_pure_latent_spatial_epoch_0002_b28c4","./exp/inmortal-exp/aaai2027_round2_sde_i2sb_sigma_0p5_seed42_b8a2_from_tok_pure_latent_spatial_epoch_0002_b28c4","none","28","1","24","4","","Wave-2 mainline I2SB setting. Exact posterior with the recommended bridge sigma. Warm-started from `tok_pure_latent_spatial` best-all-pairs `epoch_0002`.","reference_point_recorded","1","epoch_0001","exp/inmortal-exp/aaai2027_round2_sde_i2sb_sigma_0p5_seed42_b8a2_from_tok_pure_latent_spatial_epoch_0002_b28c4/epoch_0001.pt","0.6891553285717964","0.75147035215","0.6918005426724751","0.7444533902266667","epoch_0001","0.6891553285717964","0.75147035215","epoch_0001","0.6918005426724751","0.7444533902266667","/mnt/i/Github/Latent_Style/exp/inmortal-exp/aaai2027_round2_sde_i2sb_sigma_0p5_seed42_b8a2_from_tok_pure_latent_spatial_epoch_0002_b28c4/full_eval/curve_summary.json","epoch_0001","epoch_0001","0","True","False","False","/mnt/i/Github/Latent_Style/exp/inmortal-exp/aaai2027_round2_sde_i2sb_sigma_0p5_seed42_b8a2_from_tok_pure_latent_spatial_epoch_0002_b28c4/full_eval/round2_convergence.json","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sde_i2sb_sigma_1p0","wave2_sde_noise","solver","G:\GitHub\Latent_Style\SchrodingerBridge\configs\aaai2027\round2_pure_sde\aaai2027_round2_sde_i2sb_sigma_1p0_seed42_b8a2.json","aaai2027_round2_sde_i2sb_sigma_1p0_seed42_b8a2","./exp/inmortal-exp/aaai2027_round2_sde_i2sb_sigma_1p0_seed42_b8a2","none","32","1","24","4","","Wave-2 high-noise stress test for structure robustness under true stochastic transport.","planned","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sde_optimal_with_heuristics","wave3_ablation","losses","G:\GitHub\Latent_Style\SchrodingerBridge\configs\aaai2027\round2_pure_sde\aaai2027_round2_sde_optimal_with_heuristics_seed42_b8a2.json","aaai2027_round2_sde_optimal_with_heuristics_seed42_b8a2","./exp/inmortal-exp/aaai2027_round2_sde_optimal_with_heuristics_seed42_b8a2","none","32","1","24","4","","Wave-3 ablation branch that keeps the old structure heuristics on top of I2SB.","reference_point_recorded","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sde_optimal_clean","wave3_ablation","losses","G:\GitHub\Latent_Style\SchrodingerBridge\configs\aaai2027\round2_pure_sde\aaai2027_round2_sde_optimal_clean_seed42_b8a2.json","aaai2027_round2_sde_optimal_clean_seed42_b8a2","./exp/inmortal-exp/aaai2027_round2_sde_optimal_clean_seed42_b8a2","none","40","1","24","5","","Wave-3 clean mainline: pure endpoint regression plus terminal SWD, with DINO retired.","reference_point_recorded","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sde_clean_nfe_4","wave4_efficiency","inference","G:\GitHub\Latent_Style\SchrodingerBridge\configs\aaai2027\round2_pure_sde\aaai2027_round2_sde_clean_nfe_4_seed42_b8a2.json","aaai2027_round2_sde_clean_nfe_4_seed42_b8a2","./exp/inmortal-exp/aaai2027_round2_sde_clean_nfe_4_seed42_b8a2","none","40","1","24","2","","Wave-4 efficiency probe at 4 inference steps.","planned","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sde_clean_nfe_8","wave4_efficiency","inference","G:\GitHub\Latent_Style\SchrodingerBridge\configs\aaai2027\round2_pure_sde\aaai2027_round2_sde_clean_nfe_8_seed42_b8a2.json","aaai2027_round2_sde_clean_nfe_8_seed42_b8a2","./exp/inmortal-exp/aaai2027_round2_sde_clean_nfe_8_seed42_b8a2","none","40","1","24","2","","Wave-4 recommended operational point at 8 inference steps.","planned","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
