checkpoint,step,mode,sigma,checkpoint_path,timestamp,clip_style,content_lpips,transfer_clip_style,transfer_content_lpips,idt_clip_style,idt_content_lpips,generation_sec,eval_sec,vae_decode_sec,wall_total_sec,summary_path,parent_delta_clip,parent_delta_lpips,gated_control_clip,gated_control_lpips,gated_control_delta_clip,gated_control_delta_lpips,i2sb_fiber_project_gate_active,i2sb_fiber_project_residual_active,i2sb_fiber_project_residual_mode_envelope,i2sb_fiber_project_residual_mode_direction
resenv_sigma0p3,3,residual_envelope,0.3,../exp/aaai2027_phase2_i2sb_orthogonal_lowanchor050_k070_e3_sigma0p02_b8a2_vlen010/epoch_0009.pt,2026-06-16 16:06:54,0.7117898291349412,0.41568328925,0.7117898291349412,0.41568328925,0.0,0.0,7.2154470040113665,3.7564893280068645,1.7301888260117266,37.35092558299948,docs\experiments\phase2_fiber_bundle\eval\aaai2027_eval_fiber_project_residual_noise_lowanchor050e9_resenv_sigma0p3\summary.json,0.010361004769802173,0.04348072725000002,0.7127208057045936,0.43920809414999995,-0.0009309765696524641,-0.023524804899999974,1.0,1.0,1.0,0.0
resenv_sigma0p4,4,residual_envelope,0.4,../exp/aaai2027_phase2_i2sb_orthogonal_lowanchor050_k070_e3_sigma0p02_b8a2_vlen010/epoch_0009.pt,2026-06-16 16:07:35,0.7161450752615928,0.4523531019000001,0.7161450752615928,0.4523531019000001,0.0,0.0,3.9669317370135104,3.6353458819939988,1.4437053500150796,29.097578849992715,docs\experiments\phase2_fiber_bundle\eval\aaai2027_eval_fiber_project_residual_noise_lowanchor050e9_resenv_sigma0p4\summary.json,0.014716250896453786,0.08015053990000015,0.7193423950672149,0.48212102304999993,-0.003197319805622101,-0.02976792114999982,1.0,1.0,1.0,0.0
resenv_sigma0p5,5,residual_envelope,0.5,../exp/aaai2027_phase2_i2sb_orthogonal_lowanchor050_k070_e3_sigma0p02_b8a2_vlen010/epoch_0009.pt,2026-06-16 16:11:16,0.7147001087665559,0.48724120424999995,0.7147001087665559,0.48724120424999995,0.0,0.0,4.034346207015915,3.623811231998843,1.4364980860118521,29.01779433399497,docs\experiments\phase2_fiber_bundle\eval\aaai2027_eval_fiber_project_residual_noise_lowanchor050e9_resenv_sigma0p5\summary.json,0.013271284401416894,0.11503864224999999,0.7184767118096352,0.5216206533500001,-0.003776603043079363,-0.034379449100000126,1.0,1.0,1.0,0.0
resdir_sigma0p3,3,residual_direction,0.3,../exp/aaai2027_phase2_i2sb_orthogonal_lowanchor050_k070_e3_sigma0p02_b8a2_vlen010/epoch_0009.pt,2026-06-16 16:08:17,0.7019109451770782,0.39617257185000004,0.7019109451770782,0.39617257185000004,0.0,0.0,4.043239879960311,3.6185680869966745,1.4518347289704252,29.318003114996827,docs\experiments\phase2_fiber_bundle\eval\aaai2027_eval_fiber_project_residual_noise_lowanchor050e9_resdir_sigma0p3\summary.json,0.00048212081193921286,0.023970009850000085,0.7127208057045936,0.43920809414999995,-0.010809860527515425,-0.043035522299999907,1.0,1.0,0.0,1.0
resdir_sigma0p4,4,residual_direction,0.4,../exp/aaai2027_phase2_i2sb_orthogonal_lowanchor050_k070_e3_sigma0p02_b8a2_vlen010/epoch_0009.pt,2026-06-16 16:08:58,0.7051689271628856,0.41827097125,0.7051689271628856,0.41827097125,0.0,0.0,3.9079414540028665,3.5625517740118084,1.439861122998991,28.761317559998133,docs\experiments\phase2_fiber_bundle\eval\aaai2027_eval_fiber_project_residual_noise_lowanchor050e9_resdir_sigma0p4\summary.json,0.003740102797746614,0.04606840925000005,0.7193423950672149,0.48212102304999993,-0.014173467904329273,-0.06385005179999992,1.0,1.0,0.0,1.0
