epoch,epoch_int,checkpoint,timestamp,transfer_clip_style,transfer_content_lpips,all_pairs_clip_style,all_pairs_content_lpips,identity_clip_style,identity_content_lpips,eval_wall_total_sec,eval_total_sec,generation_sec,vae_decode_sec,summary_path
epoch_0001,1,exp/aaai2027_phase2_i2sb_clean_k070_e3_sigma0p01_b8a2_vlen010/epoch_0001.pt,2026-06-16 04:22:39,0.7131620669364929,0.5905983071999998,0.7131620669364929,0.5905983071999998,0.0,0.0,26.78475917399919,9.79437520299689,5.4692743560081,8.410882127987861,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_phase2_i2sb_clean_k070_e3_sigma0p01_b8a2_vlen010/full_eval_fast10/epoch_0001/summary.json
