src_style,tgt_style,src_image,gen_image,content_lpips,style_lpips,clip_dir,clip_style,clip_content,pred_style,class_correct
Hayao,Hayao,0.jpg,Hayao_0_to_Hayao.jpg,0.0021819957,0.7646274566650391,0.0910775363445282,0.865247368812561,0.9980678,N/A,N/A
Hayao,cezanne,0.jpg,Hayao_0_to_cezanne.jpg,0.7523862,0.821200966835022,0.8249015212059021,0.8109092116355896,0.43795463,N/A,N/A
Hayao,monet,0.jpg,Hayao_0_to_monet.jpg,0.74335355,0.7870519757270813,0.8297213315963745,0.8199789524078369,0.4963228,N/A,N/A
Hayao,photo,0.jpg,Hayao_0_to_photo.jpg,0.7738185,0.8113861083984375,0.6942307949066162,0.7397390604019165,0.5919992,N/A,N/A
Hayao,vangogh,0.jpg,Hayao_0_to_vangogh.jpg,0.7243323,0.8181424140930176,0.7735605835914612,0.7906143665313721,0.5441754,N/A,N/A
Hayao,Hayao,1000.jpg,Hayao_1000_to_Hayao.jpg,0.003191204,0.7456204295158386,0.05444580316543579,0.8669493794441223,0.99779236,N/A,N/A
Hayao,cezanne,1000.jpg,Hayao_1000_to_cezanne.jpg,0.7930429,0.8071568012237549,0.7812328934669495,0.7718241214752197,0.49288717,N/A,N/A
Hayao,monet,1000.jpg,Hayao_1000_to_monet.jpg,0.7901782,0.7927061319351196,0.8425313830375671,0.8179620504379272,0.42909408,N/A,N/A
Hayao,photo,1000.jpg,Hayao_1000_to_photo.jpg,0.77547514,0.7802181243896484,0.6283183693885803,0.6365761756896973,0.5459561,N/A,N/A
Hayao,vangogh,1000.jpg,Hayao_1000_to_vangogh.jpg,0.7636646,0.8234491944313049,0.7955303192138672,0.7812424898147583,0.4342015,N/A,N/A
Hayao,Hayao,1001.jpg,Hayao_1001_to_Hayao.jpg,0.0023570736,0.7298858761787415,-0.08662731945514679,0.8830330967903137,0.999622,N/A,N/A
Hayao,cezanne,1001.jpg,Hayao_1001_to_cezanne.jpg,0.83532304,0.8184168934822083,0.7845525741577148,0.7623371481895447,0.4185099,N/A,N/A
Hayao,monet,1001.jpg,Hayao_1001_to_monet.jpg,0.79001564,0.7776402831077576,0.8356982469558716,0.8048855066299438,0.38606375,N/A,N/A
Hayao,photo,1001.jpg,Hayao_1001_to_photo.jpg,0.7601749,0.7883893847465515,0.7223391532897949,0.7060705423355103,0.4842097,N/A,N/A
Hayao,vangogh,1001.jpg,Hayao_1001_to_vangogh.jpg,0.8971938,0.8241863250732422,0.7005510330200195,0.6980997323989868,0.4775793,N/A,N/A
Hayao,Hayao,1006.jpg,Hayao_1006_to_Hayao.jpg,0.00257842,0.7352359890937805,0.2036833018064499,0.8835729956626892,0.9993566,N/A,N/A
Hayao,cezanne,1006.jpg,Hayao_1006_to_cezanne.jpg,0.81980693,0.7819007039070129,0.8060504198074341,0.7700543403625488,0.38116807,N/A,N/A
Hayao,monet,1006.jpg,Hayao_1006_to_monet.jpg,0.8363328,0.7878589034080505,0.8674098253250122,0.8348808288574219,0.37924102,N/A,N/A
Hayao,photo,1006.jpg,Hayao_1006_to_photo.jpg,0.7692481,0.7751116752624512,0.7304911613464355,0.698991060256958,0.4530097,N/A,N/A
Hayao,vangogh,1006.jpg,Hayao_1006_to_vangogh.jpg,0.83726275,0.7850154042243958,0.8062865734100342,0.7863510847091675,0.4252227,N/A,N/A
Hayao,Hayao,1007.jpg,Hayao_1007_to_Hayao.jpg,0.0027708823,0.7422534823417664,0.12070934474468231,0.8566195368766785,0.99821186,N/A,N/A
Hayao,cezanne,1007.jpg,Hayao_1007_to_cezanne.jpg,0.8004744,0.7935556769371033,0.8174563646316528,0.7904205918312073,0.41200286,N/A,N/A
Hayao,monet,1007.jpg,Hayao_1007_to_monet.jpg,0.80142623,0.8222007155418396,0.8427574634552002,0.8170928955078125,0.43931246,N/A,N/A
Hayao,photo,1007.jpg,Hayao_1007_to_photo.jpg,0.7529037,0.7970297932624817,0.7150961756706238,0.7135389447212219,0.5238991,N/A,N/A
Hayao,vangogh,1007.jpg,Hayao_1007_to_vangogh.jpg,0.7733226,0.8331679701805115,0.7548214197158813,0.7392851710319519,0.45402268,N/A,N/A
Hayao,Hayao,1008.jpg,Hayao_1008_to_Hayao.jpg,0.0015257765,0.7095841765403748,-0.043365515768527985,0.8816148638725281,0.99833906,N/A,N/A
Hayao,cezanne,1008.jpg,Hayao_1008_to_cezanne.jpg,0.77148855,0.7835425734519958,0.7647301554679871,0.7510920763015747,0.49377334,N/A,N/A
Hayao,monet,1008.jpg,Hayao_1008_to_monet.jpg,0.81044555,0.8016449809074402,0.8502172231674194,0.820400595664978,0.40313223,N/A,N/A
Hayao,photo,1008.jpg,Hayao_1008_to_photo.jpg,0.74118245,0.7906080484390259,0.6875588893890381,0.6801472902297974,0.52683383,N/A,N/A
Hayao,vangogh,1008.jpg,Hayao_1008_to_vangogh.jpg,0.7868188,0.7916533946990967,0.7438207864761353,0.7535862326622009,0.54539484,N/A,N/A
Hayao,Hayao,1009.jpg,Hayao_1009_to_Hayao.jpg,0.0015061852,0.7092154622077942,0.09206975251436234,0.8764291405677795,0.9992305,N/A,N/A
Hayao,cezanne,1009.jpg,Hayao_1009_to_cezanne.jpg,0.7908235,0.8165062665939331,0.7688429355621338,0.7509830594062805,0.4382646,N/A,N/A
Hayao,monet,1009.jpg,Hayao_1009_to_monet.jpg,0.8242168,0.838636040687561,0.8594214916229248,0.8314067125320435,0.38564062,N/A,N/A
Hayao,photo,1009.jpg,Hayao_1009_to_photo.jpg,0.75162566,0.7759721279144287,0.5970742106437683,0.5703572630882263,0.4864644,N/A,N/A
Hayao,vangogh,1009.jpg,Hayao_1009_to_vangogh.jpg,0.82118344,0.8163874745368958,0.7346230149269104,0.7321548461914062,0.47674465,N/A,N/A
Hayao,Hayao,1012.jpg,Hayao_1012_to_Hayao.jpg,0.0018002124,0.7221528887748718,0.08625997602939606,0.8852788209915161,0.9996725,N/A,N/A
Hayao,cezanne,1012.jpg,Hayao_1012_to_cezanne.jpg,0.7805915,0.7883750796318054,0.8571274280548096,0.8521901369094849,0.48151955,N/A,N/A
Hayao,monet,1012.jpg,Hayao_1012_to_monet.jpg,0.79930043,0.788666844367981,0.8573284149169922,0.8356248736381531,0.4215122,N/A,N/A
Hayao,photo,1012.jpg,Hayao_1012_to_photo.jpg,0.75172806,0.7778492569923401,0.6273719072341919,0.6108969449996948,0.50323594,N/A,N/A
Hayao,vangogh,1012.jpg,Hayao_1012_to_vangogh.jpg,0.79499304,0.8423066139221191,0.7733960151672363,0.7659633159637451,0.46349254,N/A,N/A
Hayao,Hayao,1014.jpg,Hayao_1014_to_Hayao.jpg,0.002697778,0.7325858473777771,-0.02292129397392273,0.9131729602813721,0.99951094,N/A,N/A
Hayao,cezanne,1014.jpg,Hayao_1014_to_cezanne.jpg,0.783937,0.795478343963623,0.7693589925765991,0.7789534330368042,0.53448737,N/A,N/A
Hayao,monet,1014.jpg,Hayao_1014_to_monet.jpg,0.8049569,0.7890011072158813,0.8261400461196899,0.8054163455963135,0.45652437,N/A,N/A
Hayao,photo,1014.jpg,Hayao_1014_to_photo.jpg,0.7482753,0.7609542012214661,0.6734955310821533,0.6871129274368286,0.5492972,N/A,N/A
Hayao,vangogh,1014.jpg,Hayao_1014_to_vangogh.jpg,0.8532294,0.8322285413742065,0.7024472951889038,0.7092704772949219,0.4981283,N/A,N/A
Hayao,Hayao,1015.jpg,Hayao_1015_to_Hayao.jpg,0.0016276718,0.7157767415046692,0.20992019772529602,0.836303174495697,0.9984008,N/A,N/A
Hayao,cezanne,1015.jpg,Hayao_1015_to_cezanne.jpg,0.74655557,0.7595300078392029,0.815340518951416,0.8007099628448486,0.43005383,N/A,N/A
Hayao,monet,1015.jpg,Hayao_1015_to_monet.jpg,0.7707244,0.7993115782737732,0.8505808115005493,0.8310983180999756,0.421445,N/A,N/A
Hayao,photo,1015.jpg,Hayao_1015_to_photo.jpg,0.7684951,0.8816950917243958,0.7697952389717102,0.7463369369506836,0.4345013,N/A,N/A
Hayao,vangogh,1015.jpg,Hayao_1015_to_vangogh.jpg,0.8108151,0.8343361616134644,0.7683264017105103,0.7798224687576294,0.518535,N/A,N/A
Hayao,Hayao,1016.jpg,Hayao_1016_to_Hayao.jpg,0.0024278236,0.7011089324951172,-0.07266716659069061,0.895681619644165,0.99969935,N/A,N/A
Hayao,cezanne,1016.jpg,Hayao_1016_to_cezanne.jpg,0.78482795,0.7991758584976196,0.7843276262283325,0.7505441904067993,0.40258577,N/A,N/A
Hayao,monet,1016.jpg,Hayao_1016_to_monet.jpg,0.7871458,0.8012067675590515,0.826728105545044,0.7965142130851746,0.43288416,N/A,N/A
Hayao,photo,1016.jpg,Hayao_1016_to_photo.jpg,0.72554624,0.7818912267684937,0.6939716339111328,0.6528831720352173,0.39826402,N/A,N/A
Hayao,vangogh,1016.jpg,Hayao_1016_to_vangogh.jpg,0.81081927,0.7975825667381287,0.698644757270813,0.6858091354370117,0.49325076,N/A,N/A
Hayao,Hayao,1017.jpg,Hayao_1017_to_Hayao.jpg,0.0026074448,0.6910538673400879,-0.015090808272361755,0.8983799815177917,0.9997788,N/A,N/A
Hayao,cezanne,1017.jpg,Hayao_1017_to_cezanne.jpg,0.7872521,0.8259525895118713,0.811141848564148,0.7925734519958496,0.4279946,N/A,N/A
Hayao,monet,1017.jpg,Hayao_1017_to_monet.jpg,0.7852648,0.8185049295425415,0.7897121906280518,0.7704731225967407,0.50198525,N/A,N/A
Hayao,photo,1017.jpg,Hayao_1017_to_photo.jpg,0.7634176,0.8206347823143005,0.7713055610656738,0.7453759908676147,0.43253335,N/A,N/A
Hayao,vangogh,1017.jpg,Hayao_1017_to_vangogh.jpg,0.82720375,0.8423511385917664,0.7283102869987488,0.7394517064094543,0.547575,N/A,N/A
Hayao,Hayao,1018.jpg,Hayao_1018_to_Hayao.jpg,0.0010461769,0.7583757638931274,0.06563009321689606,0.6809645295143127,0.9997957,N/A,N/A
Hayao,cezanne,1018.jpg,Hayao_1018_to_cezanne.jpg,0.7537505,0.8450642228126526,0.7378926277160645,0.7573734521865845,0.530852,N/A,N/A
Hayao,monet,1018.jpg,Hayao_1018_to_monet.jpg,0.72442997,0.8311849236488342,0.7312632203102112,0.7608095407485962,0.6406055,N/A,N/A
Hayao,photo,1018.jpg,Hayao_1018_to_photo.jpg,0.7070972,0.8654853701591492,0.5385919213294983,0.6338388323783875,0.5991925,N/A,N/A
Hayao,vangogh,1018.jpg,Hayao_1018_to_vangogh.jpg,0.7026789,0.8436691164970398,0.7513809204101562,0.7722281813621521,0.5158807,N/A,N/A
Hayao,Hayao,1019.jpg,Hayao_1019_to_Hayao.jpg,0.002174663,0.7636764645576477,0.2143629789352417,0.7122747898101807,0.9995409,N/A,N/A
Hayao,cezanne,1019.jpg,Hayao_1019_to_cezanne.jpg,0.79587555,0.7990269660949707,0.6489320993423462,0.8063504099845886,0.75684786,N/A,N/A
Hayao,monet,1019.jpg,Hayao_1019_to_monet.jpg,0.7752861,0.7983891367912292,0.5514456033706665,0.778435230255127,0.8243603,N/A,N/A
Hayao,photo,1019.jpg,Hayao_1019_to_photo.jpg,0.7312639,0.8234120011329651,0.3899831473827362,0.6617625951766968,0.6735058,N/A,N/A
Hayao,vangogh,1019.jpg,Hayao_1019_to_vangogh.jpg,0.8219357,0.8180438876152039,0.6387525796890259,0.8137155771255493,0.7789292,N/A,N/A
Hayao,Hayao,1020.jpg,Hayao_1020_to_Hayao.jpg,0.001988501,0.7338016629219055,-0.2697664499282837,0.6063241362571716,0.99865615,N/A,N/A
Hayao,cezanne,1020.jpg,Hayao_1020_to_cezanne.jpg,0.7650122,0.8128516674041748,0.6828266382217407,0.7745418548583984,0.67838246,N/A,N/A
Hayao,monet,1020.jpg,Hayao_1020_to_monet.jpg,0.71430933,0.7982937693595886,0.7762027978897095,0.8300104141235352,0.61489373,N/A,N/A
