group,exp_dir,sub_exp,epoch,clip_style,clip_s_delta_idt,clip_t,content_lpips,one_minus_lpips,clip_content,fid,artfid,eval_type,source,dataset
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4twostage_reseed_from_e13_seed42_b8a2,,18,0.7004658464988072,,0.0,0.39043090231600003,0.6096,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4twostage_reseed_from_e13_seed42_b8a2,,19,0.700376355568568,,0.0,0.38810304080600005,0.6119,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4twostage_reseed_from_e13_seed42_b8a2,,20,0.7018231603701909,,0.0,0.38575367448600006,0.6142,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,1,0.7208679215908051,,0.0,0.5074919070133334,0.4925,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,2,0.713271949927012,,0.0,0.5389975907933333,0.461,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,3,0.7189445101817449,,0.0,0.46709958164666676,0.5329,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,4,0.7098539712031683,,0.0,0.5255003066066667,0.4745,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,5,0.7112842664718627,,0.0,0.5074576145466666,0.4925,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,6,0.7041003793478011,,0.0,0.51453602144,0.4855,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,7,0.7087402921517689,,0.0,0.49223814382000003,0.5078,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,8,0.7059324762821199,,0.0,0.5009883795933333,0.499,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,9,0.7068822625080745,,0.0,0.48696275346,0.513,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,10,0.7030318480332692,,0.0,0.4990720756066666,0.5009,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,11,0.7013257822195689,,0.0,0.48817203282666666,0.5118,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,12,0.701948067188263,,0.0,0.48796534857999996,0.512,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,13,0.7076721598307292,,0.0,0.47740043165333335,0.5226,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,14,0.7020388087431588,,0.0,0.48938113161333335,0.5106,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4wide_reseed_from_e13_seed42_b8a2,,15,0.7021514032284418,,0.0,0.48623715938000006,0.5138,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,1,0.7207444156010948,,0.0,0.50855376272,0.4914,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,2,0.7128360886573791,,0.0,0.5380909537866667,0.4619,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,3,0.718282075802485,,0.0,0.47005201450666667,0.5299,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,4,0.7097437913417817,,0.0,0.5169082575066667,0.4831,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,5,0.7095064397652945,,0.0,0.5075615264933334,0.4924,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,6,0.7062729450861613,,0.0,0.50912229516,0.4909,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,7,0.7097984646161397,,0.0,0.4779859279333333,0.522,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,8,0.7056161170800528,,0.0,0.4938277526666666,0.5062,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,9,0.7068898353576661,,0.0,0.48368885361333336,0.5163,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,10,0.702895664135615,,0.0,0.49605952236,0.5039,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,11,0.7023274389108022,,0.0,0.4823393802933333,0.5177,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,12,0.7029317483107248,,0.0,0.4840819878133333,0.5159,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,13,0.7067159417470296,,0.0,0.4717242798266667,0.5283,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,14,0.7009850104649863,,0.0,0.4881927153066667,0.5118,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,15,0.7007434829870859,,0.0,0.48429164539999997,0.5157,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamprelease_reseed_from_e13_seed42_b8a2,,16,0.7001560165087382,,0.0,0.48934635144000005,0.5107,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,1,0.7206039861838023,,0.0,0.51105489968,0.4889,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,2,0.7130523126125335,,0.0,0.5326699682,0.4673,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,3,0.7188134366671244,,0.0,0.4716046861866667,0.5284,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,4,0.710336109558741,,0.0,0.5151325600133333,0.4849,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,5,0.7095510919094086,,0.0,0.50691094724,0.4931,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,6,0.7055719582239788,,0.0,0.5083101058666667,0.4917,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,7,0.7108896135489146,,0.0,0.4803119028133333,0.5197,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,8,0.7036757285594939,,0.0,0.50334899492,0.4967,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,9,0.7077714601357777,,0.0,0.48031175364,0.5197,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,10,0.7036200295289358,,0.0,0.49654709449333334,0.5035,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,11,0.7017819620768229,,0.0,0.48824453974666665,0.5118,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,12,0.7032783304850261,,0.0,0.48313016898666666,0.5169,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,13,0.7083424576123556,,0.0,0.4686299034533333,0.5314,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,14,0.7021014587879182,,0.0,0.4874308829866667,0.5126,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,15,0.7016920502185822,,0.0,0.48327418281333334,0.5167,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleaselatewide_reseed_from_e13_seed42_b8a2,,16,0.7013370778958002,,0.0,0.48741699484,0.5126,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,1,0.7198151224454244,,0.0,0.5236551378133333,0.4763,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,2,0.7089138028621674,,0.0,0.54826609528,0.4517,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,3,0.7142752397060395,,0.0,0.4880220065333334,0.512,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,4,0.7065092178185782,,0.0,0.51699169608,0.483,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,5,0.7043544776439669,,0.0,0.5232991461066667,0.4767,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,6,0.702486874183019,,0.0,0.5182667037733334,0.4817,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,7,0.7085604669253032,,0.0,0.47898748022666665,0.521,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,8,0.7016505932013195,,0.0,0.5108457103733334,0.4892,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,9,0.7054905497233074,,0.0,0.49438624851999996,0.5056,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,10,0.7019327669938406,,0.0,0.5071990282800001,0.4928,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,11,0.700650873819987,,0.0,0.4989012371466666,0.5011,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,12,0.7014471851189932,,0.0,0.4954434049866666,0.5046,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,13,0.7066422317028045,,0.0,0.4836591074933333,0.5163,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,14,0.6994344107309978,,0.0,0.5017265104133333,0.4983,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,15,0.6994975668589275,,0.0,0.4976510386666667,0.5023,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clampreleasewide_reseed_from_e13_seed42_b8a2,,16,0.6989208515485127,,0.0,0.5030876703066667,0.4969,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_from_pattn_seed42_b8a2,,12,0.7128277181784313,,0.0,0.4150217386133333,0.585,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_from_pattn_seed42_b8a2,,13,0.7303320403099061,,0.0,0.45594069648,0.5441,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_from_pattn_seed42_b8a2,,14,0.6999186163743336,,0.0,0.5731729983333334,0.4268,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_from_pattn_seed42_b8a2,,15,0.6984340953826904,,0.0,0.57566720324,0.4243,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_from_pattn_seed42_b8a2,,16,0.6985226490497589,,0.0,0.5908020783866667,0.4092,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2,,14,0.699604178905487,,0.0,0.5742442110133333,0.4258,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2,,15,0.6986818539301555,,0.0,0.57398343964,0.426,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2,,16,0.6987409879366556,,0.0,0.5909155201066667,0.4091,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2,,17,0.7168066346645354,,0.0,0.57033946916,0.4297,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2,,18,0.7042515857219697,,0.0,0.6048891436533333,0.3951,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2,,19,0.6998701717058817,,0.0,0.6296724224533334,0.3703,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2,,20,0.6924111674626668,,0.0,0.6726396986133334,0.3274,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2,,21,0.69914559173584,,0.0,0.6617292620399999,0.3383,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2,,22,0.694302871545156,,0.0,0.6777615013866667,0.3222,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2,,23,0.6960353976090748,,0.0,0.6712380946933334,0.3288,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_from_e13_seed42_b8a2,,24,0.6977941873868307,,0.0,0.68065733548,0.3193,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,1,0.7039546275138854,,0.0,0.56603648946,0.434,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,2,0.700683816075325,,0.0,0.5872800878133334,0.4127,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,3,0.7091946547031402,,0.0,0.56073206634,0.4393,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,4,0.6966588311195374,,0.0,0.59256721424,0.4074,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,5,0.692053071697553,,0.0,0.6187372848,0.3813,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,6,0.6986624234120051,,0.0,0.6322783354400001,0.3677,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,7,0.698241104722023,,0.0,0.6634308341933333,0.3366,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,8,0.699493667682012,,0.0,0.6685058659866666,0.3315,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,9,0.7047770067850749,,0.0,0.6629543712666667,0.337,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,10,0.6985019551912943,,0.0,0.6770700893733332,0.3229,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,11,0.6986294655005136,,0.0,0.67678787132,0.3232,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,12,0.7000663379828134,,0.0,0.6922941741333333,0.3077,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,13,0.7040066011746727,,0.0,0.6842312971199999,0.3158,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,14,0.7010012040932975,,0.0,0.6910273139466666,0.309,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,15,0.7033561089833578,,0.0,0.6908251571333334,0.3092,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_trust_reseed_from_e13_seed42_b8a2,,16,0.7019126177628834,,0.0,0.6891855942266667,0.3108,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2,,14,0.6996879142125448,,0.0,0.5736272625200001,0.4264,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2,,15,0.6974561026891074,,0.0,0.5761903799866667,0.4238,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2,,16,0.6986887396176656,,0.0,0.5894454214666667,0.4106,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2,,17,0.717337186574936,,0.0,0.5699236837866666,0.4301,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2,,18,0.7005551124016443,,0.0,0.5977829450933334,0.4022,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2,,19,0.7049940099716189,,0.0,0.6078993280799999,0.3921,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_edgegated_anisostokes_queue_from_e13_seed42_b8a2,,20,0.6970593880812328,,0.0,0.6514656478533333,0.3485,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_queue_seed42_b16,,1,0.6698161501487097,,0.0,0.7556432031466668,0.2444,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_queue_seed42_b16,,2,0.7121001238822936,,0.0,0.7173370584533333,0.2827,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_queue_seed42_b16,,3,0.7173787258466084,,0.0,0.6652128266133333,0.3348,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_queue_seed42_b16,,4,0.7236649500528971,,0.0,0.6797064672800001,0.3203,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_queue_seed42_b16,,5,0.7291306680043539,,0.0,0.6503317106266667,0.3497,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_queue_seed42_b16,,6,0.7326863305568695,,0.0,0.6270424386533333,0.373,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_queue_seed42_b16,,7,0.7299179892539978,,0.0,0.6237440819066667,0.3763,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_queue_seed42_b16,,8,0.7302651562690735,,0.0,0.6042171766133333,0.3958,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_seed42_b16,,1,0.7032095433870951,,0.0,0.28234454626,0.7177,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_seed42_b16,,2,0.718014982064565,,0.0,0.7192028511666669,0.2808,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_seed42_b16,,3,0.7170418900450071,,0.0,0.6707298350533333,0.3293,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_seed42_b16,,4,0.7260059910615284,,0.0,0.6696076496333333,0.3304,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_seed42_b16,,5,0.7314561233917871,,0.0,0.6478859100266667,0.3521,0.0,,,db_record,remote_cached,unknown
DB/LANCET/LBM,aaai2027_inmortal_xpred_kmanifold_pattn_seed42_b16,,6,0.7338611534833908,,0.0,0.62782368906,0.3722,0.0,,,db_record,remote_cached,unknown
