group,exp_dir,sub_exp,epoch,clip_style,clip_s_delta_idt,clip_t,content_lpips,one_minus_lpips,clip_content,fid,artfid,eval_type,source,dataset
p4_fusion_breakout,n11_n16_gate03_whh25,full_eval/epoch_0006,6,0.7301211138566335,0.0902002885936335,0.22883997909228007,0.34230461021333336,0.6577,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,n11_n16_gate03_whh25,full_eval/epoch_0007,7,0.7314574581782024,0.0915366329152023,0.22900127049287156,0.345452831,0.6545,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,n11_n16_gate03_whh25,full_eval/epoch_0008,8,0.7299382798671723,0.09001745460417224,0.22897249230742453,0.3430690719066667,0.6569,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,n1_lvl2_gate03_whh25,full_eval/epoch_0001,1,0.7207256232102713,0.0808047979472712,0.22650392083326973,0.31128134246,0.6887,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,n1_lvl2_gate03_whh25,full_eval/epoch_0002,2,0.7199679711659748,0.08004714590297494,0.2264068397680918,0.30799158573333335,0.692,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,n1_lvl2_gate03_whh25,full_eval/epoch_0003,3,0.7243358320395151,0.08441500677651517,0.22704467838009199,0.3191961681266667,0.6808,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,n1_lvl2_gate03_whh25,full_eval/epoch_0004,4,0.7205292391777038,0.08060841391470387,0.22658049229780833,0.3128519807733333,0.6871,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,n1_lvl2_gate03_whh25,full_eval/epoch_0005,5,0.7229283782641093,0.08300755300110929,0.22726804627974828,0.3191316285466666,0.6809,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,n1_lvl2_gate03_whh25,full_eval/epoch_0006,6,0.7241784004370372,0.08425757517403715,0.2275283617178599,0.32127861203999997,0.6787,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,n1_lvl2_gate03_whh25,full_eval/epoch_0007,7,0.7231171058019003,0.08319628053890024,0.22726335217555363,0.31962297108000004,0.6804,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,n1_lvl2_gate03_whh25,full_eval/epoch_0008,8,0.7235516808827717,0.08363085561977184,0.22735446657737096,0.3188598015760001,0.6811,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval/epoch_0001,1,0.7307511351108552,0.09083030984785509,0.23164069541295368,0.4093239729066667,0.5907,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval/epoch_0002,2,0.7304845271110534,0.09056370184805347,0.23113368076086047,0.4128438134133333,0.5872,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval/epoch_0003,3,0.7217719976107279,0.08185117234772794,0.23079233354330064,0.42759344113333336,0.5724,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval/epoch_0004,4,0.7087308363119762,0.0688100110489761,0.2307688350280126,0.4753342025733333,0.5247,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval/epoch_0005,5,0.7135366457303364,0.0736158204673365,0.23151804864406586,0.47816481769333335,0.5218,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval/epoch_0006,6,0.7142213165760042,0.07430049131300402,0.23087471151351927,0.4830374058133334,0.517,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval/epoch_0007,7,0.7143024437427521,0.07438161847975207,0.23205250346660614,0.4932606778266667,0.5067,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval/epoch_0008,8,0.7124581702550252,0.07253734499202523,0.2327895318667094,0.5109559713066667,0.489,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval/epoch_0009,9,0.7130804743766787,0.07315964911367846,0.23214454925060266,0.50796792912,0.492,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval/epoch_0010,10,0.7125040009021759,0.07258317563917592,0.2324567168156306,0.5095576135733333,0.4904,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval_p4_T4_D0_baseline/epoch_0001,1,0.7298080561161041,0.08988723085310411,0.23428696233034135,0.4548987351466667,0.5451,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval_p4_T4_D1_dwt/epoch_0001,1,0.732465346813202,0.09254452155020192,0.23221608682473502,0.4099743822933333,0.59,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval_p4_T4_D2_u005/epoch_0001,1,0.7319119842052458,0.09199115894224599,0.23201010400056837,0.40883757584,0.5912,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval_p4_T4_D3_u01/epoch_0001,1,0.7308617824713387,0.09094095720833889,0.23165716348091764,0.4093367865866667,0.5907,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval_p4_T4_D4_u01_v3/epoch_0001,1,0.7309741179943083,0.09105329273130845,0.23263877143462497,0.41789020041333336,0.5821,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval_p4_T4_D5_u005_v3/epoch_0001,1,0.7324497763315836,0.09252895106858366,0.23291407978534703,0.4170525940266666,0.5829,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t4_full_fusion,full_eval_p4_T4_D6_u02_v3/epoch_0001,1,0.7273331908384959,0.08741236557549588,0.23252983597914376,0.42374930784,0.5763,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval/epoch_0001,1,0.7225749488671621,0.08265412360416206,0.2268039085070292,0.3278352990346666,0.6722,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval/epoch_0002,2,0.7268039843241373,0.08688315906113737,0.22792034230629604,0.33998840632,0.66,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval/epoch_0003,3,0.7281597599188485,0.08823893465584867,0.22903053915500637,0.35955384276,0.6404,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval/epoch_0004,4,0.7267738926410675,0.0868530673780675,0.22775082643826802,0.33277146454666673,0.6672,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval/epoch_0005,5,0.729352152188619,0.08943132692561898,0.22845268072684607,0.34153069042666667,0.6585,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval/epoch_0006,6,0.7290043629010519,0.08908353763805182,0.22856907951831817,0.3373775852933334,0.6626,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval/epoch_0007,7,0.7307141097386678,0.0907932844756678,0.22902849133809408,0.3402833586533333,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval/epoch_0008,8,0.7292119810581208,0.08929115579512073,0.22889560598134995,0.33635850532000006,0.6636,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval/epoch_0009,9,0.7276168404420217,0.08769601517902169,0.22874550954500833,0.3360116874133333,0.664,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval/epoch_0010,10,0.72994388961792,0.09002306435491991,0.22931405343612032,0.3419280382666667,0.6581,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_I10_avgpool/epoch_0007,7,0.7304615098635355,0.09054068460053558,0.22861281752586368,0.3870660751466666,0.6129,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_I5_cfg1.0/epoch_0007,7,0.7306655625502267,0.09074473728722685,0.2290828367273013,0.3402665258533333,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_I5_cfg2.0/epoch_0007,7,0.7307624377409616,0.09084161247796171,0.2290887584884961,0.3402524376,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_I5_cfg3.0/epoch_0007,7,0.7307100061575572,0.09078918089455716,0.2290760942498843,0.3402729759066667,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_I6_vel0.5/epoch_0007,7,0.7307933471202851,0.09087252185728502,0.2290837422609329,0.34027408616000004,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_I6_vel1.5/epoch_0007,7,0.7306898478666942,0.09076902260369414,0.22909121541182198,0.3402757918666666,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_I6_vel2.0/epoch_0007,7,0.7307375090122222,0.09081668374922229,0.2290685642560323,0.34025307392000004,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_I7_repulse0.5/epoch_0007,7,0.7307112329800922,0.09079040771709236,0.22909460727373754,0.34025146554666663,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_I7_repulse1.0/epoch_0007,7,0.7307325377464295,0.09081171248342944,0.2290784720778465,0.3402760131466668,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_I8_triband_a0.3/epoch_0007,7,0.7307139328320821,0.0907931075690821,0.22901773051420846,0.3402773718133333,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_I8_triband_a0.7/epoch_0007,7,0.7307039752801261,0.09078315001712595,0.2290802700916926,0.3402706033866666,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_I9_fiber_only/epoch_0007,7,0.7307956260045368,0.09087480074153696,0.2290616625746091,0.3402615856266666,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I10_swd_squared/epoch_0007,7,0.7307644209067027,0.09084359564370269,0.22909624673922857,0.34026843764,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I1_endpoint_pred/epoch_0007,7,0.7307945968310038,0.09087377156800383,0.2290485851764679,0.34027788998666675,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I2_sharpen_0/epoch_0007,7,0.7306689547697702,0.0907481295067703,0.229043846766154,0.34028665573333333,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I2_sharpen_25/epoch_0007,7,0.7306787679990133,0.09075794273601327,0.2290432133078575,0.34026779198666673,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I2_sharpen_50/epoch_0007,7,0.7307167314688365,0.09079590620583647,0.22905578207969665,0.3402497700266667,0.6598,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I3_ephigh_0/epoch_0007,7,0.7308194187482198,0.0908985934852198,0.22910240060091017,0.34024600334666666,0.6598,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I3_ephigh_20/epoch_0007,7,0.730753043492635,0.0908322182296351,0.22907439148426054,0.3402647153866667,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I4_gamma_0/epoch_0007,7,0.7307648792266845,0.09084405396368457,0.22908894673983254,0.34025796063999997,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I4_gamma_05/epoch_0007,7,0.7308016062577565,0.09088078099475655,0.22907554038365682,0.34026049052000007,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I5_beta_0/epoch_0007,7,0.730722163995107,0.09080133873210702,0.22909657212098442,0.3402638492533333,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I5_beta_20/epoch_0007,7,0.7307643388907114,0.09084351362771147,0.2290881332755089,0.34026023236,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I6_film_01/epoch_0007,7,0.7307419048150379,0.09082107955203805,0.22908196264505384,0.3402571377066667,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I7_tokens_512/epoch_0007,7,0.7307666634718578,0.09084583820885771,0.2291312739253044,0.34026424928,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I7_tokens_64/epoch_0007,7,0.7307471785545349,0.09082635329153492,0.22906551820039747,0.34027262952000004,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I8_noise_0/epoch_0007,7,0.730728294769923,0.0908074695069229,0.22908673679828642,0.34026359326666666,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I8_noise_008/epoch_0007,7,0.7307977427641551,0.09087691750115506,0.2290534357825915,0.34025081443999994,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_P7I9_triband/epoch_0007,7,0.730723683754603,0.09080285849160306,0.22908245793978374,0.34027223375999993,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_R1_film_only/epoch_0007,7,0.7307187206745148,0.09079789541151477,0.2290762876868248,0.34026163908,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_628_R2_spectral0/epoch_0007,7,0.7307234549522401,0.09080262968924,0.22906134206056594,0.34025972182666664,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_N5_base/epoch_0007,7,0.7307861096064251,0.09086528434342497,0.22908062579234442,0.3402773432266667,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_N5_lvl2/epoch_0007,7,0.7309124995867411,0.09099167432374113,0.2290113884409269,0.34113348412,0.6589,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_N5_lvl2_hh2/epoch_0007,7,0.7310057362715403,0.09108491100854031,0.2288669440348943,0.3422035588000001,0.6578,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_N5_lvl2_hh3/epoch_0007,7,0.7311227901776631,0.09120196491466316,0.22874305522441865,0.3451324717066667,0.6549,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_N5_lvl2_mid05/epoch_0007,7,0.7307625217437743,0.09084169648077442,0.22926639924446743,0.34007024599999996,0.6599,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_N5_lvl3/epoch_0007,7,0.7309864226182303,0.09106559735523019,0.22901810038089754,0.34113650696000003,0.6589,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3b_V08_a002/epoch_0007,7,0.7333179252147675,0.09339709995176745,0.2327635240952174,0.38531526316,0.6147,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3b_V08_a005/epoch_0007,7,0.7340910042126975,0.09417017894969736,0.23276597835620244,0.38533653664,0.6147,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3b_V08_a015_ep1/epoch_0001,1,0.7285062525272369,0.08858542726423695,0.2308377866347631,0.3769252508933334,0.6231,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3b_V08_a015_ep4/epoch_0004,4,0.7307925486564636,0.09087172339346364,0.23126597650845845,0.38297964383999994,0.617,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3b_V08_a02_ep4/epoch_0004,4,0.7301411883433659,0.09022036308036599,0.23119455776611963,0.3877392236666667,0.6123,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3b_V08_ep1/epoch_0001,1,0.7287634982268016,0.08884267296380154,0.23108754247426988,0.37422816069333337,0.6258,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3b_V08_ep10/epoch_0010,10,0.7347571702798209,0.09483634501682076,0.23301322241624195,0.38808194084000003,0.6119,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3b_V08_ep4/epoch_0004,4,0.730920403957367,0.09099957869436695,0.23137394018967947,0.37977343071999997,0.6202,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3b_V08_ep8/epoch_0008,8,0.7337333754698436,0.09381255020684354,0.23272755895058314,0.38309304909333336,0.6169,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3b_V08_mid01/epoch_0007,7,0.7347619740962982,0.09484114883329822,0.23256472371021908,0.38685090812,0.6131,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3b_V08_mid02/epoch_0007,7,0.7347321761449177,0.0948113508819178,0.23258390579620997,0.38685094984,0.6131,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_ep1_u01_v3/epoch_0001,1,0.7246981139183045,0.08477728865530444,0.22811920893192292,0.34110291738666676,0.6589,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_ep4_u01_v3/epoch_0004,4,0.728062731107076,0.08814190584407601,0.22913035148382188,0.34596108560000005,0.654,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_ep8_u01_v3/epoch_0008,8,0.7309169612725576,0.09099613600955758,0.23025922973950702,0.34952292973333327,0.6505,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_mid01_hh01/epoch_0007,7,0.7322394589583078,0.0923186336953079,0.23031783489386243,0.3533873854933334,0.6466,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_mid05_hh01/epoch_0007,7,0.7322318311532338,0.09231100589023386,0.23031744770208992,0.3533964496666666,0.6466,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_mid05_hh05/epoch_0007,7,0.7322942411899567,0.09237341592695665,0.23037418550252917,0.35337869176000003,0.6466,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_U_a015/epoch_0007,7,0.7323143646717071,0.09239353940870716,0.23006205091873805,0.35639414085333326,0.6436,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_U_a020/epoch_0007,7,0.7318198525905609,0.09189902732756092,0.22974365810553235,0.3612743146533333,0.6387,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_U_a030/epoch_0007,7,0.7298599030176799,0.08993907775467985,0.22944356147448225,0.37507393978666664,0.6249,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_V08_U005/epoch_0007,7,0.7342413578033447,0.09432053254034471,0.23273329671223958,0.38533078378666663,0.6147,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_V08_U015/epoch_0007,7,0.7346240714391072,0.09470324617610727,0.2324287687341372,0.3900473283866666,0.61,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_V_k08/epoch_0007,7,0.7348055849075317,0.09488475964453173,0.2325758536060651,0.3868490762133333,0.6132,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_V_k32/epoch_0007,7,0.7306691321531932,0.09074830689019314,0.2290597839554151,0.34025911352,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_P3_V_k48/epoch_0007,7,0.7306819640000661,0.09076113873706611,0.22907403167088827,0.34025345085333336,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_T5_D0_baseline/epoch_0007,7,0.7291120438575744,0.08919121859457446,0.229516208310922,0.38783467623999995,0.6122,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_T5_D1_dwt/epoch_0007,7,0.7288913437525432,0.08897051848954313,0.22958049166202546,0.34131242354666663,0.6587,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_T5_D2_u005/epoch_0007,7,0.7302230830192564,0.0903022577562566,0.22937441090742744,0.3395442602666667,0.6605,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_T5_D3_u01/epoch_0007,7,0.730671759923299,0.09075093466029914,0.22909252218405401,0.34025218055999995,0.6597,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_T5_D4_u01_v3/epoch_0007,7,0.7322647435665133,0.09234391830351306,0.23034367330869038,0.35339759576000007,0.6466,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_T5_D5_u005_v3/epoch_0007,7,0.7316486823558808,0.09172785709288073,0.23061274262269335,0.35257541865333336,0.6474,0.0,,,full_eval,remote_cached,
p4_fusion_breakout,t5_b2v2_d2_d4,full_eval_p4_T5_D6_u02_v3/epoch_0007,7,0.7318321785132089,0.09191135325020904,0.22975286410252252,0.36125836276000006,0.6387,0.0,,,full_eval,remote_cached,
620_spectral_poc,full_eval,epoch_0008,8,0.7019019698699316,0.06198114460693155,0.22266140666604045,0.28886020293733333,0.7111,0.0,,,full_eval,remote_cached,
620_spectral_v10_ll20,full_eval,epoch_0001,1,0.7088567801316579,0.06893595486865793,0.22010792682568234,0.2791085222733333,0.7209,0.0,,,full_eval,remote_cached,
620_spectral_v10_ll20,full_eval,epoch_0002,2,0.7080847072601318,0.06816388199713184,0.2209580436249574,0.3009924945333334,0.699,0.0,,,full_eval,remote_cached,
620_spectral_v10_ll20,full_eval,epoch_0003,3,0.713306533495585,0.07338570823258513,0.22124759262800214,0.31784903674666665,0.6822,0.0,,,full_eval,remote_cached,
620_spectral_v10_ll20,full_eval,epoch_0004,4,0.7096959056854248,0.06977508042242482,0.22224769766132035,0.3227709951466667,0.6772,0.0,,,full_eval,remote_cached,
620_spectral_v10_ll20,full_eval,epoch_0005,5,0.7123469879627227,0.07242616269972277,0.22293866757551833,0.3222649347066667,0.6777,0.0,,,full_eval,remote_cached,
620_spectral_v10_ll20,full_eval,epoch_0006,6,0.7124107035795846,0.07248987831658477,0.22275816669066745,0.32148237138133334,0.6785,0.0,,,full_eval,remote_cached,
620_spectral_v10_ll20,full_eval,epoch_0007,7,0.7125626122951507,0.07264178703215075,0.22298517343401908,0.3269123158666667,0.6731,0.0,,,full_eval,remote_cached,
620_spectral_v10_ll20,full_eval,epoch_0008,8,0.7140326764583587,0.07411185119535876,0.22258182535568874,0.3233046940266667,0.6767,0.0,,,full_eval,remote_cached,
620_spectral_v11_ll10_hh20,full_eval,epoch_0001,1,0.7086218287944793,0.06870100353147937,0.2200443356335163,0.27869713699866666,0.7213,0.0,,,full_eval,remote_cached,
620_spectral_v11_ll10_hh20,full_eval,epoch_0002,2,0.7069829421838125,0.06706211692081246,0.22119876092672347,0.304866910952,0.6951,0.0,,,full_eval,remote_cached,
620_spectral_v11_ll10_hh20,full_eval,epoch_0003,3,0.7132156569957734,0.07329483173277332,0.222115543504556,0.3161094731933333,0.6839,0.0,,,full_eval,remote_cached,
620_spectral_v11_ll10_hh20,full_eval,epoch_0004,4,0.7110007530053457,0.07107992774234567,0.22249345059196154,0.32464357676,0.6754,0.0,,,full_eval,remote_cached,
620_spectral_v11_ll10_hh20,full_eval,epoch_0005,5,0.7133546841144561,0.07343385885145617,0.22315689619382223,0.32416302439999994,0.6758,0.0,,,full_eval,remote_cached,
620_spectral_v11_ll10_hh20,full_eval,epoch_0006,6,0.7122860904534657,0.07236526519046578,0.22309897895654043,0.32260632848,0.6774,0.0,,,full_eval,remote_cached,
620_spectral_v11_ll10_hh20,full_eval,epoch_0007,7,0.7132897885640461,0.07336896330104622,0.22350640339652694,0.32833835195999994,0.6717,0.0,,,full_eval,remote_cached,
620_spectral_v1_scale,full_eval,epoch_0001,1,0.6999048071702322,0.05998398190723214,0.22193760028481485,0.29058943972133333,0.7094,0.0,,,full_eval,remote_cached,
620_spectral_v1_scale,full_eval,epoch_0002,2,0.7028958659172058,0.06297504065420582,0.22234691646695137,0.283068946308,0.7169,0.0,,,full_eval,remote_cached,
620_spectral_v1_scale,full_eval,epoch_0003,3,0.7027834843794504,0.06286265911645049,0.22323549692829447,0.29815977229733337,0.7018,0.0,,,full_eval,remote_cached,
620_spectral_v1_scale,full_eval,epoch_0004,4,0.7026268740495044,0.0627060487865046,0.22279575036962826,0.29223017955066666,0.7078,0.0,,,full_eval,remote_cached,
620_spectral_v1_scale,full_eval,epoch_0005,5,0.7039443519115448,0.0640235266485448,0.2229266823132833,0.28661319669466667,0.7134,0.0,,,full_eval,remote_cached,
620_spectral_v1_scale,full_eval,epoch_0006,6,0.7036920590400696,0.06377123377706959,0.22330331786473592,0.29998591715600004,0.7,0.0,,,full_eval,remote_cached,
620_spectral_v1_scale,full_eval,epoch_0007,7,0.7035388285319012,0.06361800326890105,0.22268670201301574,0.2858943550853333,0.7141,0.0,,,full_eval,remote_cached,
620_spectral_v1_scale,full_eval,epoch_0008,8,0.7047231735388437,0.0648023482758438,0.22301657422383625,0.2889987186746667,0.711,0.0,,,full_eval,remote_cached,
620_spectral_v2_weights,full_eval,epoch_0001,1,0.7066941907405853,0.06677336547758532,0.22016684899727504,0.27704978230133337,0.723,0.0,,,full_eval,remote_cached,
620_spectral_v2_weights,full_eval,epoch_0002,2,0.7084818700154624,0.06856104475246225,0.2216662220756213,0.30884521665333337,0.6912,0.0,,,full_eval,remote_cached,
620_spectral_v2_weights,full_eval,epoch_0003,3,0.7119398574034373,0.0720190321404373,0.22225922774275142,0.31619961196,0.6838,0.0,,,full_eval,remote_cached,
620_spectral_v2_weights,full_eval,epoch_0004,4,0.7120632668336232,0.07214244157062326,0.223474143832922,0.33205855782666666,0.6679,0.0,,,full_eval,remote_cached,
620_spectral_v2_weights,full_eval,epoch_0005,5,0.7146532463232675,0.07473242106026762,0.22409522906939192,0.3305646594266667,0.6694,0.0,,,full_eval,remote_cached,
620_spectral_v2_weights,full_eval,epoch_0006,6,0.7114522747198742,0.07153144945687408,0.22402629395325976,0.3294062005546667,0.6706,0.0,,,full_eval,remote_cached,
