group,exp_dir,sub_exp,epoch,clip_style,clip_s_delta_idt,clip_t,content_lpips,one_minus_lpips,clip_content,fid,artfid,eval_type,source,dataset
628_ablation,destructive,D0_control/full_eval/epoch_0008,8,0.7298033181031545,0.0898824928401545,0.22895225793123244,0.3380521804799999,0.6619,0.0,,,full_eval,remote,
628_ablation,destructive,D0_control/full_eval/epoch_0009,9,0.728236615975698,0.08831579071269782,0.2289095612168312,0.34021327726666667,0.6598,0.0,,,full_eval,remote,
628_ablation,destructive,D0_control/full_eval/epoch_0010,10,0.7303006313641867,0.09037980610118661,0.2292224053343137,0.34104492154666666,0.659,0.0,,,full_eval,remote,
628_ablation,destructive,D10_color100_dircos50/full_eval/epoch_0010,10,0.7259165052572887,-0.12031116644541423,0.22686361722151444,0.3298811108133334,0.6701,0.0,,,full_eval,remote,
628_ablation,destructive,D10_style_gate_film_only/full_eval/epoch_0008,8,0.729742400487264,0.089821575224264,0.22892127764225007,0.33798888499999996,0.662,0.0,,,full_eval,remote,
628_ablation,destructive,D10_style_gate_film_only/full_eval/epoch_0009,9,0.7281964468955994,0.08827562163259936,0.2288785038987796,0.34022070594666665,0.6598,0.0,,,full_eval,remote,
628_ablation,destructive,D10_style_gate_film_only/full_eval/epoch_0010,10,0.7302864495913188,0.09036562432831877,0.2292230552037557,0.34105689414666673,0.6589,0.0,,,full_eval,remote,
628_ablation,destructive,D11_affine_gamma_0/full_eval/epoch_0008,8,0.7297669839859009,0.08984615872290089,0.22895363384485246,0.3380365517333333,0.662,0.0,,,full_eval,remote,
628_ablation,destructive,D11_affine_gamma_0/full_eval/epoch_0009,9,0.7282342111269632,0.0883133858639633,0.22890727919340134,0.34024653372,0.6598,0.0,,,full_eval,remote,
628_ablation,destructive,D11_affine_gamma_0/full_eval/epoch_0010,10,0.7302975859642029,0.09037676070120287,0.22925850135087966,0.34106004632000003,0.6589,0.0,,,full_eval,remote,
628_ablation,destructive,D11_color50_velmag10/full_eval/epoch_0010,10,0.6953977352778117,-0.03069974040985108,0.22506000045935312,0.6112733520266667,0.3887,0.0,,,full_eval,remote,
628_ablation,destructive,D12_affine_beta_0/full_eval/epoch_0008,8,0.7297510533332825,0.08983022807028247,0.228956183830897,0.33803172305333334,0.662,0.0,,,full_eval,remote,
628_ablation,destructive,D12_affine_beta_0/full_eval/epoch_0009,9,0.7282260518868763,0.08830522662387642,0.22890432620048526,0.3401922746266666,0.6598,0.0,,,full_eval,remote,
628_ablation,destructive,D12_affine_beta_0/full_eval/epoch_0010,10,0.7303093528747558,0.09038852761175585,0.22923778663078942,0.3410489603733333,0.659,0.0,,,full_eval,remote,
628_ablation,destructive,D12_color50_chvar10/full_eval/epoch_0010,10,0.7375466278394063,-0.09859796015421547,0.22934699302911757,0.4087135809466666,0.5913,0.0,,,full_eval,remote,
