epoch,loss,swd,color,oob,identity,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,66.51563262939453,0.15868808329105377,0.1371271014213562,0.0,0.8543408513069153,0.20205079019069672,4.1666666666666665e-05,0.6962554003112018,0.008300499757751822,51.73044690024108,9.084180299774744,0.30587069992907345,0.053437900147400796,61.128798399702646,63.33498549461365,10240,161.67999281962204,167.51515272791312
2,52.030086517333984,0.14935532212257385,0.10132437944412231,0.0,0.42553073167800903,0.20400391519069672,8.333333333333333e-05,0.5645298005547374,0.006462700315751135,44.74160380021203,4.1206861002137884,0.23249289975501597,0.04618449951522052,49.10124550049659,51.1095814704895,10240,200.35382222631858,208.54868131392791
3,46.40604019165039,0.15008753538131714,0.0352705717086792,4.072447700309567e-05,0.29891690611839294,0.20283202826976776,0.000125,0.5595329996431246,0.00644949940033257,44.768081600312144,3.921908500371501,0.2392485998570919,0.04694709996692836,48.93568819994107,50.986624240875244,10240,200.83698719929646,209.2542350311185
4,44.328102111816406,0.14824430644512177,0.026935983449220657,0.00012986014189664274,0.24753104150295258,0.20126953721046448,0.00016666666666666666,0.5738914997782558,0.006739699514582753,44.738776600454,3.9593466999940574,0.242079499643296,0.047135500237345695,48.94694249960594,51.025747299194336,10240,200.68299911330612,209.2061215076394
5,43.60603713989258,0.14783190190792084,0.02714425139129162,0.00013301632134243846,0.222438246011734,0.20097656548023224,0.00020833333333333335,0.5656834001420066,0.006383000407367945,44.807537099695764,3.9983434992609546,0.2290386997628957,0.04725270112976432,49.04130229912698,51.10778522491455,10240,200.36086390627037,208.80359044181193
6,42.76264572143555,0.14646999537944794,0.024471160024404526,0.00012563295604195446,0.20660190284252167,0.19882813096046448,0.00025,0.570925900246948,0.006889899494126439,44.802107099676505,4.002356999437325,0.23035469988826662,0.046536801382899284,49.04170869849622,51.116705656051636,10240,200.32589871698238,208.80186012592975
7,42.56831741333008,0.14716918766498566,0.026355043053627014,0.00013926911924500018,0.18881720304489136,0.19921875,0.0002916666666666667,0.5859854997834191,0.006884400267153978,44.74620049993973,4.026028800057247,0.24114920012652874,0.04780199960805476,49.02026290039066,51.102827310562134,10240,200.38030259596923,208.89320852496678
8,41.940757751464844,0.1462365835905075,0.025111189112067223,0.00012909028737340122,0.17503516376018524,0.19453124701976776,0.0003333333333333333,0.5800008000805974,0.006493899505585432,44.62511770008132,4.095800300361589,0.2454506999347359,0.04890340007841587,48.97286259988323,51.01923394203186,10240,200.70861925592033,209.09539398712658
9,41.5943717956543,0.14565791189670563,0.0251159705221653,0.00015734368935227394,0.16694720089435577,0.20742188394069672,0.000375,0.557041100342758,0.006231400184333324,44.8745378999738,3.963903200230561,0.24806090001948178,0.046246399520896375,49.09273340040818,51.11531043052673,10240,200.33136674221464,208.58484119189134
10,41.180747985839844,0.14566120505332947,0.025657808408141136,0.0001338196889264509,0.14951202273368835,0.20058594644069672,0.0004166666666666667,0.6229036001022905,0.006806000717915595,44.790397199685685,3.967286300030537,0.2420308004366234,0.054342899238690734,49.00652030087076,51.13267397880554,10240,200.26333855030686,208.95178717306425
11,40.87759017944336,0.14533768594264984,0.024766845628619194,0.00014356858446262777,0.14204218983650208,0.20185546576976776,0.0004583333333333333,0.5647992001613602,0.006498399889096618,44.73936340014916,3.972303999704309,0.21948350011371076,0.04322020011022687,48.937649299856275,50.97420072555542,10240,200.88593551730327,209.24584949424764
12,40.90970230102539,0.145999014377594,0.024563422426581383,0.00016496841271873564,0.13703027367591858,0.201171875,0.0005,0.5533645997056738,0.00588170054834336,44.73759910010267,3.9660960995825008,0.2397388000972569,0.04567139991559088,48.94931570033077,50.994680404663086,10240,200.80525887683822,209.19597860549467
13,40.44720458984375,0.1444777250289917,0.02515377663075924,0.00014431210001930594,0.13280712068080902,0.205078125,0.0004955994086622143,0.5719343998935074,0.007043899968266487,44.592928700265475,4.134527600253932,0.23693390015978366,0.045433899271301925,48.97143410064746,51.03231358528137,10240,200.657177395802,209.1014933104566
14,40.19612121582031,0.1445089727640152,0.02476576715707779,0.00019598494691308588,0.12305185943841934,0.19853515923023224,0.0004908460161961514,0.595478700241074,0.006424899213016033,44.4905341003323,4.083362899953499,0.24691139988135546,0.04931990022305399,48.82723329938017,50.90061116218567,10240,201.17636637745028,209.71902989494166
15,39.9376335144043,0.14401935040950775,0.02469065599143505,0.00015685214020777494,0.11774390190839767,0.20283202826976776,0.00048574715198846096,0.5707274999003857,0.006070600007660687,45.5454337997362,3.9535422002663836,0.22975079994648695,0.04859330027829856,49.73479739995673,51.80882263183594,10240,197.649733767693,205.89206220449805
16,39.946163177490234,0.1442292183637619,0.025408541783690453,0.00014782689686398953,0.11484165489673615,0.20332030951976776,0.0004803106781181785,0.5677893996471539,0.006558800232596695,45.75016249984037,4.130719699547626,0.22399659955408424,0.047443500836379826,50.11143759917468,52.20467019081116,10240,196.15103328058953,204.344566641781
17,39.704933166503906,0.1440991759300232,0.023960506543517113,0.00016576169582549483,0.10880259424448013,0.20556640625,0.00047454497723396826,0.6415581001201645,0.006994800292886794,45.77571379963774,4.093788199941628,0.2433967002434656,0.046861499547958374,50.11989350011572,52.25715231895447,10240,195.9540377841407,204.31009096171277
18,40.026878356933594,0.14543311297893524,0.024541329592466354,0.00014874058251734823,0.1074184998869896,0.19912110269069672,0.00046845893962868746,0.5576403002487496,0.006021899986080825,45.759982899879105,4.022611000225879,0.2507537000346929,0.05296109989285469,50.03936950012576,52.149441719055176,10240,196.35876554855523,204.63886940010835
19,39.79655075073242,0.14489218592643738,0.023311519995331764,0.00015543527842964977,0.10557962954044342,0.20673827826976776,0.0004620619495311987,0.5891561000607908,0.006237399880774319,45.86822009983007,3.959557000081986,0.23549619992263615,0.04827600030694157,50.069510699715465,52.19458532333374,10240,196.18893294324494,204.5156794403863
20,39.53544616699219,0.14409731328487396,0.024790167808532715,0.00015293413889594376,0.10071945190429688,0.19521485269069672,0.00045536387063656916,0.5879226004472002,0.006376899778842926,45.96762090048287,3.9200027999468148,0.24286699981894344,0.047895500087179244,50.13686760002747,52.25548267364502,10240,195.96029882553415,204.24092070710833
21,39.50889205932617,0.14423595368862152,0.02451515756547451,0.00015761605754960328,0.0987090989947319,0.19970703125,0.00044837503089696786,0.5516945997951552,0.007115599932149053,46.054107800126076,3.874751700204797,0.22891399974469095,0.045259499456733465,50.16488910000771,52.270779848098755,10240,195.90295055397877,204.12683420042538
22,38.902122497558594,0.14283521473407745,0.02247040532529354,0.00013932898582424968,0.09172453731298447,0.20400391519069672,0.00044110620659671215,0.5854178995359689,0.0064186000963672996,45.954108500736766,3.933407299569808,0.24515099986456335,0.04763899918179959,50.139085400267504,52.23395824432373,10240,196.0410496195314,204.23188652630205
23,39.40175247192383,0.14412519335746765,0.02482687309384346,0.0001633822248550132,0.09502984583377838,0.20156250894069672,0.0004335686057360181,0.5525180998956785,0.00688240013550967,45.854084900114685,3.98847000033129,0.23351489985361695,0.04827610030770302,50.0829522004351,52.17941761016846,10240,196.24596189445552,204.46079055042284
24,38.593326568603516,0.1419665664434433,0.023606108501553535,0.00014195957919582725,0.08624062687158585,0.20429687201976776,0.0004257738507490766,0.5464800999034196,0.005879099830053747,45.746211000485346,3.9557783999480307,0.22031229990534484,0.047776299179531634,49.928180800168775,51.99093747138977,10240,196.95740254029843,205.09459459346826
25,38.81475067138672,0.1429928094148636,0.02416757307946682,0.00018275363254360855,0.08392106741666794,0.19277344644069672,0.0004177339605831026,0.5688603995367885,0.006311900448054075,45.44878409989178,4.056973299942911,0.23239260003902018,0.04894499992951751,49.74446190032177,51.83497762680054,10240,197.55000327627332,205.8520608890889
26,38.62230682373047,0.1421990990638733,0.024007728323340416,0.0001836354931583628,0.08441517502069473,0.2041015625,0.00040946133216598896,0.5802852002670988,0.007011199835687876,45.80407910014037,4.141658599837683,0.2360836995067075,0.047431301325559616,50.18883259932045,52.29858684539795,10240,195.79878955947498,204.02945176570313
27,38.50924301147461,0.14236366748809814,0.02304038219153881,0.00018361459660809487,0.0797952190041542,0.203125,0.0004009687212911429,0.5425466997548938,0.006191700231283903,45.4263072994072,4.025696499506012,0.22566260013263673,0.046027000760659575,49.68385809927713,51.72563815116882,10240,197.9675914306455,206.10315687519014
28,38.33571243286133,0.14189572632312775,0.023221854120492935,0.00017319915059488267,0.07724727690219879,0.20156250894069672,0.00039226922294897677,0.551650200271979,0.005960100213997066,44.286546000046656,3.871112999971956,0.22613570000976324,0.04396359983365983,48.38975480024237,50.39708161354065,10240,203.18636857830919,211.61504211525184
29,38.2822380065918,0.1418645977973938,0.024024533107876778,0.00015130940300878137,0.07414381951093674,0.20439453423023224,0.0003833762511353818,0.5528520004590973,0.006222800235264003,44.33993779984303,3.9379514001775533,0.22800159943290055,0.04543460067361593,48.512113599688746,50.50387740135193,10240,202.75670952198786,211.0812999099198
30,38.42885971069336,0.14265383780002594,0.022492263466119766,0.00017323454085271806,0.07455910742282867,0.19980469346046448,0.00037430351816831927,0.5422993001993746,0.005946300574578345,44.47569819993805,3.7792559002991766,0.23195780022069812,0.046139798825606704,48.492858201032504,50.521435022354126,10240,202.68624585721142,211.16511543924568
31,38.19220733642578,0.14117610454559326,0.02390970103442669,0.00020095925719942898,0.07759097218513489,0.19970703125,0.0003650650135444195,0.5829824997344986,0.006375099997967482,44.28200760006439,3.8274301999481395,0.24632800032850355,0.04723989975173026,48.362140900339,50.437942028045654,10240,203.02176473231444,211.73587044258045
32,37.92741394042969,0.14122670888900757,0.0231813695281744,0.0001820950856199488,0.06766638904809952,0.19755859673023224,0.00035567498236819243,0.5901811001822352,0.0064095002599060535,44.165163699770346,3.956244400003925,0.2320320998551324,0.04873440018855035,48.35984969988931,50.43499135971069,10240,203.0336423965383,211.74590209744673
33,37.91876220703125,0.14105966687202454,0.022735800594091415,0.00017557696264702827,0.06970673054456711,0.20107422769069672,0.0003461479033871087,0.6698772000381723,0.006176100228913128,44.20850579999387,3.851547099533491,0.24367150000762194,0.04833350004628301,48.3099004997639,50.45664596557617,10240,202.9465059367243,211.96483317224065
34,37.711788177490234,0.14049828052520752,0.02338065207004547,0.0001974614424398169,0.0660005733370781,0.2021484375,0.0003364984666664207,0.5552635001949966,0.006007700110785663,44.347709000110626,3.898371799965389,0.23261390021070838,0.04516299953684211,48.48470240039751,50.469770669937134,10240,202.89372953500595,211.20063634578577
35,37.81589889526367,0.14085516333580017,0.02415401302278042,0.00019948513363488019,0.06535783410072327,0.19472657144069672,0.00032674155093814663,0.5799873999785632,0.006605600006878376,44.20150049950462,3.9256814998807386,0.2344094995642081,0.04976850072853267,48.36819709895644,50.42615580558777,10240,203.0692174806888,211.70935892131754
36,37.76857376098633,0.14090608060359955,0.022664813324809074,0.00020714174024760723,0.06533541530370712,0.20009766519069672,0.00031689220065914413,0.5642293998971581,0.006164000136777759,44.42319040023722,3.7319032001541927,0.23351630032993853,0.04400189931038767,48.39477390085813,50.44823145866394,10240,202.98035637563248,211.59309517547774
37,37.590972900390625,0.14031283557415009,0.022051583975553513,0.00014387750707101077,0.06517072767019272,0.203125,0.00030696560281364825,0.5782360002631322,0.0060168004129081964,44.26369679963682,3.921046700445004,0.2354223997099325,0.047084400546737015,48.42618270020466,50.48084783554077,10240,202.84920794833764,211.45585774112075
38,37.40022277832031,0.13981592655181885,0.023433346301317215,0.00017675498384051025,0.060285668820142746,0.19931641221046448,0.0002969770634960426,0.5678146994905546,0.006286299438215792,44.28925680008251,3.945721600088291,0.22717609931714833,0.0459337008651346,48.46844079892617,50.52700853347778,10240,202.6638880315913,211.2714960747586
39,37.469791412353516,0.13999149203300476,0.024075306951999664,0.00018603865464683622,0.060282152146101,0.19765625894069672,0.0002869419843099711,0.5622833000961691,0.006129900342784822,44.32488410000224,3.816470700316131,0.22908360010478646,0.046979399397969246,48.37656830076594,50.40763854980469,10240,203.14381499705615,211.67272420681132
40,37.387062072753906,0.14009080827236176,0.022502673789858818,0.00017094743088819087,0.05850182846188545,0.20283202826976776,0.0002768758386201817,0.5622714003548026,0.006167899933643639,44.305980399716645,3.9242908996529877,0.2251852999906987,0.04406000021845102,48.461624499293976,50.47989273071289,10240,202.8530459568468,211.30121216116441
41,37.13131332397461,0.13896547257900238,0.02377159148454666,0.0002043475251412019,0.05748142674565315,0.20009766519069672,0.00026679414769371923,0.6176451997598633,0.0075221998849883676,43.905301599763334,4.276606300496496,0.2512039996217936,0.04909060033969581,48.44063409976661,50.4931697845459,10240,202.79970625124207,211.39277365589516
42,37.004215240478516,0.13875366747379303,0.021451568230986595,0.00018389368779025972,0.058236073702573776,0.19648437201976776,0.0002567124567672568,0.6566816000267863,0.006004400202073157,44.087463799864054,3.961780600133352,0.23312029987573624,0.04588939971290529,48.288369100075215,50.437644958496094,10240,203.02296049758561,212.0593466053516
43,37.042938232421875,0.13905560970306396,0.02250104583799839,0.0001494668540544808,0.05510004982352257,0.20253907144069672,0.0002466463110774674,0.5510775996372104,0.006191899650730193,44.29315229970962,3.9794445001753047,0.23488370003178716,0.04612290044315159,48.51367239956744,50.519893407821655,10240,202.6924308279441,211.0745176259075
44,37.24391555786133,0.13963733613491058,0.02309598959982395,0.00018142294720746577,0.05635673925280571,0.20556640625,0.0002366112318913959,0.5524245997657999,0.006006999989040196,44.148897999781184,3.9259004002669826,0.23919230012688786,0.04610289982520044,48.319997700164095,50.33506894111633,10240,203.43669364949312,211.92053988788217
45,37.051513671875,0.13925011456012726,0.021785201504826546,0.00015436531975865364,0.05464131757616997,0.19599609076976776,0.00022662269257379028,0.5783945001894608,0.006073000258766115,44.207438999204896,3.7709741999860853,0.23022459936328232,0.04573250177782029,48.21471079881303,50.25842809677124,10240,203.7469214175015,212.3833126932723
46,36.701316833496094,0.13801689445972443,0.022073928266763687,0.00018026631732936949,0.05249348282814026,0.20039062201976776,0.00021669609472829435,0.5669447000836954,0.006071400013752282,44.19407990027685,3.9723771999124438,0.23618349991738796,0.04829839966259897,48.40871200012043,50.39939022064209,10240,203.17706137257989,211.53217214237233
47,36.79936981201172,0.13835152983665466,0.021319260820746422,0.00016038455942180008,0.054284464567899704,0.20166015625,0.00020684674444929185,0.5500703998841345,0.0063266996294260025,44.239373800111935,3.7732035000808537,0.21971150010358542,0.04456959979142994,48.2386154999258,50.254799604415894,10240,203.7616323337246,212.27806589962665
48,36.83135986328125,0.13864992558956146,0.02235250547528267,0.0001778473233571276,0.050920046865940094,0.20078125596046448,0.0001970898287210177,0.5458236001431942,0.005948100006207824,44.27624270005617,3.76217119989451,0.21995989955030382,0.04317360068671405,48.264321899507195,50.280630588531494,10240,203.65695259071873,212.16500298752888
49,36.70846939086914,0.13839977979660034,0.022761112079024315,0.00015766591241117567,0.04785977303981781,0.19941405951976776,0.0001874403920003298,0.5745479998877272,0.006046000286005437,44.11129080003593,3.891439500148408,0.2362515996210277,0.047149199759587646,48.24502790009137,50.312910318374634,10240,203.52629047300965,212.24985134645567
50,36.8044548034668,0.13854758441448212,0.02322973869740963,0.00019434356363490224,0.04945702105760574,0.1943359375,0.0001779133130192461,0.5441521001048386,0.00632339995354414,44.21838310081512,3.852608199696988,0.238553500152193,0.04593419947195798,48.31586820061784,50.30151724815369,10240,203.5723882737525,211.93865248330684
51,36.75942611694336,0.1387016773223877,0.02311766892671585,0.00017006816051434726,0.04630362614989281,0.20175781846046448,0.00016852328184301896,0.5467886003898457,0.005773899843916297,44.345856499741785,3.757028299733065,0.22540419991128147,0.04415950097609311,48.33406289923005,50.352489948272705,10240,203.36630840936743,211.85887106881555
52,36.385498046875,0.1373533457517624,0.022738752886652946,0.00016211536421906203,0.04543956741690636,0.19951172173023224,0.00015928477721911927,0.5645617002155632,0.005746200447902083,44.10017010010779,4.003412099787965,0.22411380044650286,0.04473389929626137,48.33344220079016,50.38082003593445,10240,203.25195168908036,211.86159176208218
53,36.61460876464844,0.13837462663650513,0.02141604572534561,0.00013247305469121784,0.046519406139850616,0.20166015625,0.00015021204425205665,0.5419628999661654,0.006191799999214709,44.50299429986626,3.6886348001426086,0.2192549001192674,0.04933620011433959,48.41707580012735,50.42541980743408,10240,203.0721814335861,211.4956310511645
54,36.58004379272461,0.13800831139087677,0.023117493838071823,0.00017505776486359537,0.046060945838689804,0.20273438096046448,0.0001413190724384617,0.5499216999160126,0.006405299413017929,44.26750800025184,3.8077150002354756,0.22705510014202446,0.04645990009885281,48.308683400042355,50.3290479183197,10240,203.4610314230215,211.97017346142417
55,36.40479278564453,0.13778699934482574,0.02200055867433548,0.00014361801731865853,0.04306349158287048,0.19580078125,0.00013261957409629554,0.5505272006848827,0.006266000331379473,44.260116599849425,3.9486972999293357,0.22698179993312806,0.04530070011969656,48.44206170004327,50.43319249153137,10240,203.04088426921373,211.3865438553548
56,36.33639144897461,0.13761834800243378,0.022488703951239586,0.00012557563604786992,0.041239917278289795,0.19912110269069672,0.00012412696322144947,0.5353592995088547,0.0057398994686082006,44.37918829952832,3.7165416000643745,0.2254932002397254,0.044744899962097406,48.32696299930103,50.32158041000366,10240,203.4912241739598,211.88999607006352
57,36.16853713989258,0.1368282288312912,0.021485934033989906,0.00018392162746749818,0.044008247554302216,0.19472657144069672,0.00011585433480433589,0.570619399426505,0.006115199765190482,44.111363900010474,3.9184146997286007,0.22594619961455464,0.04912440071348101,48.26183999911882,50.290117263793945,10240,203.61853495561888,212.17591372784307
58,36.126922607421875,0.1368868350982666,0.021766837686300278,0.00012996190343983471,0.04132985323667526,0.19941405951976776,0.00010781444463836185,0.617405399796553,0.006050799856893718,43.83059310039971,4.145630899933167,0.22884009964764118,0.0464198999106884,48.21111489983741,50.31471920013428,10240,203.518973429403,212.39915362410616
59,36.0703239440918,0.1368895024061203,0.02050902508199215,0.0001343926996923983,0.04104974493384361,0.20332030951976776,0.00010001968965142037,0.5651026997948065,0.005995900137349963,44.19283670000732,3.8228145003085956,0.22573979990556836,0.045105300028808415,48.24738690035883,50.27596950531006,10240,203.67583361905074,212.2394736350756
60,36.20988082885742,0.13701631128787994,0.022048017010092735,0.00014059719978831708,0.04289906844496727,0.20673827826976776,9.248208879072633e-05,0.5477311998838559,0.005954699241556227,44.100606500171125,3.968739199801348,0.2330614000093192,0.045332500245422125,48.30836179922335,50.31257104873657,10240,203.5276628992138,211.97158459976237
61,36.227134704589844,0.13730865716934204,0.022478049620985985,0.00014536634262185544,0.03997569903731346,0.19199219346046448,8.521326449047054e-05,0.5519716994604096,0.006183800054714084,44.23734910017811,3.85345369996503,0.2279225995298475,0.04447050066664815,48.3249091997277,50.36424994468689,10240,203.3188226022664,211.89900135513759
62,36.024497985839844,0.13681815564632416,0.022110590711236,0.0001286149927182123,0.03737001493573189,0.20478515326976776,7.822442475086924e-05,0.5918119001435116,0.006443900289013982,44.15308449976146,3.838916700100526,0.24087950005196035,0.04665930010378361,48.23932460020296,50.328524351119995,10240,203.4631480263562,212.27494549036277
63,36.073951721191406,0.13689468801021576,0.021405482664704323,0.00015004647138994187,0.03970253840088844,0.19863282144069672,7.152634585623969e-05,0.5924888998270035,0.006447300431318581,45.55031569977291,4.000217899680138,0.23596839944366366,0.04920530063100159,49.79294929932803,51.87986445426941,10240,197.37908160932577,205.6516061830905
