experiment_id,epoch,source_file,updated_at,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path
style_oa_6_lr5e4_wc2_swd90_id15_e120,60,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_6_lr5e4_wc2_swd90_id15_e120\full_eval\epoch_0060\summary.json,2026-03-23 10:02:03,0.7254536623954772,0.7058459210533334,0.5488874138266666,,,0.0,0.6929267009099325,0.6800093299999999,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_6_lr5e4_wc2_swd90_id15_e120\full_eval\epoch_0060\summary.json
style_oa_6_lr5e4_wc2_swd90_id15_e120,120,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_6_lr5e4_wc2_swd90_id15_e120\full_eval\epoch_0120\summary.json,2026-03-23 11:37:20,0.7187297969659169,0.6893591685866665,0.55342497796,,,0.0,0.6840084130565326,0.6707457369166666,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_6_lr5e4_wc2_swd90_id15_e120\full_eval\epoch_0120\summary.json
style_oa_5_lr5e4_wc2_swd60_id30_e120,60,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_5_lr5e4_wc2_swd60_id30_e120\full_eval\epoch_0060\summary.json,2026-03-23 06:52:46,0.7264760019381841,0.7521703269733332,0.5056060088866667,,,0.0,0.6860345562299093,0.7233391634999999,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_5_lr5e4_wc2_swd60_id30_e120\full_eval\epoch_0060\summary.json
style_oa_5_lr5e4_wc2_swd60_id30_e120,120,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_5_lr5e4_wc2_swd60_id30_e120\full_eval\epoch_0120\summary.json,2026-03-23 08:26:37,0.7224744745492935,0.7278893312666667,0.5191200848266666,,,0.0,0.6857226361831028,0.6800555023333332,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_5_lr5e4_wc2_swd60_id30_e120\full_eval\epoch_0120\summary.json
style_oa_4_lr2e4_wc5_swd90_id15_e120,60,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_4_lr2e4_wc5_swd90_id15_e120\full_eval\epoch_0060\summary.json,2026-03-23 03:46:20,0.7162813368240992,0.7426752082800001,0.52355811092,,,0.0,0.6897368257244427,0.7238240148333334,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_4_lr2e4_wc5_swd90_id15_e120\full_eval\epoch_0060\summary.json
style_oa_4_lr2e4_wc5_swd90_id15_e120,120,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_4_lr2e4_wc5_swd90_id15_e120\full_eval\epoch_0120\summary.json,2026-03-23 05:19:29,0.7219365547498068,0.7274478390533332,0.5346541444533333,,,0.0,0.6927812953790028,0.7008017529999999,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_4_lr2e4_wc5_swd90_id15_e120\full_eval\epoch_0120\summary.json
style_oa_3_lr2e4_wc5_swd60_id30_e120,60,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_3_lr2e4_wc5_swd60_id30_e120\full_eval\epoch_0060\summary.json,2026-03-23 00:43:21,0.7172963292996088,0.78176141492,0.48109715424,,,0.0,0.6819536099831264,0.7389161623333333,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_3_lr2e4_wc5_swd60_id30_e120\full_eval\epoch_0060\summary.json
style_oa_3_lr2e4_wc5_swd60_id30_e120,120,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_3_lr2e4_wc5_swd60_id30_e120\full_eval\epoch_0120\summary.json,2026-03-23 02:14:27,0.7237926080624264,0.7502907396933334,0.5041203430533333,,,0.0,0.6928456554810206,0.7004252351666668,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_3_lr2e4_wc5_swd60_id30_e120\full_eval\epoch_0120\summary.json
style_oa_2_lr2e4_wc2_swd90_id30_e120,60,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_2_lr2e4_wc2_swd90_id30_e120\full_eval\epoch_0060\summary.json,2026-03-22 21:35:16,0.7159497477213541,0.7773305711200001,0.4866824181333334,,,0.0,0.6806516354282697,0.7446879918333333,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_2_lr2e4_wc2_swd90_id30_e120\full_eval\epoch_0060\summary.json
style_oa_2_lr2e4_wc2_swd90_id30_e120,120,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_2_lr2e4_wc2_swd90_id30_e120\full_eval\epoch_0120\summary.json,2026-03-22 23:11:43,0.7227901894648869,0.7503589480133332,0.5043349905866668,,,0.0,0.687340713540713,0.6974028174166667,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\style_oa\style_oa_2_lr2e4_wc2_swd90_id30_e120\full_eval\epoch_0120\summary.json
