experiment_id,epoch,source_file,updated_at,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path
strong_idt30_swd150_color80,60,G:\GitHub\Latent_Style\Cycle-NCE\strong\strong_idt30_swd150_color80\full_eval\epoch_0060\summary.json,2026-03-26 10:47:55,0.6978452059825261,0.8361671255066665,0.4107325846933334,,,0.0,0.6424308958152931,0.8063522435,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\strong\strong_idt30_swd150_color80\full_eval\epoch_0060\summary.json
strong_idt30_swd150_color50,60,G:\GitHub\Latent_Style\Cycle-NCE\strong\strong_idt30_swd150_color50\full_eval\epoch_0060\summary.json,2026-03-26 09:19:59,0.6958991513649622,0.8375382707733334,0.4103305650666666,,,0.0,0.6442168633143107,0.78990072575,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\strong\strong_idt30_swd150_color50\full_eval\epoch_0060\summary.json
strong_idt30_swd150_color20,60,G:\GitHub\Latent_Style\Cycle-NCE\strong\strong_idt30_swd150_color20\full_eval\epoch_0060\summary.json,2026-03-26 12:15:48,0.6938466554085414,0.8391379824,0.4117988952933333,,,0.0,0.6445047065615654,0.8031960655,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\strong\strong_idt30_swd150_color20\full_eval\epoch_0060\summary.json
strong_idt30_swd100_color80,60,G:\GitHub\Latent_Style\Cycle-NCE\strong\strong_idt30_swd100_color80\full_eval\epoch_0060\summary.json,2026-03-26 06:28:58,0.696544376850128,0.83443304376,0.4212339565466667,,,0.0,0.6459250181913376,0.7952014791666666,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\strong\strong_idt30_swd100_color80\full_eval\epoch_0060\summary.json
strong_idt30_swd100_color50,60,G:\GitHub\Latent_Style\Cycle-NCE\strong\strong_idt30_swd100_color50\full_eval\epoch_0060\summary.json,2026-03-26 05:03:00,0.6975350649754207,0.8313541867866667,0.4203679519733333,,,0.0,0.6447516644994418,0.8005265078333333,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\strong\strong_idt30_swd100_color50\full_eval\epoch_0060\summary.json
strong_idt30_swd100_color20,60,G:\GitHub\Latent_Style\Cycle-NCE\strong\strong_idt30_swd100_color20\full_eval\epoch_0060\summary.json,2026-03-26 07:54:17,0.6963820316394169,0.8406166854666667,0.4120444182266666,,,0.0,0.6416730324427287,0.80389632075,,,0.0,G:\GitHub\Latent_Style\Cycle-NCE\strong\strong_idt30_swd100_color20\full_eval\epoch_0060\summary.json
