experiment_id,epoch,source_file,updated_at,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path
abl_no_residual,20,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_residual\full_eval\epoch_0020\summary.json,2026-03-16 20:00:02,0.6285499835014343,0.9035818435999999,0.2975553736,285.1466121062375,370.9188404699836,0.0,0.5791962794959544,0.9044131213333332,285.1466121062375,370.9188404699836,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_residual\full_eval\epoch_0020\summary.json
abl_no_residual,40,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_residual\full_eval\epoch_0040\summary.json,2026-03-16 20:33:52,0.6283288618922234,0.9035804742666667,0.2975338503600001,285.1729976401157,370.9682926151215,0.0,0.5790242495636145,0.90406208,285.1729976401157,370.9682926151215,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_residual\full_eval\epoch_0040\summary.json
abl_no_residual,60,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_residual\full_eval\epoch_0060\summary.json,2026-03-16 21:07:42,0.6285374658803144,0.9034873406666666,0.29753726376000006,285.78219161903235,371.76149121314836,0.0,0.5790602420767148,0.9043787536666665,285.78219161903235,371.76149121314836,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_residual\full_eval\epoch_0060\summary.json
abl_no_residual,80,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_residual\full_eval\epoch_0080\summary.json,2026-03-18 04:36:11,0.6989557458957035,0.6455821383666666,0.6127084863166667,331.9991102009326,542.2344362532842,0.0,0.6915552546580632,0.6849315234166666,331.9991102009326,542.2344362532842,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_residual\full_eval\epoch_0080\summary.json
abl_no_adagn,40,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_adagn\full_eval\epoch_0040\summary.json,2026-03-18 00:59:50,0.6919064577917258,0.7337603965166666,0.5238646993,328.8678754288022,509.92228938564983,0.0,0.6882898037632307,0.7264579861666668,328.8678754288022,509.92228938564983,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_adagn\full_eval\epoch_0040\summary.json
abl_no_adagn,80,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_adagn\full_eval\epoch_0080\summary.json,2026-03-18 01:52:55,0.7051293865342935,0.7107448334833334,0.5474340895333334,333.7403339368267,527.1369196705631,0.0,0.6975328028202057,0.7014292286666666,333.7403339368267,527.1369196705631,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_no_adagn\full_eval\epoch_0080\summary.json
abl_naive_skip,40,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_naive_skip\full_eval\epoch_0040\summary.json,2026-03-18 02:57:49,0.6862310617665448,0.7127284978666666,0.5335055427666666,312.4239716439754,486.4759681342805,0.0,0.6742331728339195,0.6960166255833334,312.4239716439754,486.4759681342805,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_naive_skip\full_eval\epoch_0040\summary.json
abl_naive_skip,80,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_naive_skip\full_eval\epoch_0080\summary.json,2026-03-18 04:02:30,0.6990747338533401,0.7053925790833333,0.5497440537499999,319.8975449607617,505.4676115516511,0.0,0.6889121244351069,0.6908163811666668,319.8975449607617,505.4676115516511,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_naive_skip\full_eval\epoch_0080\summary.json
abl_macro_decoder,40,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_macro_decoder\full_eval\epoch_0040\summary.json,2026-03-17 23:01:07,0.6854219208657741,0.7302293999833334,0.51971382365,317.15008066934854,491.0208382924692,0.0,0.6790177797277769,0.7276692228333334,317.15008066934854,491.0208382924692,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_macro_decoder\full_eval\epoch_0040\summary.json
abl_macro_decoder,80,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_macro_decoder\full_eval\epoch_0080\summary.json,2026-03-18 00:06:21,0.7006705568730831,0.7152899994333334,0.5416776433833334,318.2670107801734,499.9726423497546,0.0,0.6904607603947321,0.7068076395833334,318.2670107801734,499.9726423497546,0.0,G:\GitHub\Latent_Style\Cycle-NCE\src\abl_macro_decoder\full_eval\epoch_0080\summary.json
