experiment_id,epoch,source_file,updated_at,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path,transfer_clip_dir,photo_to_art_clip_dir,transfer_fid_baseline,transfer_delta_fid,transfer_delta_fid_ratio,photo_to_art_fid_baseline,photo_to_art_delta_fid,photo_to_art_delta_fid_ratio
scan05_gate_0p75,40,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\summary_history.json,2026-03-15 17:17:22,0.7032104145983855,,0.5551356705333332,305.37411081727305,483.9963368283031,0.0,0.6898268068830171,,305.37411081727305,483.9963368283031,0.0,..\scan05_gate_0p75\full_eval\epoch_0040\summary.json,,,,,,,,
scan05_gate_0p75,80,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\summary_history.json,2026-03-15 17:17:22,0.707979822953542,,0.5686629631000001,305.5472756379338,488.43499690345027,0.0,0.7005531266331673,,305.5472756379338,488.43499690345027,0.0,..\scan05_gate_0p75\full_eval\epoch_0080\summary.json,,,,,,,,
scan05_gate_0p75,40,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0040\summary.json,2026-03-15 23:10:44,0.6955496939520042,0.7059153428833334,0.5565857229000001,,,0.4583333333333333,0.6907309845089913,0.6713450801666667,,,0.4916666666666667,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0040\summary.json,,,,,,,,
scan05_gate_0p75,40,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0040_tokenized\summary.json,2026-03-15 23:31:05,0.7029773116111755,0.7057762159500001,0.5545631489,303.8950827955375,481.2145713564595,0.5083333333333334,0.6896882995963097,0.6892803908333333,303.8950827955375,481.2145713564595,0.2833333333333333,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
scan05_gate_0p75,80,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0080\summary.json,2026-03-15 23:31:30,0.7015140782296658,0.6929470733999998,0.5704753781333334,,,0.49333333333333335,0.7014224807421366,0.6546649844166668,,,0.5083333333333333,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0080\summary.json,,,,,,,,
scan05_gate_0p75,80,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0080_tokenized\summary.json,2026-03-15 23:50:33,0.707661910156409,0.6935364188166667,0.5677482641166667,304.278547438637,485.5514597824333,0.4666666666666667,0.6995853101213774,0.6723817655833333,304.278547438637,485.5514597824333,0.3333333333333333,G:\GitHub\Latent_Style\Cycle-NCE\scan05_gate_0p75\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
scan04_gate_0p85,40,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\summary_history.json,2026-03-15 14:03:12,0.7031505044798056,,0.5519183851999999,311.5868617728672,492.73749582644916,0.0,0.69240320622921,,311.5868617728672,492.73749582644916,0.0,..\scan04_gate_0p85\full_eval\epoch_0040\summary.json,,,,,,,,
scan04_gate_0p85,80,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\summary_history.json,2026-03-15 14:03:12,0.7056216904024283,,0.5674058916999999,310.9857737450204,497.066721896505,0.0,0.6970754027366638,,310.9857737450204,497.066721896505,0.0,..\scan04_gate_0p85\full_eval\epoch_0080\summary.json,,,,,,,,
scan04_gate_0p85,40,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0040\summary.json,2026-03-15 20:41:02,0.696354055951039,0.7080555465333335,0.5541230813,,,0.44499999999999995,0.6909317577878634,0.6771592184166666,,,0.48333333333333334,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0040\summary.json,,,,,,,,
scan04_gate_0p85,40,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0040_tokenized\summary.json,2026-03-15 21:00:10,0.7028116344908873,0.70573564005,0.5512829072666665,312.43469032660516,493.9871397951013,0.5016666666666667,0.6928155223528545,0.6928646604166666,312.43469032660516,493.9871397951013,0.3,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
scan04_gate_0p85,80,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0080\summary.json,2026-03-15 21:00:36,0.7001885920266312,0.6941666763166667,0.5696267159499999,,,0.4716666666666667,0.6960690135757128,0.6517453609166667,,,0.5,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0080\summary.json,,,,,,,,
scan04_gate_0p85,80,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0080_tokenized\summary.json,2026-03-15 21:19:42,0.7050977046291034,0.6950880590333335,0.5656824568333334,309.85502215500514,494.64269255121917,0.5083333333333333,0.6971353098750115,0.6692775164166667,309.85502215500514,494.64269255121917,0.35000000000000003,G:\GitHub\Latent_Style\Cycle-NCE\scan04_gate_0p85\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
scan03_soft_hf,40,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\summary_history.json,2026-03-15 10:54:41,0.701524734646082,,0.5444447005166666,304.5438880760014,480.25029805318025,0.0,0.6856009165445963,,304.5438880760014,480.25029805318025,0.0,..\scan03_soft_hf\full_eval\epoch_0040\summary.json,,,,,,,,
scan03_soft_hf,80,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\summary_history.json,2026-03-15 10:54:41,0.7072053063412508,,0.55760859225,300.20472026191294,477.95973794591646,0.0,0.6997028718392053,,300.20472026191294,477.95973794591646,0.0,..\scan03_soft_hf\full_eval\epoch_0080\summary.json,,,,,,,,
scan03_soft_hf,40,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0040\summary.json,2026-03-15 19:35:30,0.6920500680804251,0.7172592788166667,0.5455491666166667,,,0.4416666666666666,0.684612446029981,0.6804069876666667,,,0.41666666666666663,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0040\summary.json,,,,,,,,
scan03_soft_hf,40,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0040_tokenized\summary.json,2026-03-15 19:55:03,0.7012251115341981,0.7171291960999999,0.5436013748999999,304.15673228249295,479.54176002666304,0.495,0.6853759681185086,0.69910192325,304.15673228249295,479.54176002666304,0.2833333333333334,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
scan03_soft_hf,80,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0080\summary.json,2026-03-15 19:55:38,0.6982485143343607,0.7091037859166668,0.5592465312,,,0.4883333333333333,0.6947582632303237,0.6664565491666666,,,0.525,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0080\summary.json,,,,,,,,
scan03_soft_hf,80,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0080_tokenized\summary.json,2026-03-15 20:14:34,0.7065627320110798,0.7086090857499999,0.5572663377166666,299.7100658481626,476.04512209390384,0.48833333333333345,0.699203975001971,0.6877685114999998,299.7100658481626,476.04512209390384,0.325,G:\GitHub\Latent_Style\Cycle-NCE\scan03_soft_hf\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
scan02_low_lr,40,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\summary_history.json,2026-03-15 07:42:36,0.6973623003065587,,0.5366186775499999,309.24827956084465,484.9448581893724,0.0,0.6855431983868282,,309.24827956084465,484.9448581893724,0.0,..\scan02_low_lr\full_eval\epoch_0040\summary.json,,,,,,,,
scan02_low_lr,80,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\summary_history.json,2026-03-15 07:42:36,0.7016851109762986,,0.5512112916833334,310.026636636023,491.9941652596864,0.0,0.6929287254810333,,310.026636636023,491.9941652596864,0.0,..\scan02_low_lr\full_eval\epoch_0080\summary.json,,,,,,,,
scan02_low_lr,40,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0040\summary.json,2026-03-15 18:54:50,0.6843973935643832,0.7223588017666667,0.5395586408166666,,,0.38,0.6793946420152983,0.6853995433333333,,,0.3,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0040\summary.json,,,,,,,,
scan02_low_lr,40,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0040_tokenized\summary.json,2026-03-15 19:09:13,0.6968323148787021,0.7238411928333333,0.5365283051166666,309.5075844734464,485.0354719987258,0.44833333333333325,0.6848830953240395,0.7050580221666666,309.5075844734464,485.0354719987258,0.21666666666666665,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
scan02_low_lr,80,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0080\summary.json,2026-03-15 19:09:33,0.6919700299203397,0.7106616670166668,0.5533540401499999,,,0.43,0.6910155504941939,0.6638720651666667,,,0.43333333333333335,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0080\summary.json,,,,,,,,
scan02_low_lr,80,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0080_tokenized\summary.json,2026-03-15 19:23:49,0.70138547723492,0.7105881477166667,0.5510754338500001,309.9157827620454,491.7957549590992,0.4583333333333333,0.6922937701145808,0.6811213477500001,309.9157827620454,491.7957549590992,0.2916666666666667,G:\GitHub\Latent_Style\Cycle-NCE\scan02_low_lr\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
scan01_base,40,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\summary_history.json,2026-03-15 04:35:13,0.7038564442594846,,0.5530086806833332,309.8209501697085,490.19479313032286,0.0,0.6928927466273307,,309.8209501697085,490.19479313032286,0.0,..\scan01_base\full_eval\epoch_0040\summary.json,,,,,,,,
scan01_base,80,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\summary_history.json,2026-03-15 04:35:13,0.7057370551427206,,0.5668937245333334,310.45585835989715,496.16124887102876,0.0,0.7012801617383956,,310.45585835989715,496.16124887102876,0.0,..\scan01_base\full_eval\epoch_0080\summary.json,,,,,,,,
scan01_base,40,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0040\summary.json,2026-03-15 18:23:53,0.6955896894137065,0.7067747844333334,0.5551896965,,,0.4783333333333332,0.6910411179065704,0.68167253625,,,0.43333333333333335,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0040\summary.json,,,,,,,,
scan01_base,40,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0040_tokenized\summary.json,2026-03-15 18:38:07,0.7033439526458581,0.7061712530666666,0.5521589970999999,308.7060188654473,487.86699266133763,0.4966666666666667,0.691951185464859,0.7000426966666666,308.7060188654473,487.86699266133763,0.2916666666666667,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
scan01_base,80,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0080\summary.json,2026-03-15 18:38:27,0.6999019395311674,0.6942801802,0.5689791424333335,,,0.4783333333333332,0.6999634757637978,0.6557766786666667,,,0.5249999999999999,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0080\summary.json,,,,,,,,
scan01_base,80,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0080_tokenized\summary.json,2026-03-15 18:52:53,0.7049586996436119,0.69507696855,0.5661832082333333,309.1385535726122,493.25897827485636,0.4916666666666666,0.7002386028567951,0.6757469189166667,309.1385535726122,493.25897827485636,0.3416666666666667,G:\GitHub\Latent_Style\Cycle-NCE\scan01_base\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
scan06_id_0p50,40,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\summary_history.json,2026-03-15 20:28:26,0.7020458961526553,,0.5519019113833334,307.43046742520835,486.5802282740518,0.0,0.6895798057317734,,307.43046742520835,486.5802282740518,0.0,..\scan06_id_0p50\full_eval\epoch_0040\summary.json,,,,,,,,
scan06_id_0p50,80,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\summary_history.json,2026-03-15 20:28:26,0.7044643592337767,,0.5646359909499999,303.4042034353901,483.7676850512535,0.0,0.6991616462667783,,303.4042034353901,483.7676850512535,0.0,..\scan06_id_0p50\full_eval\epoch_0080\summary.json,,,,,,,,
scan06_id_0p50,40,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0040\summary.json,2026-03-16 04:04:55,0.6943541419009367,0.7111772459000001,0.5540031703833332,,,0.44666666666666666,0.6898094852765401,0.6757330348333332,,,0.44999999999999996,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0040\summary.json,,,,,,,,
scan06_id_0p50,40,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0040_tokenized\summary.json,2026-03-16 04:20:34,0.7016133617361386,0.7106885202000001,0.5515601704666666,305.45251466930137,483.2538180260633,0.5000000000000001,0.6892213299870491,0.6938293821666667,305.45251466930137,483.2538180260633,0.325,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0040_tokenized\summary.json,,,,,,,,
scan06_id_0p50,80,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0080\summary.json,2026-03-16 04:20:56,0.6975895306468012,0.6951632661500001,0.5668555298333333,,,0.4749999999999999,0.6989265367388726,0.6529095775833333,,,0.5083333333333333,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0080\summary.json,,,,,,,,
scan06_id_0p50,80,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0080_tokenized\summary.json,2026-03-16 04:36:28,0.7036043583353361,0.6950197994333334,0.5642066692833334,304.4364304559237,484.8402771529171,0.4683333333333334,0.6983818367123604,0.6734752345,304.4364304559237,484.8402771529171,0.3333333333333333,G:\GitHub\Latent_Style\Cycle-NCE\scan06_id_0p50\full_eval\epoch_0080_tokenized\summary.json,,,,,,,,
