experiment_id,epoch,source_file,updated_at,transfer_clip_style,transfer_clip_content,transfer_content_lpips,transfer_fid,transfer_art_fid,transfer_classifier_acc,photo_to_art_clip_style,photo_to_art_clip_content,photo_to_art_fid,photo_to_art_art_fid,photo_to_art_classifier_acc,summary_path,transfer_clip_dir,photo_to_art_clip_dir,transfer_fid_baseline,transfer_delta_fid,transfer_delta_fid_ratio,photo_to_art_fid_baseline,photo_to_art_delta_fid,photo_to_art_delta_fid_ratio
abl_no_id,20,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_id\full_eval\epoch_0020\summary.json,2026/3/17 0:56,0.677670007,0.755787814,0.514917147,323.2813452,505.6534171,0,0.663052995,0.761123391,323.2813452,505.6534171,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_id\full_eval\epoch_0020\summary.json,,,,,,,,
abl_no_id,40,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_id\full_eval\epoch_0040\summary.json,2026/3/17 1:28,0.688350475,0.719575596,0.534775511,325.1552655,508.5174226,0,0.673657015,0.709242477,325.1552655,508.5174226,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_id\full_eval\epoch_0040\summary.json,,,,,,,,
abl_no_id,60,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_id\full_eval\epoch_0060\summary.json,2026/3/17 2:00,0.695952979,0.722068572,0.532667731,324.3089567,510.1472537,0,0.68375863,0.708100449,324.3089567,510.1472537,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_id\full_eval\epoch_0060\summary.json,,,,,,,,
abl_no_hf_swd,20,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_hf_swd\full_eval\epoch_0020\summary.json,2026/3/17 3:58,0.65782762,0.82464445,0.428062941,295.0173819,427.8029943,0,0.635643556,0.815505832,295.0173819,427.8029943,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_hf_swd\full_eval\epoch_0020\summary.json,,,,,,,,
abl_no_hf_swd,40,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_hf_swd\full_eval\epoch_0040\summary.json,2026/3/17 4:28,0.663032189,0.815412616,0.442035029,291.5726478,428.5991698,0,0.643638747,0.794708118,291.5726478,428.5991698,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_hf_swd\full_eval\epoch_0040\summary.json,,,,,,,,
abl_no_hf_swd,60,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_hf_swd\full_eval\epoch_0060\summary.json,2026/3/17 4:57,0.666912586,0.808182658,0.454644547,289.9332459,430.5945865,0,0.649155269,0.783940364,289.9332459,430.5945865,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_hf_swd\full_eval\epoch_0060\summary.json,,,,,,,,
abl_no_color,20,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_color\full_eval\epoch_0020\summary.json,2026/3/17 5:29,0.674166929,0.7880327,0.477441899,307.0856256,471.8341104,0,0.66106575,0.777017416,307.0856256,471.8341104,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_color\full_eval\epoch_0020\summary.json,,,,,,,,
abl_no_color,40,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_color\full_eval\epoch_0040\summary.json,2026/3/17 6:02,0.681056602,0.739385342,0.512020656,313.0643876,483.6921936,0,0.668524081,0.723818275,313.0643876,483.6921936,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_color\full_eval\epoch_0040\summary.json,,,,,,,,
abl_no_color,60,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_color\full_eval\epoch_0060\summary.json,2026/3/17 6:34,0.687917968,0.743668477,0.510817912,314.5251192,487.7656489,0,0.67847431,0.728865936,314.5251192,487.7656489,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_no_color\full_eval\epoch_0060\summary.json,,,,,,,,
abl_heavy_decoder,20,G:\GitHub\Latent_Style\Cycle-NCE\abl_heavy_decoder\full_eval\epoch_0020\summary.json,2026/3/16 18:17,0.681227348,0.748884579,0.502600589,318.2214815,490.4689002,0,0.666248526,0.753102422,318.2214815,490.4689002,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_heavy_decoder\full_eval\epoch_0020\summary.json,,,,,,,,
abl_heavy_decoder,40,G:\GitHub\Latent_Style\Cycle-NCE\abl_heavy_decoder\full_eval\epoch_0040\summary.json,2026/3/16 18:52,0.701001579,0.720758108,0.538374224,316.0890973,501.3513796,0,0.690986533,0.71585278,316.0890973,501.3513796,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_heavy_decoder\full_eval\epoch_0040\summary.json,,,,,,,,
abl_heavy_decoder,60,G:\GitHub\Latent_Style\Cycle-NCE\abl_heavy_decoder\full_eval\epoch_0060\summary.json,2026/3/16 19:26,0.702779667,0.725174258,0.534710447,310.6149657,488.242333,0,0.697109963,0.707387881,310.6149657,488.242333,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_heavy_decoder\full_eval\epoch_0060\summary.json,,,,,,,,
abl_hard_sort,20,G:\GitHub\Latent_Style\Cycle-NCE\abl_hard_sort\full_eval\epoch_0020\summary.json,2026/3/17 2:30,0.673115135,0.787765653,0.467429236,309.0354588,463.5509382,0,0.658867416,0.778328474,309.0354588,463.5509382,0,G:\GitHub\Latent_Style\Cycle-NCE\abl_hard_sort\full_eval\epoch_0020\summary.json,,,,,,,,
