point_id,source,superfamily,family,variant,label,trace_id,clip_style,content_lpips,one_minus_lpips,train_min,train_time_sec,order,note,label_dx,label_dy,source_summary,style_minus_idt
inmortal::aaai2027_inmortal_xpred_bary_seed42_b16::epoch_0004,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b16,XPred_Barycenter epoch_0004,aaai2027_inmortal_xpred_bary_seed42_b16,0.7184044655164082,0.62841317285,0.37158682715,7.2623493552207945,435.7409613132477,4.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b16/full_eval_fast_snapshot/epoch_0004/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_bary_seed42_b16::epoch_0005,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b16,XPred_Barycenter epoch_0005,aaai2027_inmortal_xpred_bary_seed42_b16,0.7255213912328086,0.6148921626666667,0.3851078373333333,9.064773492018382,543.8864095211029,5.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b16/full_eval_fast_snapshot/epoch_0005/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_bary_seed42_b16::epoch_0006,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b16,XPred_Barycenter epoch_0006,aaai2027_inmortal_xpred_bary_seed42_b16,0.7236309936642648,0.60294116665,0.39705883335000003,10.87098377943039,652.2590267658234,6.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b16/full_eval_fast_snapshot/epoch_0006/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_bary_seed42_b16::epoch_0007,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b16,XPred_Barycenter epoch_0007,aaai2027_inmortal_xpred_bary_seed42_b16,0.7215591593583426,0.5953917382833332,0.40460826171666675,12.661764470736186,759.7058682441711,7.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b16/full_eval_fast_snapshot/epoch_0007/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_bary_seed42_b16::epoch_0008,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b16,XPred_Barycenter epoch_0008,aaai2027_inmortal_xpred_bary_seed42_b16,0.7211028428872426,0.5715240897,0.4284759103,14.453216973940531,867.1930184364319,8.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b16/full_eval_fast_snapshot/epoch_0008/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_bary_seed42_b40::epoch_0001,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b40,XPred_Barycenter epoch_0001,aaai2027_inmortal_xpred_bary_seed42_b40,0.6432790040969849,0.7812528905666666,0.21874710943333342,1.7672664801279703,106.03598880767822,1.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b40/full_eval_fast_snapshot/epoch_0001/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_bary_seed42_b40::epoch_0002,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b40,XPred_Barycenter epoch_0002,aaai2027_inmortal_xpred_bary_seed42_b40,0.6849217180411021,0.7842105588666666,0.21578944113333343,3.3176931222279866,199.0615873336792,2.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b40/full_eval_fast_snapshot/epoch_0002/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_bary_seed42_b40::epoch_0003,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b40,XPred_Barycenter epoch_0003,aaai2027_inmortal_xpred_bary_seed42_b40,0.7112912206848463,0.7657299267666665,0.2342700732333335,4.868626379966736,292.11758279800415,3.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b40/full_eval_fast_snapshot/epoch_0003/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_bary_seed42_b40::epoch_0004,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b40,XPred_Barycenter epoch_0004,aaai2027_inmortal_xpred_bary_seed42_b40,0.7122206256786981,0.7506542061500001,0.24934579384999989,6.4262882749239605,385.5772964954376,4.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b40/full_eval_fast_snapshot/epoch_0004/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_bary_seed42_b40::epoch_0005,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b40,XPred_Barycenter epoch_0005,aaai2027_inmortal_xpred_bary_seed42_b40,0.7176595755418143,0.7264483536333335,0.2735516463666665,7.989984957377116,479.39909744262695,5.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b40/full_eval_fast_snapshot/epoch_0005/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_bary_seed42_b40::epoch_0006,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b40,XPred_Barycenter epoch_0006,aaai2027_inmortal_xpred_bary_seed42_b40,0.7249900730450948,0.7241619654833334,0.27583803451666655,9.54412175019582,572.6473050117493,6.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b40/full_eval_fast_snapshot/epoch_0006/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_bary_seed42_b40::epoch_0007,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b40,XPred_Barycenter epoch_0007,aaai2027_inmortal_xpred_bary_seed42_b40,0.7244275605678558,0.7177498116000002,0.2822501883999998,11.09821400642395,665.892840385437,7.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b40/full_eval_fast_snapshot/epoch_0007/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_bary_seed42_b40::epoch_0008,inmortal_epoch,XPred core,XPred_Barycenter,aaai2027_inmortal_xpred_bary_seed42_b40,XPred_Barycenter epoch_0008,aaai2027_inmortal_xpred_bary_seed42_b40,0.7195666846632959,0.7121357608,0.28786423920000004,12.652441235383352,759.1464741230011,8.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_bary_seed42_b40/full_eval_fast_snapshot/epoch_0008/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_seed42_b32::epoch_0001,inmortal_epoch,XPred core,XPred_Kmanifold,aaai2027_inmortal_xpred_kmanifold_seed42_b32,XPred_Kmanifold epoch_0001,aaai2027_inmortal_xpred_kmanifold_seed42_b32,0.7007661765813828,0.7922159131333333,0.20778408686666672,1.6365688959757487,98.19413375854492,1.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_seed42_b32/full_eval_fast_snapshot/epoch_0001/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_seed42_b32::epoch_0002,inmortal_epoch,XPred core,XPred_Kmanifold,aaai2027_inmortal_xpred_kmanifold_seed42_b32,XPred_Kmanifold epoch_0002,aaai2027_inmortal_xpred_kmanifold_seed42_b32,0.7187831956148146,0.7495956429833333,0.25040435701666675,3.6332092603047688,217.99255561828613,2.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_seed42_b32/full_eval_fast_snapshot/epoch_0002/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_seed42_b32::epoch_0003,inmortal_epoch,XPred core,XPred_Kmanifold,aaai2027_inmortal_xpred_kmanifold_seed42_b32,XPred_Kmanifold epoch_0003,aaai2027_inmortal_xpred_kmanifold_seed42_b32,0.709511472483476,0.7151352142166668,0.2848647857833332,9.055504834651947,543.3302900791168,3.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_seed42_b32/full_eval_fast_snapshot/epoch_0003/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_seed42_b32::epoch_0004,inmortal_epoch,XPred core,XPred_Kmanifold,aaai2027_inmortal_xpred_kmanifold_seed42_b32,XPred_Kmanifold epoch_0004,aaai2027_inmortal_xpred_kmanifold_seed42_b32,0.7200903757413227,0.7187845922833334,0.28121540771666664,13.372001473108927,802.3200883865356,4.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_seed42_b32/full_eval_fast_snapshot/epoch_0004/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_seed42_b32::epoch_0005,inmortal_epoch,XPred core,XPred_Kmanifold,aaai2027_inmortal_xpred_kmanifold_seed42_b32,XPred_Kmanifold epoch_0005,aaai2027_inmortal_xpred_kmanifold_seed42_b32,0.7210737051566442,0.6999286539,0.30007134609999997,15.416494019826253,924.9896411895752,5.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_seed42_b32/full_eval_fast_snapshot/epoch_0005/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_seed42_b32::epoch_0006,inmortal_epoch,XPred core,XPred_Kmanifold,aaai2027_inmortal_xpred_kmanifold_seed42_b32,XPred_Kmanifold epoch_0006,aaai2027_inmortal_xpred_kmanifold_seed42_b32,0.7248326427737872,0.6880576476166665,0.31194235238333345,18.154681611061097,1089.2808966636658,6.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_seed42_b32/full_eval_fast_snapshot/epoch_0006/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_seed42_b32::epoch_0007,inmortal_epoch,XPred core,XPred_Kmanifold,aaai2027_inmortal_xpred_kmanifold_seed42_b32,XPred_Kmanifold epoch_0007,aaai2027_inmortal_xpred_kmanifold_seed42_b32,0.7259045845270157,0.6863445074166666,0.31365549258333336,20.899717104434966,1253.983026266098,7.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_seed42_b32/full_eval_fast_snapshot/epoch_0007/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_seed42_b32::epoch_0008,inmortal_epoch,XPred core,XPred_Kmanifold,aaai2027_inmortal_xpred_kmanifold_seed42_b32,XPred_Kmanifold epoch_0008,aaai2027_inmortal_xpred_kmanifold_seed42_b32,0.7235205550988515,0.6769866573833334,0.3230133426166666,23.649005579948426,1418.9403347969055,8.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_seed42_b32/full_eval_fast_snapshot/epoch_0008/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16::epoch_0001,inmortal_epoch,XPred pattn/stokes,XPred_Kmanifold_Pattn_Aniso,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,XPred_Kmanifold_Pattn_Aniso epoch_0001,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,0.7135675243536631,0.5931096112833334,0.4068903887166666,2.420600958665212,145.23605751991272,1.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16/full_eval_fast_snapshot/epoch_0001/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16::epoch_0002,inmortal_epoch,XPred pattn/stokes,XPred_Kmanifold_Pattn_Aniso,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,XPred_Kmanifold_Pattn_Aniso epoch_0002,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,0.6863086447119713,0.6568232740666667,0.34317672593333326,4.991451251506805,299.4870750904083,2.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16/full_eval_fast_snapshot/epoch_0002/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16::epoch_0003,inmortal_epoch,XPred pattn/stokes,XPred_Kmanifold_Pattn_Aniso,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,XPred_Kmanifold_Pattn_Aniso epoch_0003,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,0.6888246391216912,0.6886755791666668,0.3113244208333332,7.564715341726939,453.88292050361633,3.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16/full_eval_fast_snapshot/epoch_0003/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16::epoch_0004,inmortal_epoch,XPred pattn/stokes,XPred_Kmanifold_Pattn_Aniso,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,XPred_Kmanifold_Pattn_Aniso epoch_0004,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,0.6840417436758677,0.69110242395,0.30889757605,9.758436620235443,585.5061972141266,4.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16/full_eval_fast_snapshot/epoch_0004/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16::epoch_0005,inmortal_epoch,XPred pattn/stokes,XPred_Kmanifold_Pattn_Aniso,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,XPred_Kmanifold_Pattn_Aniso epoch_0005,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,0.6852527076005936,0.71698437425,0.28301562575000005,11.942348726590474,716.5409235954285,5.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16/full_eval_fast_snapshot/epoch_0005/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16::epoch_0006,inmortal_epoch,XPred pattn/stokes,XPred_Kmanifold_Pattn_Aniso,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,XPred_Kmanifold_Pattn_Aniso epoch_0006,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,0.6769162526726723,0.6917496919833332,0.30825030801666675,14.126191361745198,847.5714817047119,6.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16/full_eval_fast_snapshot/epoch_0006/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16::epoch_0007,inmortal_epoch,XPred pattn/stokes,XPred_Kmanifold_Pattn_Aniso,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,XPred_Kmanifold_Pattn_Aniso epoch_0007,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,0.68227707862854,0.7190710726666667,0.2809289273333333,16.324136273066202,979.4481763839722,7.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16/full_eval_fast_snapshot/epoch_0007/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16::epoch_0008,inmortal_epoch,XPred pattn/stokes,XPred_Kmanifold_Pattn_Aniso,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,XPred_Kmanifold_Pattn_Aniso epoch_0008,aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16,0.6877221467097602,0.7185628360166667,0.2814371639833333,18.517281703154246,1111.0369021892548,8.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_aniso_seed42_b16/full_eval_fast_snapshot/epoch_0008/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2::epoch_0001,inmortal_epoch,XPred pattn/stokes,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed epoch_0001,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,0.6674589077631633,0.29503682956,0.70496317044,2.8985149000000003,173.910894,1.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2/full_eval/epoch_0001/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2::epoch_0002,inmortal_epoch,XPred pattn/stokes,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed epoch_0002,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,0.6679701303442319,0.28891630780833333,0.7110836921916667,5.7469793000000005,344.818758,2.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2/full_eval/epoch_0002/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2::epoch_0003,inmortal_epoch,XPred pattn/stokes,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed epoch_0003,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,0.667302985092004,0.2942632726433333,0.7057367273566667,8.58773345,515.264007,3.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2/full_eval/epoch_0003/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2::epoch_0004,inmortal_epoch,XPred pattn/stokes,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed epoch_0004,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,0.6670983309547106,0.29132691363333335,0.7086730863666666,11.409906383333333,684.594383,4.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2/full_eval/epoch_0004/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2::epoch_0005,inmortal_epoch,XPred pattn/stokes,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed epoch_0005,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,0.6674925309419633,0.29244650481,0.70755349519,14.2379468,854.276808,5.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2/full_eval/epoch_0005/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2::epoch_0006,inmortal_epoch,XPred pattn/stokes,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed epoch_0006,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,0.6669057482481002,0.2921349149783333,0.7078650850216667,17.056815883333332,1023.408953,6.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2/full_eval/epoch_0006/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2::epoch_0007,inmortal_epoch,XPred pattn/stokes,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed epoch_0007,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,0.6670793384313582,0.29546955760000004,0.7045304424,19.873505166666668,1192.41031,7.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2/full_eval/epoch_0007/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2::epoch_0008,inmortal_epoch,XPred pattn/stokes,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed epoch_0008,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,0.6679104718565941,0.2877401607683333,0.7122598392316667,23.729030583333333,1423.741835,8.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2/full_eval/epoch_0008/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2::epoch_0009,inmortal_epoch,XPred pattn/stokes,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed epoch_0009,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,0.6668757911523183,0.29658847439999997,0.7034115256,26.55081888333333,1593.049133,9.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2/full_eval/epoch_0009/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2::epoch_0010,inmortal_epoch,XPred pattn/stokes,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed epoch_0010,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,0.6672696913282077,0.29297263542500007,0.7070273645749999,29.368054833333336,1762.08329,10.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2/full_eval/epoch_0010/summary.json,,,,
inmortal::aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2::epoch_0011,inmortal_epoch,XPred pattn/stokes,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,XPred_plus_Kmanifold_plus_Pattn_then_AnisoStokesQueueClampHold4MidReseed epoch_0011,aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2,0.6671149354179701,0.29375789909499994,0.7062421009050001,32.1849444,1931.096664,11.0,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_anisostokes_queue_clamphold4mid_reseed_from_e13_seed42_b8a2/full_eval/epoch_0011/summary.json,,,,
