method,run,images,clip_style_up,clip_content_up,lpips_down,ec_effectiveness,ec_coherence,ec_product_up,gram_micro_down,gram_macro_down,fid_down,kid_down,clip_fid_down,clip_cmmd_down,artfid_down,artfid_fid_down,artfid_content_lpips_down,artfid_error,images_dir
LBM,LBM-K_e1,750,0.7009880083799362,0.0,0.36229389774666665,0.7009880083799362,0.6377061022533334,0.4470243305502961,0.15339570755449433,3.3466962896585466,265.64340507989954,0.04203605651855469,0.5268691765095127,0.04190601706504822,316.4116817284263,231.16945076969245,0.36284804344177246,,G:\GitHub\Latent_Style\SchrodingerBridge\exp\distinct5_512_ema_variant_k_content_adaptive_vq_queue_e3_b44_remote\full_eval\epoch_0001\images
LBM,LBM-Knee_e13,750,0.7303320403099061,,0.45594069648,0.7303320403099061,0.54405930352,0.397343941189348,0.13714881919821104,3.210357824906707,300.7989032705416,0.0861403465270996,0.5629674636813145,0.04843724966049194,387.6067786037944,268.23805658938,0.43964335322380066,,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\local_eval\lbm_knee_e13_artfid\images
LBM,LBM-PS-v2_e13,750,0.7365424863497416,0.0,0.6068994765466666,0.7365424863497416,0.39310052345333335,0.28953523692970307,0.1825074353045784,3.4135183298240106,380.2539137419876,0.16920852661132812,0.6186408286152705,0.05714507177472115,466.8674219424599,278.2229767982146,0.6720236539840698,,G:\GitHub\Latent_Style\SchrodingerBridge\aaai2027\local_eval\pattn_stokes002_e13\images
SaMST,SaMST_e15,750,0.7247245136102042,0.0,0.6255497488,0.7247245136102042,0.3744502512,0.27137327617213874,0.14718878955207765,4.005085480690003,289.7383960405246,0.07499446868896484,0.494805344756913,0.04040495306253433,406.62079203961446,247.83549197859566,0.6340948343276978,,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samst_distinct5_512_real_b2_e15_20260602\eval_epoch15\epoch_0015\images
Seedream,Seedream_repaired750,750,0.7198476771513621,0.8165366362800001,0.47671699915999993,0.7198476771513621,0.52328300084,0.3766840526474683,0.1885787051039127,9.393289469053347,260.31663897346726,0.04181342124938965,0.48803132619066564,0.03708076141774654,312.72204076125627,218.39881647082728,0.4253588318824768,,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\seedream45_api\distinct5_512_seedream45_windhub_20260607_repaired750\images
