epoch,loss,gram,moment,code,cycle,nce,idt,lr,epoch_time_sec
31,7.265458911657333,0.011196434148587286,0.219473029486835,0.00031965017660695594,0.0006753312227374408,0.0,0.03084119048435241,1e-05,9.058910846710205
32,6.728537291288376,0.01037454925244674,0.202361979521811,0.000323741924148635,0.0006621416869165841,0.0,0.03100968769285828,1.0520419940014038e-05,0.8497200012207031
33,6.034141346812248,0.009762105823028833,0.17971373023465276,0.0003206717847206164,0.0006906115049787331,0.0,0.031212897156365216,1.2075977930288501e-05,0.859358549118042
34,6.5350523591041565,0.009321318240836263,0.19678293634206057,0.00033154283300973475,0.0006875259605294559,0.0,0.03142330446280539,1.4649630951960497e-05,0.857513427734375
35,6.414854422211647,0.009534928773064166,0.19248449197039008,0.00031958862746250816,0.0006666095832770225,0.0,0.031774540431797504,1.821318152395308e-05,0.8497042655944824
36,6.7223910093307495,0.01032218654290773,0.201751418877393,0.0003316846377856564,0.0006953312440600712,0.0,0.03220993175636977,2.272758664047856e-05,0.8671143054962158
37,6.733286261558533,0.009727382130222395,0.20198694709688425,0.0002982862170028966,0.0010419476639071945,0.0,0.03267761191818863,2.814338553438033e-05,0.8551242351531982
38,6.5470200181007385,0.010414023767225444,0.19503588788211346,0.0003110733123321552,0.0009683951793704182,0.0,0.0331992176361382,3.440124157964802e-05,0.8483376502990723
39,6.463877201080322,0.010188765882048756,0.1920538917183876,0.0002960488091048319,0.0011317340722598601,0.0,0.03370503266341984,4.143259239590906e-05,0.8485071659088135
40,5.989574074745178,0.009443924587685615,0.1766643626615405,0.000311687068460742,0.001211268736369675,0.0,0.03426451270934194,4.916040103221581e-05,0.84873366355896
41,5.764848232269287,0.009452714963117614,0.16936895437538624,0.0003244881645514397,0.0009709012483654078,0.0,0.03484081185888499,5.750000000000089e-05,0.8522989749908447
42,6.468962118029594,0.010309365985449404,0.1911792177706957,0.0003247829226893373,0.0013034089788561687,0.0,0.03558862709905952,6.636001890780003e-05,0.8501627445220947
43,6.261317566037178,0.00936108102905564,0.18451670743525028,0.0003177956878062105,0.0015551605429209303,0.0,0.03640479128807783,7.564338553438127e-05,0.8491272926330566
44,6.142990842461586,0.009954511217074469,0.17884842632338405,0.00031993900665838737,0.0020749541727127507,0.0,0.0371955547016114,8.524838937231429e-05,0.8495545387268066
45,6.39214614033699,0.009976477129384875,0.18703760439530015,0.0003276376064604847,0.00191423439537175,0.0,0.038273545214906335,9.506979598957453e-05,0.8469574451446533
46,6.449350565671921,0.009864531952189282,0.1878178003244102,0.0003615359437389998,0.002639715079567395,0.0,0.03832794108893722,0.00010500000000000185,0.8480267524719238
47,6.214197784662247,0.009368171537062153,0.18085051886737347,0.00034217423853988294,0.0021598506355076097,0.0,0.03962227643933147,0.0001149302040104291,0.8569059371948242
48,6.327903121709824,0.010243558761430904,0.18403751030564308,0.0003287145991635043,0.0019347660781932063,0.0,0.039944563643075526,0.0001247516106276894,0.8536243438720703
49,5.9180964678525925,0.009403753734659404,0.1686901617795229,0.0003148959258396644,0.0036858036401099525,0.0,0.03878398588858545,0.00013435661446562245,0.8569002151489258
50,5.852279528975487,0.009196964121656492,0.1651991605758667,0.0003200515075150179,0.0041511505987728015,0.0,0.04096377594396472,0.0001436399810922036,0.8579726219177246
51,5.993458062410355,0.009912522276863456,0.1720003578811884,0.0003215049800928682,0.0027940099680563435,0.0,0.03931560169439763,0.0001525000000000028,0.8540499210357666
52,5.9142560958862305,0.008905741793569177,0.16807428421452641,0.0003281815461377846,0.003300260621472262,0.0,0.04365604044869542,0.00016083959896778788,0.856048583984375
53,5.906333357095718,0.00913671005400829,0.16686247428879142,0.00032105166428664234,0.004186474150628783,0.0,0.04138235899154097,0.00016856740760409466,0.8642239570617676
54,6.526414483785629,0.010315856925444677,0.18603685963898897,0.0003181620122632012,0.004367248693597503,0.0,0.04142890032380819,0.0001755987584203557,0.8607439994812012
55,6.5059367418289185,0.00971372309140861,0.1858557751402259,0.0003192113545082975,0.004789953905856237,0.0,0.0396161942044273,0.0001818566144656234,0.8591024875640869
56,5.781225949525833,0.009123058494878933,0.16371358931064606,0.0002973929895233596,0.004862125773797743,0.0,0.03500463580712676,0.00018727241335952518,0.8783795833587646
57,6.187675818800926,0.010022682283306494,0.17828121408820152,0.00029706840359722264,0.006069429509807378,0.0,0.023211678897496313,0.00019178681847605066,0.8772377967834473
58,5.781911835074425,0.00858774088555947,0.16721947956830263,0.0002979559103550855,0.0071861897013150156,0.0,0.01454061211552471,0.00019535036904804324,0.8681676387786865
59,5.447637155652046,0.008939191029639915,0.16123485611751676,0.00028799807478208095,0.005242376515525393,0.0,0.0077416915009962395,0.00019792402206971526,0.8675169944763184
60,5.745098859071732,0.009127750963671133,0.1715624607168138,0.00029758935670542996,0.005757747931056656,0.0,0.0033529181164340116,0.0001994795800599897,0.8734650611877441
61,5.119127586483955,0.008480276999762282,0.15398865332826972,0.0002990252796735149,0.004217184046865441,0.0,0.0031210266697598854,0.00020000000000000375,0.8683834075927734
62,5.102303296327591,0.008292047801660374,0.15337899047881365,0.00029961847212689463,0.004501083822106011,0.0,0.0024121833848766983,0.00019947958005998972,0.8630061149597168
63,5.060988619923592,0.00896038900827989,0.14979769429191947,0.00028504781766969245,0.005442997629870661,0.0,0.0023245765769388527,0.00019792402206971523,0.8600614070892334
