epoch,loss,code,cycle,gram,moment,push,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
41,8.529891467094421,0.04912837043404579,0.24246759220957756,0.02575331935659051,0.051156926713883874,0.01708984373603016,1.2685405385494233,0.0,2.0,2.0,0.0,1.0,1e-05,30.964296579360962
42,8.074975709915162,0.05668500732630491,0.19829983100295068,0.024188911858946085,0.051644240468740464,0.007651855431031435,1.2073869502544403,0.0,2.0,2.0,0.0,1.0,1.0292853295352844e-05,23.69582438468933
43,7.950606994628906,0.06330036912113428,0.18112103775143623,0.0237659065797925,0.0523673053458333,0.008034374999115244,1.1744680547714232,0.0,2.0,2.0,0.0,1.0,1.1169607643461954e-05,21.77879786491394
44,7.840448045730591,0.06308678708970547,0.16814088091254234,0.023676905035972595,0.05238412491977215,0.010200488240225241,1.1405615293979645,0.0,2.0,2.0,0.0,1.0,1.2624857562220811e-05,23.624300479888916
45,7.734261269569397,0.059385346584022045,0.1584936746954918,0.02359008999541402,0.053579226210713385,0.015095800790004433,1.115330650806427,0.0,2.0,2.0,0.0,1.0,1.4649630951960561e-05,23.662248134613037
46,7.528121209144592,0.047186352647840976,0.14784296363592148,0.023429077342152594,0.05432606276124716,0.03542294915765524,1.0753462898731232,0.0,2.0,2.0,0.0,1.0,1.7231444411428012e-05,21.811402320861816
47,7.430555205345154,0.04171876698732376,0.13764502391219138,0.02342679852619767,0.05478912379592657,0.07082880895584821,1.0402190315723419,0.0,2.0,2.0,0.0,1.0,2.0354380202105424e-05,23.575270891189575
48,7.371990051269531,0.04028368405997753,0.12787019461393356,0.023532286398112775,0.05718238528817892,0.10440205052495002,0.9948570930957794,0.0,2.0,2.0,0.0,1.0,2.399918438636176e-05,23.772336959838867
49,7.529210166931152,0.07307683032006025,0.12038389451801777,0.02344625214114785,0.05702852554619312,0.10897578112781048,0.9559749805927277,0.0,2.0,2.0,0.0,1.0,2.8143385534380636e-05,21.671415328979492
50,8.31488880634308,0.1756899119913578,0.11850461207330226,0.023712299801409244,0.05873955961316824,0.07206904292106628,0.9299980443716049,0.0,2.0,2.0,0.0,1.0,3.276143326799784e-05,23.764748334884644
51,8.686128253936767,0.22986824810504913,0.11668574824929237,0.023797738645225764,0.059989276193082336,0.06075937476009131,0.8957620108127594,0.0,2.0,2.0,0.0,1.0,3.7824855787278975e-05,23.877788543701172
52,8.107493834495545,0.16890355341136457,0.108317396864295,0.023766012266278266,0.06043603677302599,0.08340615227818489,0.8494690144062043,0.0,2.0,2.0,0.0,1.0,4.3302435408633715e-05,21.4203097820282
53,8.146618375778198,0.17570856370031834,0.10910260766744613,0.023749593030661344,0.06239191748201847,0.11876533217728139,0.8209944880008697,0.0,2.0,2.0,0.0,1.0,4.916040103221645e-05,23.675241231918335
54,7.6582351446151735,0.12053219515830278,0.10141963236033917,0.02394756702706218,0.0631229830160737,0.13924902319908142,0.7746798169612884,0.0,2.0,2.0,0.0,1.0,5.536263635198652e-05,23.992918491363525
55,6.880378565788269,0.03425151783972979,0.0910021597892046,0.023787627555429937,0.0643513835221529,0.2202724613249302,0.7135174214839936,0.0,2.0,2.0,0.0,1.0,6.187090252474492e-05,21.50309419631958
56,6.733288464546203,0.02411422286182642,0.08528403453528881,0.023972516432404518,0.06546408545225858,0.22816015556454658,0.6625059974193573,0.0,2.0,2.0,0.0,1.0,6.864507392531863e-05,23.608754873275757
57,6.631283679008484,0.023815825060009958,0.08210793614387513,0.02398455960676074,0.06675556141883135,0.2326555660367012,0.6098985123634338,0.0,2.0,2.0,0.0,1.0,7.564338553438237e-05,23.946228504180908
58,6.4941691350936885,0.015798236643895507,0.0792926812171936,0.02397386323660612,0.06828863270580769,0.23704863280057908,0.5719803357124329,0.0,2.0,2.0,0.0,1.0,8.282269043369158e-05,21.605555295944214
59,6.415255637168884,0.014094992093741893,0.07729917697608471,0.024003723487257957,0.06800436850637198,0.24035390630364417,0.5374092304706574,0.0,2.0,2.0,0.0,1.0,9.013872582118096e-05,23.627588510513306
60,6.375404396057129,0.021010032631456853,0.07469539918005466,0.02383242206647992,0.06864725418388844,0.2373998050391674,0.5088921654224395,0.0,2.0,2.0,0.0,1.0,9.754638590585785e-05,23.913499355316162
