date,method,variant,dataset,scope,checkpoint_or_step,wall_seconds,timing_mode,includes_eval,eval_scope,eval_wall_seconds,clip_style,content_lpips,delta_idt_full,delta_idt_transfer,hardware,status,timing_quality_flag,evidence_path,note
2026-06-03,idt,no_op_reference,distinct5_512,full,unchanged,0,reference,false,full 5x5 / 750,,0.6801226129,0,0,0,reference / eval bundle,completed,reference_only,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,Unchanged-image reference; timing is defined as zero and excluded from parity claims.
2026-06-03,LBM,K_best_style,distinct5_512,full,1,72.461999,operating_point_record,false,full 5x5 / 750,,0.7009949656,0.3622938977,0.0208723528,0.0312461163,remote RTX 3060,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,Current best style operating point; cumulative training wall excludes eval.
2026-06-03,LBM,F_best_lpips,distinct5_512,full,1,72.96683,operating_point_record,false,full 5x5 / 750,,0.6969145075,0.3186446404,0.0167918946,0.0244395778,remote RTX 3060,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,Current best LPIPS operating point; cumulative training wall excludes eval.
2026-06-03,LBM,H_balanced_lpips,distinct5_512,full,1,73.24106,operating_point_record,false,full 5x5 / 750,,0.6973625582,0.3213328829,0.0172399453,0.0253343274,remote RTX 3060,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,Balanced LPIPS operating point; cumulative training wall excludes eval.
2026-06-03,LBM,H_balanced_style,distinct5_512,full,2,135.938861,operating_point_record,false,full 5x5 / 750,,0.6993825697,0.3484066154,0.0192599568,0.0284740592,remote RTX 3060,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,Balanced style operating point; cumulative training wall excludes eval.
2026-06-03,SaMAM,distinct5_partial_curve,distinct5_512,full,250,3191.26,full_curve_partial,false,full 5x5 / 750,,0.5479905154,0.6006250442,-0.1321320975,-0.1014386831,remote RTX 3060 WSL,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,SaMAM 250 partial-curve point; cumulative training wall excludes eval.
2026-06-03,SaMAM,distinct5_partial_curve,distinct5_512,full,500,6285.47,full_curve_partial,false,full 5x5 / 750,,0.5629966173,0.5424447286,-0.1171259956,-0.0895961062,remote RTX 3060 WSL,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,SaMAM 500 partial-curve point; cumulative training wall excludes eval.
2026-06-03,SaMAM,distinct5_partial_curve,distinct5_512,full,750,9473.03,full_curve_partial,false,full 5x5 / 750,,0.5657316401,0.5359654448,-0.1143909728,-0.0869411601,remote RTX 3060 WSL,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,SaMAM 750 partial-curve point; cumulative training wall excludes eval.
2026-06-03,SaMAM,distinct5_partial_curve,distinct5_512,full,1000,12523.23,full_curve_partial,false,full 5x5 / 750,,0.5659095386,0.4605421162,-0.1142130743,-0.0915196382,remote RTX 3060 WSL,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,SaMAM 1000 partial-curve point; cumulative training wall excludes eval.
2026-06-03,SaMAM,distinct5_partial_curve,distinct5_512,full,1250,15544.85,full_curve_partial,false,full 5x5 / 750,,0.5780386782,0.4429448607,-0.1020839347,-0.0827379844,remote RTX 3060 WSL,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,SaMAM 1250 partial-curve point; cumulative training wall excludes eval.
2026-06-03,SaMAM,distinct5_partial_curve,distinct5_512,full,1500,18570.19,full_curve_partial,false,full 5x5 / 750,,0.5805252346,0.4128264355,-0.0995973783,-0.0854353808,remote RTX 3060 WSL,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,SaMAM 1500 partial-curve point; cumulative training wall excludes eval.
2026-06-03,SaMAM,distinct5_partial_curve,distinct5_512,full,1750,21618.3,full_curve_partial,false,full 5x5 / 750,,0.5776164135,0.377243814,-0.1025061994,-0.0907398968,remote RTX 3060 WSL,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,SaMAM 1750 partial-curve point; cumulative training wall excludes eval.
2026-06-03,SaMAM,distinct5_partial_curve,distinct5_512,full,2000,24574.96,full_curve_partial,false,full 5x5 / 750,,0.5833460244,0.3621530056,-0.0967765885,-0.0853421465,remote RTX 3060 WSL,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,SaMAM 2000 partial-curve point; cumulative training wall excludes eval.
2026-06-03,SaMAM,distinct5_partial_curve,distinct5_512,full,2250,27513.02,full_curve_partial,false,full 5x5 / 750,,0.5810966821,0.3538204092,-0.0990259308,-0.087669287,remote RTX 3060 WSL,completed,normal,G:\GitHub\Latent_Style\SchrodingerBridge\docs\experiments\distinct5_512_20260602\tables\clip_style_vs_1lpips_full_transfer_points.csv,SaMAM 2250 partial-curve point; cumulative training wall excludes eval.
2026-06-03,SaMST,distinct5_e15,distinct5_512,full,epoch_15,20880,operating_point_record,false,full 5x5 / 750,,0.7247245136,0.6255497488,0.0446019007,0.0558204064,Windows / reproduced run,completed,operating_point_only,G:\GitHub\Latent_Style\Related_Works\baseline_pipeline\results\samst_distinct5_512_real_b2_e15_20260602\eval_epoch15\epoch_0015\summary.json,"Single Distinct5 operating-point record; no same-scope curve yet, so this row is not a full trajectory."
