epoch,loss,swd,repulsive,color,oob,identity,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec,attn_entropy,attn_max_prob,id_swd_ratio,health_warning_count
1,4.761722564697266,3.5665760040283203,0.0,0.13593468070030212,0.0028811541851609945,1.0563303232192993,0.20205079019069672,8.333333333333333e-07,0.5452921011019498,0.005696599837392569,21.132476901169866,6.360368499765173,0.11651300033554435,22.266059999587014,27.615055001107976,50.43139457702637,10240,203.0481228188116,370.8122254179522,0.9533422589302063,0.023614099249243736,0.29686909914016724,0.0
2,4.373739719390869,3.283123731613159,0.0,0.10940108448266983,0.002741471864283085,0.9784733057022095,0.20400391519069672,1.6666666666666667e-06,0.5331949999090284,0.00568249961361289,14.97859049984254,2.072327598929405,0.09393470012582839,22.8758149005007,17.150535298511386,40.56260299682617,10240,252.4492819359061,597.0659120411711,0.9530196189880371,0.02366643212735653,0.29920443892478943,0.0
3,3.784959077835083,2.7419068813323975,0.0,0.0823792964220047,0.002418466843664646,0.9582544565200806,0.20283202826976776,2.5e-06,0.5403375993482769,0.005697300657629967,14.902638499625027,2.1207451005466282,0.09814990032464266,22.881604398600757,17.127230801153928,40.552815198898315,10240,252.5102129106486,597.8783213051635,0.9532217383384705,0.023482514545321465,0.3516015112400055,0.0
4,3.42438006401062,2.368819236755371,0.0,0.07012803852558136,0.002490288345143199,0.9829422235488892,0.20126953721046448,3.3333333333333333e-06,0.5362961010541767,0.005827500717714429,14.961855499539524,2.0855165005195886,0.09687739913351834,22.85416640015319,17.150076899910346,40.54319953918457,10240,252.570100938954,597.081870813858,0.9535269141197205,0.02322693169116974,0.4167993664741516,0.0
5,3.164891004562378,2.1856470108032227,0.0,0.06341079622507095,0.002587155206128955,0.9132460951805115,0.20097656548023224,4.166666666666667e-06,0.5516388001851737,0.006095000309869647,14.939730999991298,2.1230488994624466,0.09786939946934581,22.861926801037043,17.16674429923296,40.58337140083313,10240,252.32009186377712,596.5021568159282,0.954011857509613,0.022842830047011375,0.41863200068473816,0.0
6,2.9490723609924316,2.061765193939209,0.0,0.05333922058343887,0.003121768357232213,0.8308464288711548,0.19882813096046448,5e-06,0.5332672994118184,0.005871200934052467,15.001248400658369,2.0930543993599713,0.09665370034053922,23.023863499285653,17.196827701292932,40.75816369056702,10240,251.2380115488354,595.4586612058754,0.9545656442642212,0.022477513179183006,0.40406838059425354,0.0
7,2.7799646854400635,1.9639805555343628,0.0,0.05080233886837959,0.0024438484106212854,0.7627379298210144,0.19921875,5.833333333333334e-06,0.54515720019117,0.00620469986461103,15.011420200578868,2.1214997000060976,0.09661079896613955,22.843046999769285,17.235735399415717,40.62709307670593,10240,252.04855244421205,594.1144814944845,0.9555935263633728,0.022009840235114098,0.3889707624912262,0.0
8,2.631995439529419,1.8847370147705078,0.0,0.042980536818504333,0.0020381479989737272,0.702239453792572,0.19453124701976776,6.666666666666667e-06,0.5385062007699162,0.005818699253723025,14.945293399272487,2.1140644000843167,0.09704629960469902,22.901022001402453,17.162222798215225,40.60535025596619,10240,252.18351609946833,596.6593092512994,0.956982433795929,0.02143426612019539,0.37322863936424255,0.0
9,2.534698963165283,1.8278038501739502,0.0,0.04093514010310173,0.001880867755971849,0.6640790104866028,0.20742188394069672,7.500000000000001e-06,0.5380708000157028,0.005675099557265639,14.935674499487504,2.09509849967435,0.09572389954701066,22.896413901122287,17.13217199826613,40.56971287727356,10240,252.40503996113486,597.7058834709542,0.957648754119873,0.02115206979215145,0.3640870153903961,0.0
10,2.41841459274292,1.741786241531372,0.0,0.03636317700147629,0.0020785590168088675,0.6381863951683044,0.20058594644069672,8.333333333333334e-06,0.5415215007960796,0.005899899639189243,14.962301700375974,2.100101599469781,0.09643150051124394,22.843380600214005,17.16473469999619,40.552968978881836,10240,252.50925537246192,596.5719936237799,0.958598256111145,0.02082064189016819,0.36694303154945374,0.0
11,2.3709301948547363,1.711297631263733,0.0,0.038125600665807724,0.0017768451943993568,0.6197302937507629,0.20185546576976776,9.166666666666666e-06,0.5358717008493841,0.005879900185391307,14.914070800412446,2.095336399972439,0.09595849947072566,22.910862701013684,17.111245600041002,40.56085777282715,10240,252.46014414567097,598.4368548818833,0.9596339464187622,0.020480304956436157,0.36253562569618225,0.0
12,2.2711102962493896,1.6195334196090698,0.0,0.0335872657597065,0.0018357342341914773,0.6161538362503052,0.201171875,1e-05,0.5402253000065684,0.006049899850040674,14.966149100102484,2.111487500369549,0.09608499961905181,22.858249300159514,17.179771499941126,40.581799030303955,10240,252.32986818434065,596.0498368697798,0.959967315196991,0.02037299983203411,0.38106438517570496,0.0
13,2.214869260787964,1.5588592290878296,0.0,0.03192358464002609,0.001957670086994767,0.622128963470459,0.205078125,1e-05,0.5339009007439017,0.005757800303399563,14.885103499284014,2.078428599052131,0.09671739931218326,22.928507301025093,17.066007297951728,40.53164196014404,10240,252.64212118693078,600.0231818270117,0.9606184959411621,0.0201431717723608,0.3999033570289612,0.0
14,2.176433563232422,1.5097712278366089,0.0,0.027929488569498062,0.0018646089592948556,0.6368682384490967,0.19853515923023224,1e-05,0.5631389005575329,0.006162900244817138,15.025467799743637,2.162666800431907,0.09750339947640896,22.785431200405583,17.29180089989677,40.64343333244324,10240,251.9472190314694,592.1881739952911,0.9605097770690918,0.020179681479930878,0.4226890504360199,0.0
15,2.2205042839050293,1.4558908939361572,0.0,0.023823870345950127,0.0020326131489127874,0.7387564778327942,0.20283202826976776,1e-05,0.5355476995464414,0.005761900218203664,14.953937001293525,2.0830498000141233,0.0978360001463443,22.923950099153444,17.140584701672196,40.603151082992554,10240,252.19717501899083,597.4125257816327,0.9603134989738464,0.020289456471800804,0.5080161094665527,0.0
16,2.811663866043091,1.5193127393722534,0.0,0.020639881491661072,0.002078672405332327,1.2696326971054077,0.20332030951976776,1e-05,0.548018800560385,0.005879000062122941,14.947871298994869,2.1273362000938505,0.09924169932492077,22.93243060167879,17.180328198475763,40.66355514526367,10240,251.8225463420336,596.0305229156502,0.9595136046409607,0.02065369114279747,0.8310428857803345,0.0
17,3.4017395973205566,1.699678659439087,0.0,0.018770577386021614,0.00320965307764709,1.6800810098648071,0.20556640625,1e-05,0.5319767002947628,0.006172899855300784,14.989857099484652,2.0685945993755013,0.09423280064947903,22.880471100332215,17.158857399364933,40.575334787368774,10240,252.37006801451562,596.776333159514,0.9595385789871216,0.020570242777466774,0.9890668988227844,0.0
18,3.3220062255859375,1.6599830389022827,0.0,0.016567425802350044,0.002779753878712654,1.6426762342453003,0.19912110269069672,1e-05,0.5560265004169196,0.006172200199216604,14.98391639906913,2.15436530043371,0.09617719938978553,22.89768850011751,17.240631099091843,40.696980714797974,10240,251.6157174351904,593.9457750209269,0.9598023295402527,0.020419461652636528,0.9900203943252563,0.0
19,3.223283052444458,1.6126264333724976,0.0,0.013866439461708069,0.0021533805411309004,1.5946365594863892,0.20673827826976776,1e-05,0.5345964988227934,0.005811098730191588,14.846414899919182,2.075348700163886,0.0963643982540816,22.779308002907783,17.02393909706734,40.34123373031616,10240,253.83457701009056,601.5059112707946,0.9600934386253357,0.020280100405216217,0.9895991683006287,0.0
20,3.1455657482147217,1.571519136428833,0.0,0.013127259910106659,0.0020665384363383055,1.5588526725769043,0.19521485269069672,1e-05,0.545789199648425,0.0059061001520603895,14.866303199902177,2.1312109993305057,0.09552720026113093,22.742257499834523,17.098947499645874,40.38953948020935,10240,253.5309917315978,598.867269474456,0.9605047106742859,0.020066363736987114,0.9925953149795532,0.0
21,3.106379270553589,1.551953673362732,0.0,0.013385750353336334,0.0020181809086352587,1.5390214920043945,0.19970703125,1e-05,0.6089948993176222,0.005978800589218736,14.920078198425472,2.088528099702671,0.09640649962238967,22.688537501264364,17.11099159833975,40.41267275810242,10240,253.38586391683194,598.4457382933651,0.9608207941055298,0.019940460100769997,0.9929012656211853,0.0
22,3.0477683544158936,1.5222711563110352,0.0,0.0132058784365654,0.001912069390527904,1.510379672050476,0.20400391519069672,1e-05,0.5374480001628399,0.005781199317425489,14.859159699408337,2.1272359006106853,0.09649130026809871,22.80479870084673,17.088668099604547,40.43357443809509,10240,253.25487895406624,599.2275079786333,0.9607619643211365,0.01990452967584133,0.9930111169815063,0.0
