epoch,loss,gram,moment,code,push,cycle,nce,idt,w_cycle_eff,w_idt_eff,lr,epoch_time_sec
11,0.15704883985221385,0.0005703307598014363,0.008317900868132711,0.0,0.0,0.023536140844225884,0.0,0.0,1.2000000476837158,0.0,1e-05,15.269788265228271
12,0.15147155039012433,0.000518364068120718,0.007496550688520074,0.0,0.0,0.025026370454579592,0.0,0.0,1.399999976158142,0.0,1.4649630951960416e-05,13.116103887557983
13,0.1471059397608042,0.000477774299797602,0.006679709660820663,0.0,0.0,0.02630431154742837,0.0,0.0,1.600000023841858,0.0,2.8143385534380067e-05,10.017147779464722
14,0.14710176199674607,0.00045428830897435544,0.006115927882492542,0.0,0.0,0.027555232290178536,0.0,0.0,1.7999999523162842,0.0,4.9160401032215225e-05,9.63614821434021
15,0.1536401093006134,0.00044590976380277426,0.00590981672052294,0.0,0.0,0.029434580244123935,0.0,0.0,2.0,0.0,7.56433855343803e-05,12.260505676269531
16,0.151130540817976,0.00041452444740571083,0.005378045397810638,0.0,0.0,0.03209406526759267,0.0,0.0,2.0,0.0,0.00010500000000000042,9.593172788619995
17,0.15206487827003,0.00040249564917758105,0.005301210295874626,0.0,0.0,0.03342656157910824,0.0,0.0,2.0,0.0,0.00013435661446562056,9.637357950210571
18,0.14773564279079437,0.0003736201542778872,0.004779746108688414,0.0,0.0,0.035024284590035676,0.0,0.0,2.0,0.0,0.0001608395989677856,13.169469833374023
19,0.1559226953983307,0.00037627803219947965,0.004773766410071403,0.0,0.0,0.03904139425605536,0.0,0.0,2.0,0.0,0.0001818566144656208,10.065465927124023
20,0.14619313947856427,0.0003515013554715551,0.004473673081956803,0.0,0.0,0.03666815035045147,0.0,0.0,2.0,0.0,0.00019535036904804042,9.677485227584839
