epoch,loss,gram,moment,code,push,cycle,nce,idt,w_cycle_eff,w_idt_eff,lr,epoch_time_sec
21,0.631800531744957,0.0027151309279724953,0.0086058916663751,0.0,0.0,0.08317252058535814,0.0,0.0,0.550000011920929,0.0,0.00020000000000000085,17.09400224685669
22,0.5349646350741386,0.0022125379974022507,0.006941212322562933,0.0,0.0,0.0962516214698553,0.0,0.0,0.6000000238418579,0.0,0.00019535036904804042,13.861791372299194
23,0.48372134029865266,0.0019444754032883792,0.006140463249757886,0.0,0.0,0.09865222670137883,0.0,0.0,0.6499999761581421,0.0,0.00018185661446562084,11.253982305526733
24,0.43774389058351515,0.0017023990012239665,0.005407705311663449,0.0,0.0,0.10032223761081696,0.0,0.0,0.699999988079071,0.0,0.00016083959896778566,11.18456220626831
25,0.39395146489143373,0.001469667551573366,0.004952452438883484,0.0,0.0,0.1003409229964018,0.0,0.0,0.75,0.0,0.00013435661446562058,13.914786338806152
26,0.3619068118929863,0.0013106796832289547,0.0045296532846987245,0.0,0.0,0.09640326090157032,0.0,0.0,0.800000011920929,0.0,0.00010500000000000044,11.182621955871582
27,0.33927658200263977,0.0011983601143583655,0.004269221902359277,0.0,0.0,0.0920687609910965,0.0,0.0,0.8500000238418579,0.0,7.564338553438032e-05,11.26185393333435
28,0.3260480386018753,0.0011256127251544968,0.004139510053209961,0.0,0.0,0.08914215974509716,0.0,0.0,0.8999999761581421,0.0,4.916040103221525e-05,13.882705450057983
29,0.31685262322425845,0.0010749832564033567,0.004036412360146641,0.0,0.0,0.08597253784537315,0.0,0.0,0.949999988079071,0.0,2.8143385534380094e-05,11.192903995513916
30,0.3113528448343277,0.0010392191057326272,0.003896138337440789,0.0,0.0,0.0840283340215683,0.0,0.0,1.0,0.0,1.4649630951960446e-05,11.273302793502808
