epoch,loss,swd,repulsive,color,oob,identity,identity_ratio,aent,amax,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,28.866064071655273,18.894466400146484,0.0,9.935219764709473,0.02456415444612503,0.011809872463345528,0.20205079019069672,0.816971480846405,0.0730699673295021,8.000000000000001e-06,0.5109563998412341,0.004706999519839883,31.085217400453985,5.727040900383145,0.10884899995289743,0.0340122994966805,36.92581430030987,38.211058616638184,10240,267.9852474838583,277.31277411298873
2,21.614221572875977,15.933212280273438,0.0,5.643178939819336,0.016701629385352135,0.02113078348338604,0.20400391519069672,0.806614875793457,0.0783785879611969,1.6000000000000003e-05,0.4850070991087705,0.004509500227868557,25.332445700885728,1.871145500568673,0.08509230031631887,0.03409079788252711,27.29319300199859,28.550715684890747,10240,358.66001094393175,375.18512397029394
3,15.2362060546875,12.795599937438965,0.0,2.397357702255249,0.013227186165750027,0.030019639059901237,0.20283202826976776,0.7784177660942078,0.10803192108869553,2.4e-05,0.5022641005925834,0.004558900138363242,25.354979400290176,1.8928699002135545,0.08675989927724004,0.03402359946630895,27.339168099919334,28.614807844161987,10240,357.8566753188654,374.5541913555963
4,12.258305549621582,10.84346866607666,0.0,1.3659785985946655,0.011242165230214596,0.03761645779013634,0.20126953721046448,0.8711228370666504,0.05147577449679375,3.2000000000000005e-05,0.49607399944216013,0.004733600653707981,25.402154200477526,1.8778372998349369,0.08774750004522502,0.03301099920645356,27.372472601011395,28.644598484039307,10240,357.48450116016465,374.0984656103606
5,10.64316463470459,9.520384788513184,0.0,1.068015456199646,0.012964456342160702,0.04180055484175682,0.20097656548023224,0.8942068219184875,0.03863172605633736,4e-05,0.4819541999604553,0.004395299591124058,25.387108699185774,1.8736279997974634,0.08476819982752204,0.03198190173134208,27.349900198401883,28.60080099105835,10240,358.03193075611404,374.407216323164
6,9.38257122039795,8.47596549987793,0.0,0.8478813171386719,0.011784344911575317,0.046940241008996964,0.19882813096046448,0.9047407507896423,0.03269776701927185,4.8e-05,0.4986036999616772,0.004634299082681537,25.409428498940542,1.8860934008844197,0.08891349984332919,0.03271810174919665,27.389069698750973,28.652528047561646,10240,357.38556761909996,373.8717712075842
7,8.660170555114746,7.8813796043396,0.0,0.7192830443382263,0.008151615969836712,0.05135524272918701,0.19921875,0.9128832817077637,0.0286621805280447,5.6e-05,0.4955630993936211,0.0045622000470757484,25.553524499526247,1.8658410001080483,0.08770650019869208,0.032148001017048955,27.511634199880064,28.77686834335327,10240,355.8413611175721,372.20617014617915
8,8.5145902633667,7.755036354064941,0.0,0.6999590992927551,0.0063567133620381355,0.05323811247944832,0.19453124701976776,0.9177655577659607,0.026230180636048317,6.400000000000001e-05,0.4948758997488767,0.004736699862405658,25.371696199057624,1.8690901999361813,0.08683009981177747,0.03225890081375837,27.332353198667988,28.583760499954224,10240,358.24537502741805,374.647580673699
9,8.148468971252441,7.4609198570251465,0.0,0.6289278864860535,0.005118171684443951,0.05350187420845032,0.20742188394069672,0.9194911122322083,0.026047591120004654,7.2e-05,0.49247320066206157,0.004700799472630024,25.389715800061822,1.863663600757718,0.08709519868716598,0.03250060090795159,27.345175398979336,28.6056809425354,10240,357.97085273273694,374.4719077714239
10,7.835906982421875,7.236483097076416,0.0,0.5398381352424622,0.004580637905746698,0.05500669404864311,0.20058594644069672,0.9271542429924011,0.02389746904373169,8e-05,0.49727709987200797,0.0045259990729391575,25.407482700655237,1.8519498005043715,0.0885977006983012,0.03249109908938408,27.35255620093085,28.61607050895691,10240,357.84088513462575,374.3708604335677
11,8.13118839263916,7.461771488189697,0.0,0.6090903282165527,0.004612298216670752,0.05571432039141655,0.20185546576976776,0.9302749633789062,0.022780541330575943,7.967015051803222e-05,0.5742589996661991,0.004746300401166081,25.30614429921843,1.8913595017511398,0.08949250029399991,0.033150997245684266,27.291742601664737,28.63805103302002,10240,357.566232010452,375.2050629180191
12,7.655786037445068,7.045257568359375,0.0,0.5509057641029358,0.004101946484297514,0.05552186444401741,0.201171875,0.9352487921714783,0.020945047959685326,7.930678541663467e-05,0.4853548000101,0.004474099725484848,25.410999500658363,1.8491467989515513,0.08566189976409078,0.03256000089459121,27.35028229909949,28.61084508895874,10240,357.90624038406105,374.4019856181577
13,7.329902172088623,6.833962440490723,0.0,0.4345303475856781,0.004516819957643747,0.05689148232340813,0.205078125,0.9378227591514587,0.020513763651251793,7.891026329329285e-05,0.49564709910191596,0.004444899503141642,25.38400230044499,1.8714834009297192,0.08695869985967875,0.032327199121937156,27.34688930073753,28.60757088661194,10240,357.94720357722576,374.4484386282221
14,7.401881694793701,6.908226013183594,0.0,0.4327433109283447,0.004101965110749006,0.05681026726961136,0.19853515923023224,0.9397038817405701,0.019794540479779243,7.848097546746979e-05,0.4985130010172725,0.004601200111210346,25.39833809994161,1.9039719994179904,0.08771089999936521,0.032997400499880314,27.394622199470177,28.659996509552002,10240,357.2924370938825,373.79599271122805
15,7.190718173980713,6.742776393890381,0.0,0.386946439743042,0.003901655552908778,0.057093944400548935,0.20283202826976776,0.9417362213134766,0.01929682493209839,7.801934559442104e-05,0.49750299961306155,0.0045964999590069056,25.435506000649184,1.8543350009713322,0.08884229906834662,0.03266789950430393,27.38327980064787,28.654417514801025,10240,357.36200167777537,373.95082234662516
16,7.074510097503662,6.66793155670166,0.0,0.346437931060791,0.0033892428036779165,0.05675388500094414,0.20332030951976776,0.941755473613739,0.01920083723962307,7.752582924709805e-05,0.5063022000249475,0.0048410005401819944,25.46530990023166,1.9507366996258497,0.09324409905821085,0.035026600351557136,27.514131699455902,28.792148113250732,10240,355.65251886459083,372.17238442609107
17,7.127026557922363,6.729371547698975,0.0,0.33675774931907654,0.003898878348991275,0.05699817091226578,0.20556640625,0.9410104155540466,0.019138449802994728,7.700091346655266e-05,0.4918229014147073,0.0047830999828875065,25.427164499647915,1.8891081993933767,0.08538720034994185,0.03257430042140186,27.40644299937412,28.67315173149109,10240,357.1285115738998,373.63476902981716
18,7.066793918609619,6.658023357391357,0.0,0.34782394766807556,0.003232737770304084,0.05771377682685852,0.19912110269069672,0.9414620399475098,0.019435765221714973,7.644511628128644e-05,0.49126049992628396,0.004721499979496002,25.41979879932478,1.8673605998046696,0.0863487001042813,0.03220450086519122,27.378229599213228,28.65376853942871,10240,357.370095521968,374.0198014956478
19,6.880574703216553,6.499715328216553,0.0,0.31995996832847595,0.002832063240930438,0.05806746706366539,0.20673827826976776,0.9434041976928711,0.018695468083024025,7.585898619601903e-05,0.5026486995629966,0.0046125000808387995,25.43843230046332,1.8943316000513732,0.08818169985897839,0.03314779908396304,27.42555810045451,28.701730012893677,10240,356.77291910278177,373.3743525835596
20,6.886809825897217,6.527157783508301,0.0,0.2987537682056427,0.002701843623071909,0.05819690227508545,0.19521485269069672,0.945671021938324,0.01812305860221386,7.524310165038025e-05,0.4946281996089965,0.004679900128394365,25.594876599265262,1.862562101567164,0.08545900043100119,0.03255989868193865,27.547577601391822,28.814218282699585,10240,355.3801078180984,371.72052469261877
