step,ckpt,image_dir,count,content_lpips,clip_style,clip_content
250,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/step_checkpoints/step-step=000250.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve_fp32_verify/step_000250/images,750.0,0.60062504418691,0.5478676398992538,0.6560902560551961
