step,ckpt,image_dir,count,content_lpips,clip_style,clip_content
3000,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/step_checkpoints/step-step=003000.ckpt,/mnt/i/Github/Latent_Style/Related_Works/baseline_pipeline/results/samam_distinct5_512_mamba_b6_seg250_remote_wsl_20260601_2130_diag/eval_curve/step_003000/images,750.0,0.3521272420386473,0.5889716835021973,0.8702938326199849
