rank,clip_style,content_lpips,one_minus_lpips,delta_idt_tr,train_time_sec,train_time_min,experiment,slot,selection,full_clip_style,full_content_lpips,evidence_path,note,source_table
1,0.730672041674455,0.6182822015833332,0.38171779841666675,0.09075121641159056,282.2454078197479,4.704090130329132,aaai2027_inmortal_xpred_kmanifold_pattn_stokes002_from_pattn_seed42_b16,style_best_current,epoch_0013,0.737215175628662,0.6069087232,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/inmortal-exp/aaai2027_inmortal_xpred_kmanifold_pattn_stokes002_from_pattn_seed42_b16/full_eval_fast_snapshot/epoch_0013/summary.json,Highest current Distinct5-512 transfer CLIP-style among tracked inmortal epochs.,SchrodingerBridge\docs\experiments\2026-06-07-inmortal-epoch-eval-table.csv
2,0.7274343500534693,0.6032513947166667,0.39674860528333333,0.08751352479060492,282.45907187461853,4.707651197910309,aaai2027_inmortal_xpred_kmanifold_pattn_stokes_from_pattn_seed42_b16,balanced_best_current,epoch_0013,0.7355936773618064,0.5915051698266667,/mnt/i/Github/Latent_Style/SchrodingerBridge/exp/aaai2027_inmortal_xpred_kmanifold_pattn_stokes_from_pattn_seed42_b16/full_eval_fast_snapshot/epoch_0013/summary.json,Best current frontier balance among the promoted Pattn/Stokes lines.,SchrodingerBridge\docs\experiments\2026-06-07-inmortal-epoch-eval-table.csv
3,0.7102169366677601,0.46031463221666663,0.5396853677833333,0.07029611140489567,,,inmortal_xpred_kmanifold_pattn_anisostokes_queue_from_pattn_seed42_b8a2,best_promoted_lpips_ge_070,epoch_0013,0.7303320403099061,0.45594069648,SchrodingerBridge/docs/experiments/2026-06-07-inmortal-xpred-kmanifold-pattn-anisostokes-queue.md,Lowest-LPIPS paper-facing promoted point with transfer CLIP-style >= 0.70.,SchrodingerBridge\docs\experiments\aaai2027_inmortal_results_master.csv
4,0.6628769354025523,0.33486976105,0.66513023895,0.022956110139687902,,,inmortal_k_manifold_seed42_b16,best_kinetic_only_control,epoch_0006,0.6948679809570312,0.32601493308,SchrodingerBridge/docs/experiments/2026-06-07-inmortal-k-manifold.md,Best pure kinetic control on the tracked Distinct5-512 epoch surface.,SchrodingerBridge\docs\experiments\aaai2027_inmortal_results_master.csv
5,0.6711669415,0.3722808782,0.6277191218,0.03124611623713558,72.462,1.2077,distinct5_512__LBM__K_e1,best_compact_mainline_anchor,K_e1,0.7009949656,0.3622938977,config=SchrodingerBridge/configs/distinct5_512_ema_variant_k_content_adaptive_vq_queue_e3.json | run=SchrodingerBridge/exp/distinct5_512_ema_variant_k_content_adaptive_vq_queue_e3_b44_remote/full_eval/epoch_0001,Best compact earlier-mainline LBM anchor for paper-facing comparison.,SchrodingerBridge\docs\experiments\aaai2027_results_master.csv
