epoch,loss,semigroup,swd,identity,identity_ratio,delta_l1,output_tv,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,20.16106605529785,0.0,0.23674990236759186,0.32973918318748474,0.20205079019069672,0.0,0.0,0.0,0.0,0.0,0.0003,0.7732916000531986,0.026401500013889745,62.3005554999836,49.56649840004684,0.6144949999143137,4.308772000091267,112.50795039995864,117.59533596038818,10240,87.07828347417902,91.01579011614244
2,18.421611785888672,0.0,0.21559365093708038,0.3505365252494812,0.2040039300918579,0.0,0.0,0.0,0.0,0.0,0.00029989591989249757,0.7382280999008799,0.025589000040781684,62.19382679996488,49.334109299990814,0.39070499993977137,4.379939400110743,111.94423009993625,117.06516981124878,10240,87.472644651783,91.47412055858904
3,17.620058059692383,0.0,0.20634667575359344,0.3431633710861206,0.20283201336860657,0.0,0.0,0.0,0.0,0.0,0.00029958384005397226,0.7377265000541229,0.025719700104673393,61.91981979989214,49.24519880008302,0.33880850004788954,4.438751799898455,111.52954680012772,116.71043133735657,10240,87.73851559506996,91.81423482649957
4,17.243139266967773,0.0,0.2019001841545105,0.34307923913002014,0.2012695074081421,0.0,0.0,0.0,0.0,0.0,0.000299064241688915,0.7409747000056086,0.025317399980849586,61.67329419993621,49.76714839992928,0.34812090000195894,4.314454700113856,111.8138808998483,116.87241792678833,10240,87.61690894779451,91.58075828860612
5,17.2662353515625,0.0,0.20239335298538208,0.33464959263801575,0.20097658038139343,0.0,0.0,0.0,0.0,0.0,0.00029833792598034354,0.751061400063918,0.02613720006775111,61.92518770003517,49.47142350002832,0.2708161000482505,4.359129299817141,111.69356450017949,116.80634498596191,10240,87.6664705263286,91.67940915685921
6,17.121164321899414,0.0,0.2006896436214447,0.32369133830070496,0.1988281011581421,0.0,0.0,0.0,0.0,0.0,0.00029740601285443605,0.7136769000353524,0.025243399912142195,61.90135280005052,49.43935719995352,0.309642299922416,4.348650900195935,111.6755956998386,116.74189758300781,10240,87.7148668302139,91.6941605355126
7,17.003557205200195,0.0,0.19905906915664673,0.33477410674095154,0.19921880960464478,0.0,0.0,0.0,0.0,0.0,0.00029626993925368627,0.747805899969535,0.025199000039719976,62.085750000027474,49.35448870003165,0.31820429998333566,4.389771599933738,111.78364200008218,116.92341375350952,10240,87.57869507289031,91.60553205085652
8,16.89791488647461,0.0,0.19792558252811432,0.3219531178474426,0.19453123211860657,0.0,0.0,0.0,0.0,0.0,0.00029493145692124234,0.730506400053855,0.02651180006796494,62.04446880001342,49.50834760001453,0.29619989996717777,4.410714499957976,111.8755281000631,117.01996111869812,10240,87.50643823589337,91.53029419303563
9,16.841833114624023,0.0,0.1972811222076416,0.326988160610199,0.20742185413837433,0.0,0.0,0.0,0.0,0.0,0.0002933926296998457,0.7294378998922184,0.027357300015864894,61.66734269997687,49.52541449999262,0.26482419995591044,4.335731800078065,111.48493869994127,116.55275177955627,10240,87.85721352480438,91.85097215293526
10,16.780122756958008,0.0,0.19650642573833466,0.3204142451286316,0.2005859613418579,0.0,0.0,0.0,0.0,0.0,0.0002916558303495353,0.7289476999721956,0.027829400030896068,61.70312649998232,49.482892800020636,0.26813509994826745,4.367315100011183,111.48198379998212,116.58165264129639,10240,87.8354335180587,91.85340672060809
