epoch,loss_total,loss_style_swd,loss_mse,loss_identity,loss_style_cls,style_cls_transfer_acc,style_cls_identity_acc,style_cls_transfer_pass_rate,style_cls_identity_pass_rate,style_cls_conf_mean,style_cls_agree_mean,style_cls_weight_mean,loss_velocity_reg,learning_rate,epoch_time
31,2.909293,1.087142,1.772329,0.470733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043449,4.66e-05,0.00
32,2.954213,1.106411,1.753708,0.469734,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043646,4.28e-05,0.00
33,2.988195,1.101028,1.748508,0.466647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043743,3.89e-05,0.00
34,3.047538,1.115630,1.744991,0.473385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043853,3.52e-05,0.00
35,3.075730,1.110864,1.734366,0.468017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044020,3.16e-05,0.00
36,3.125595,1.135290,1.722523,0.466259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044196,2.80e-05,0.00
37,3.161743,1.134180,1.718347,0.466555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044207,2.46e-05,0.00
38,3.209114,1.145652,1.713826,0.465828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044310,2.14e-05,0.00
39,3.245531,1.141243,1.707877,0.466418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044425,1.84e-05,0.00
40,3.295664,1.157275,1.702176,0.467269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044503,1.55e-05,0.00
41,3.329696,1.143330,1.701510,0.466592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044595,1.29e-05,0.00
42,3.382892,1.156885,1.695439,0.468968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044664,1.05e-05,0.00
43,3.416401,1.151147,1.687393,0.467115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044799,8.29e-06,0.00
44,3.469348,1.174092,1.685552,0.467150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044813,6.40e-06,0.00
45,3.500785,1.155814,1.685964,0.466515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044850,4.77e-06,0.00
46,3.509613,1.160264,1.688959,0.465136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044865,3.42e-06,0.00
47,3.500431,1.159485,1.682158,0.465669,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044900,2.37e-06,0.00
48,3.512146,1.166797,1.684639,0.468038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044903,1.61e-06,0.00
49,3.500840,1.152384,1.682561,0.466857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044943,1.15e-06,0.00
50,3.508168,1.168598,1.681610,0.464169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044930,1.00e-06,0.00
