epoch,loss_total,loss_style_swd,loss_mse,loss_identity,loss_style_cls,style_cls_transfer_acc,style_cls_identity_acc,style_cls_transfer_pass_rate,style_cls_identity_pass_rate,style_cls_conf_mean,style_cls_agree_mean,style_cls_weight_mean,loss_velocity_reg,learning_rate,epoch_time
31,2.914223,1.090618,1.776072,0.471140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043354,4.66e-05,0.00
32,2.949947,1.109247,1.757641,0.467293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043561,4.28e-05,0.00
33,2.997325,1.112368,1.750016,0.470321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043734,3.89e-05,0.00
34,3.039008,1.123607,1.742157,0.469250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043808,3.52e-05,0.00
35,3.080008,1.116895,1.737389,0.470906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043953,3.16e-05,0.00
36,3.126941,1.130313,1.727617,0.471615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044113,2.80e-05,0.00
37,3.165712,1.129075,1.725955,0.466101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044193,2.46e-05,0.00
38,3.209709,1.143342,1.713985,0.469801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044344,2.14e-05,0.00
39,3.247179,1.135946,1.711605,0.466222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044450,1.84e-05,0.00
40,3.297718,1.149361,1.701790,0.470454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044581,1.55e-05,0.00
41,3.334327,1.148368,1.701363,0.465787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044618,1.29e-05,0.00
42,3.373562,1.146058,1.697184,0.465169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044693,1.05e-05,0.00
43,3.421646,1.148621,1.691589,0.467437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044801,8.29e-06,0.00
44,3.463309,1.155575,1.688328,0.466871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044881,6.40e-06,0.00
45,3.507409,1.160216,1.683899,0.464536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044955,4.77e-06,0.00
46,3.504995,1.161762,1.679160,0.467676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045020,3.42e-06,0.00
47,3.502862,1.164741,1.680971,0.461757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044985,2.37e-06,0.00
48,3.504976,1.165015,1.680213,0.464671,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045044,1.61e-06,0.00
49,3.502707,1.165156,1.677917,0.463491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045059,1.15e-06,0.00
50,3.504195,1.171264,1.677044,0.465062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045052,1.00e-06,0.00
