epoch,loss,flow,kinetic_energy,low_freq_anchor,ot_cost,terminal_swd,color,patch_nce,cycle,repulsive,semantic_attn_mean,semantic_k_abs,plan_entropy,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec
1,0.5371052622795105,0.0,0.010746409185230732,0.0,0.49609375,0.0,0.0,0.0,0.0,0.2060364931821823,1.0,0.0361328125,0.6355252861976624,0.0002,3.4289235997130163,42.6690431998577,9.888494999991963,0.6667713000206277,53.22430949987029,83.99102830886841,10304,122.67976958334282
