epoch,loss,distill,code,code_ref,code_proto,proto,style_ce,prob,prob_margin,cls_target_prob,cls_hard_ratio,dir,proto_sep,style_pred_acc,xfer_margin,proto_cos_max,proto_cos_mean,same_id,cycle,gram,moment,push,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,style_ref_alpha,transfer_ratio,lr,epoch_time_sec
11,0.33549062013626096,0.0,0.0,0.0,0.0,0.0,0.0,0.07005406245589256,0.0,0.9299459278583526,0.07100000027567148,0.0,0.0,1.0,0.8598918825387954,-0.260546875,-0.260546875,0.0,0.02079954124055803,0.0,0.0,0.0,0.0,0.022414116375148296,10.0,0.0,1.0,0.0,1.0,0.00017217514421272203,18.690232276916504
12,0.2787590824067593,0.0,0.0,0.0,0.0,0.0,0.0,0.07112119272351265,0.0,0.9288787990808487,0.09499999908730387,0.0,0.0,1.0,0.8577576071023941,-0.25634765625,-0.25634765625,0.0,0.015607020491734147,0.0,0.0,0.0,0.0,0.01600708826445043,10.0,0.0,1.0,0.0,1.0,0.0001666975645913675,7.399403095245361
13,0.26549337059259415,0.0,0.0,0.0,0.0,0.0,0.0,0.07131794542074203,0.0,0.9286820590496063,0.10600000005215407,0.0,0.0,1.0,0.8573641180992126,-0.25556640625,-0.25556640625,0.0,0.014483904978260399,0.0,0.0,0.0,0.0,0.013677401561290025,10.0,0.0,1.0,0.0,1.0,0.00016083959896778498,7.4078614711761475
14,0.24806221798062325,0.0,0.0,0.0,0.0,0.0,0.0,0.06661394983530045,0.0,0.933386042714119,0.08249999973922968,0.0,0.0,1.0,0.8667720973491668,-0.25498046875,-0.25498046875,0.0,0.013558956328779459,0.0,0.0,0.0,0.0,0.012551730545237661,10.0,0.0,1.0,0.0,1.0,0.00015463736364801516,10.980516195297241
15,0.24694316163659097,0.0,0.0,0.0,0.0,0.0,0.0,0.06321982536464929,0.0,0.9367801785469055,0.08199999975040555,0.0,0.0,1.0,0.8735603570938111,-0.25498046875,-0.25498046875,0.0,0.013796035014092923,0.0,0.0,0.0,0.0,0.014153072331100702,10.0,0.0,1.0,0.0,1.0,0.00014812909747525697,7.417533874511719
16,0.2263271003961563,0.0,0.0,0.0,0.0,0.0,0.0,0.06536762695759535,0.0,0.9346323817968368,0.09100000094622374,0.0,0.0,1.0,0.8692647367715836,-0.2509765625,-0.2509765625,0.0,0.011672514211386441,0.0,0.0,0.0,0.0,0.011550517333671451,10.0,0.0,1.0,0.0,1.0,0.00014135492607468357,7.402982711791992
17,0.20845965370535852,0.0,0.0,0.0,0.0,0.0,0.0,0.06355202253907918,0.0,0.9364479780197144,0.08599999975413083,0.0,0.0,1.0,0.8728959500789643,-0.247021484375,-0.247021484375,0.0,0.010266132233664394,0.0,0.0,0.0,0.0,0.010470297839492559,10.0,0.0,1.0,0.0,1.0,0.00013435661446562004,7.405030965805054
18,0.19961733296513556,0.0,0.0,0.0,0.0,0.0,0.0,0.06419409215450286,0.0,0.9358059078454971,0.09650000110268593,0.0,0.0,1.0,0.871611824631691,-0.24443359375,-0.24443359375,0.0,0.009417606191709638,0.0,0.0,0.0,0.0,0.00915013225749135,10.0,0.0,1.0,0.0,1.0,0.00012717730956631105,10.923548460006714
19,0.18554046601057053,0.0,0.0,0.0,0.0,0.0,0.0,0.06128733046352863,0.0,0.9387126624584198,0.0690000002272427,0.0,0.0,1.0,0.8774253219366074,-0.24482421875,-0.24482421875,0.0,0.00850495332852006,0.0,0.0,0.0,0.0,0.008559938799589873,10.0,0.0,1.0,0.0,1.0,0.00011986127417882196,7.456078052520752
20,0.17122467160224913,0.0,0.0,0.0,0.0,0.0,0.0,0.057904420606791976,0.0,0.9420955806970597,0.054999999795109035,0.0,0.0,1.0,0.8841911584138871,-0.245751953125,-0.245751953125,0.0,0.007638953137211501,0.0,0.0,0.0,0.0,0.007978508505038917,10.0,0.0,1.0,0.0,1.0,0.0001124536140941453,7.418482542037964
21,0.16490308493375777,0.0,0.0,0.0,0.0,0.0,0.0,0.056715968623757364,0.0,0.9432840347290039,0.056999999471008776,0.0,0.0,1.0,0.8865680664777755,-0.24609375,-0.24609375,0.0,0.007227795454673469,0.0,0.0,0.0,0.0,0.00755117975641042,10.0,0.0,1.0,0.0,1.0,0.00010500000000000002,7.463093996047974
22,0.15585080310702323,0.0,0.0,0.0,0.0,0.0,0.0,0.05414155647158623,0.0,0.9458584487438202,0.05249999985098839,0.0,0.0,1.0,0.8917168974876404,-0.24609375,-0.24609375,0.0,0.006714005209505558,0.0,0.0,0.0,0.0,0.007498416723683477,10.0,0.0,1.0,0.0,1.0,9.754638590585476e-05,7.619840383529663
23,0.14953862354159356,0.0,0.0,0.0,0.0,0.0,0.0,0.05246127545833588,0.0,0.9475387305021286,0.04199999962002039,0.0,0.0,1.0,0.8950774490833282,-0.2453125,-0.2453125,0.0,0.006343103316612542,0.0,0.0,0.0,0.0,0.007415678724646569,10.0,0.0,1.0,0.0,1.0,9.013872582117811e-05,10.755828380584717
24,0.1516972541809082,0.0,0.0,0.0,0.0,0.0,0.0,0.0517370380461216,0.0,0.9482629597187042,0.0419999998062849,0.0,0.0,1.0,0.8965259164571762,-0.24599609375,-0.24599609375,0.0,0.00668639694340527,0.0,0.0,0.0,0.0,0.007227727584540844,10.0,0.0,1.0,0.0,1.0,8.282269043368901e-05,7.425326108932495
25,0.16303475424647332,0.0,0.0,0.0,0.0,0.0,0.0,0.05146994814276695,0.0,0.9485300630331039,0.03099999949336052,0.0,0.0,1.0,0.8970601111650467,-0.244970703125,-0.244970703125,0.0,0.007865016488358379,0.0,0.0,0.0,0.0,0.007179665286093951,10.0,0.0,1.0,0.0,1.0,7.564338553438001e-05,7.4169275760650635
26,0.14483443051576614,0.0,0.0,0.0,0.0,0.0,0.0,0.052017906494438645,0.0,0.9479820966720581,0.033499999437481165,0.0,0.0,1.0,0.8959641695022583,-0.24345703125,-0.24345703125,0.0,0.005973452446050942,0.0,0.0,0.0,0.0,0.007073045894503594,10.0,0.0,1.0,0.0,1.0,6.864507392531649e-05,7.529414892196655
27,0.14132139906287194,0.0,0.0,0.0,0.0,0.0,0.0,0.052096621319651606,0.0,0.9479033887386322,0.027499999664723874,0.0,0.0,1.0,0.895806759595871,-0.2431640625,-0.2431640625,0.0,0.005637029884383082,0.0,0.0,0.0,0.0,0.0068061712197959425,10.0,0.0,1.0,0.0,1.0,6.187090252474307e-05,10.972875833511353
28,0.13291779831051825,0.0,0.0,0.0,0.0,0.0,0.0,0.050569384917616846,0.0,0.9494306087493897,0.025499999430030583,0.0,0.0,1.0,0.8988612174987793,-0.242431640625,-0.242431640625,0.0,0.0050381247885525225,0.0,0.0,0.0,0.0,0.006682475563138723,10.0,0.0,1.0,0.0,1.0,5.536263635198487e-05,7.549173593521118
29,0.1277514174580574,0.0,0.0,0.0,0.0,0.0,0.0,0.04938017949461937,0.0,0.9506198197603226,0.02249999949708581,0.0,0.0,1.0,0.9012396335601807,-0.241455078125,-0.241455078125,0.0,0.004706688993610442,0.0,0.0,0.0,0.0,0.006614259607158601,10.0,0.0,1.0,0.0,1.0,4.916040103221507e-05,7.5430731773376465
30,0.12696311101317406,0.0,0.0,0.0,0.0,0.0,0.0,0.050684862025082114,0.0,0.9493151396512985,0.02149999961256981,0.0,0.0,1.0,0.8986302733421325,-0.2412109375,-0.2412109375,0.0,0.004446726792957633,0.0,0.0,0.0,0.0,0.006468550232239067,10.0,0.0,1.0,0.0,1.0,4.330243540863257e-05,7.539119243621826
31,0.12239183820784091,0.0,0.0,0.0,0.0,0.0,0.0,0.049384437315165994,0.0,0.9506155550479889,0.01749999960884452,0.0,0.0,1.0,0.9012311160564422,-0.2412109375,-0.2412109375,0.0,0.004199585830792785,0.0,0.0,0.0,0.0,0.006319323531351983,10.0,0.0,1.0,0.0,1.0,3.7824855787278e-05,10.459444999694824
32,0.12100204937160015,0.0,0.0,0.0,0.0,0.0,0.0,0.04993941485881805,0.0,0.9500605881214141,0.024499999638646842,0.0,0.0,1.0,0.9001211881637573,-0.2412109375,-0.2412109375,0.0,0.003977477399166674,0.0,0.0,0.0,0.0,0.006318152276799082,10.0,0.0,1.0,0.0,1.0,3.276143326799707e-05,7.5721166133880615
