epoch,loss,flow,kinetic_energy,ot_cost,terminal_swd,color,repulsive,plan_entropy,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec
1,6.637455463409424,0.0,0.3082412779331207,0.0,3.1497750282287598,3.0794389247894287,0.09999998658895493,0.0,0.0,0.4862499535083771,1.0,0.294921875,0.5173037648200989,0.0003,2.569042500035721,34.292099599966605,8.094234699980007,0.07716599999548635,42.4635002999421,49.14567971229553,2400,48.83440444917796
2,6.095941543579102,0.0,0.3164742887020111,0.0,2.8789520263671875,2.8005151748657227,0.09999998658895493,0.0,0.0,0.4862499535083771,1.0,0.302734375,0.45739883184432983,0.00029989591989249757,0.03676350001478568,5.111377200009883,1.0382207999937236,0.05941899999015732,6.209016999993764,9.696180582046509,2400,247.52014256457338
3,5.980047702789307,0.0,0.35179412364959717,0.0,2.802356481552124,2.7258963584899902,0.09999998658895493,0.0,0.0,0.4862499535083771,1.0,0.3203125,0.42327484488487244,0.00029958384005397226,0.039902500007883646,5.015319799997087,1.0233431000087876,0.05835890000889776,6.0970218000147725,9.607315301895142,2400,249.8096424009916
4,5.915991306304932,0.0,0.36524173617362976,0.0,2.745481252670288,2.705267906188965,0.09999998658895493,0.0,0.0,0.4862499535083771,1.0,0.328125,0.4110662043094635,0.000299064241688915,0.040450899985444266,4.999251099994581,1.0422229999967385,0.06127929998910986,6.102753399980429,9.592251777648926,2400,250.2019396104971
5,5.829493045806885,0.0,0.3828985393047333,0.0,2.6876885890960693,2.6589059829711914,0.09999998658895493,0.0,0.0,0.4862499535083771,1.0,0.33203125,0.39806488156318665,0.00029833792598034354,0.037479000027815346,5.0635555000044405,1.06311110000388,0.06081869997433387,6.187485299982654,9.788816452026367,2400,245.1777507282997
6,5.781223773956299,0.0,0.40293869376182556,0.0,2.638725519180298,2.6395604610443115,0.09999998658895493,0.0,0.0,0.4862499535083771,1.0,0.345703125,0.3891119956970215,0.00029740601285443605,0.03843460001371568,4.987474500019744,1.0176664000027813,0.060085400014941115,6.065226300037466,9.55912446975708,2400,251.06901867352605
7,5.726406097412109,0.0,0.4158153533935547,0.0,2.5887863636016846,2.6218044757843018,0.09999998658895493,0.0,0.0,0.4862499535083771,1.0,0.34765625,0.3839978277683258,0.00029626993925368627,0.0387688000118942,5.029101199987053,1.0656243999837898,0.0631336000005831,6.157859199971426,9.653236389160156,2400,248.6212813243666
8,5.672849178314209,0.0,0.41938316822052,0.0,2.5429484844207764,2.6105170249938965,0.09999998658895493,0.0,0.0,0.4862499535083771,1.0,0.35546875,0.38245078921318054,0.00029493145692124234,0.038720499993360136,5.067190100016887,1.0718918000202393,0.05969650000042748,6.198778400037554,9.752354145050049,2400,246.09442646400976
9,5.624096393585205,0.0,0.4266429543495178,0.0,2.504047155380249,2.5934066772460938,0.09999998658895493,0.0,0.0,0.4862499535083771,1.0,0.357421875,0.37970536947250366,0.0002933926296998457,0.03924590001406614,5.002233700011857,1.0761775000064517,0.06311170003027655,6.141522900048585,9.616019248962402,2400,249.58352701498256
10,5.577713966369629,0.0,0.43710559606552124,0.0,2.461913824081421,2.5786943435668945,0.09999998658895493,0.0,0.0,0.4862499535083771,1.0,0.359375,0.3767928183078766,0.0002916558303495353,0.0387663000219618,5.08146530000522,1.1189930000036838,0.061141799997130875,6.261600100006035,9.729315519332886,2400,246.67716811434664
