epoch,loss,flow,kinetic_energy,low_freq_anchor,ot_cost,terminal_swd,color,patch_nce,cycle,repulsive,semantic_attn_mean,semantic_k_abs,plan_entropy,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,velocity_max,endpoint_max,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec
1,6.301931858062744,0.0,0.13629789650440216,0.0,6.375,0.0,0.0,0.0,0.0,0.19988389313220978,1.0,0.5119547247886658,0.6009323596954346,3.0340797901153564,6.532738208770752,0.0002,1.7421682997519383,16.077255100099137,9.42955309987883,0.8620437998179113,26.36885199979588,60.33336663246155,10336,171.31482257512306
