epoch,loss,struct,cycle,stroke_gram,color_moment,delta_tv,delta_l2,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,compute_time_sec,epoch_time_sec
30,2.749192714691162,0.24518436193466187,0.36747196316719055,0.01719142496585846,0.1338576227426529,0.7799383997917175,0.7731285095214844,2.0,1.1439741849899292,1.0,0.00019565283120904635,1.1283786999965741,97.87742310000112,99.00838541984558
31,2.7614824771881104,0.24097682535648346,0.3631229102611542,0.01719718798995018,0.13553979992866516,0.7825727462768555,0.7720668315887451,2.0,1.1415609121322632,1.0,0.00019535036904803966,1.1161098999964452,97.92453779999732,99.04346489906311
32,2.7444775104522705,0.24058008193969727,0.36193668842315674,0.017146101221442223,0.13402274250984192,0.7865065932273865,0.7772621512413025,2.0,1.1389867067337036,1.0,0.00019503799895091072,1.1297309000005953,97.88655200000449,99.0203161239624
33,2.7524521350860596,0.2389291673898697,0.3602972626686096,0.017152858898043633,0.13501816987991333,0.7925030589103699,0.77828049659729,2.0,1.1554304361343384,1.0,0.00019471575517256078,1.1195035000018834,97.91155609999896,99.03459429740906
34,2.7433507442474365,0.23902878165245056,0.3564334809780121,0.017115479335188866,0.13439211249351501,0.7945274114608765,0.7826927304267883,2.0,1.1478651762008667,1.0,0.0001943836730506515,1.1120739000025424,97.93544700000439,99.05012202262878
35,2.7395143508911133,0.23620887100696564,0.3536638021469116,0.01708698272705078,0.13436642289161682,0.7992792129516602,0.7862672805786133,2.0,1.1519263982772827,1.0,0.00019404178900172975,1.1240839999986747,97.94944950000172,99.07632565498352
36,2.740053653717041,0.23506206274032593,0.3498530089855194,0.01709742285311222,0.13443607091903687,0.8030420541763306,0.7826820611953735,2.0,1.1533163785934448,1.0,0.0001936901405172342,1.1459018999948967,97.98800400000164,99.1364004611969
37,2.750739812850952,0.23763419687747955,0.34849005937576294,0.01706879213452339,0.13605977594852448,0.8059192299842834,0.7864140272140503,2.0,1.1518319845199585,1.0,0.00019332876615938395,1.1302338000004966,97.97614030000341,99.10977625846863
38,2.733767509460449,0.23773379623889923,0.34715571999549866,0.017040984705090523,0.13427694141864777,0.8095167279243469,0.7895764112472534,2.0,1.153813362121582,1.0,0.0001929577055569496,1.1355490999944777,97.94010459999981,99.07833337783813
39,2.741870403289795,0.23559679090976715,0.3407631516456604,0.017058320343494415,0.1353030651807785,0.8136081099510193,0.7893251180648804,2.0,1.151593565940857,1.0,0.00019257699940090765,1.1286071000008633,97.99548770000001,99.12664842605591
40,2.7468318939208984,0.23163659870624542,0.3417624831199646,0.017011091113090515,0.13652440905570984,0.8166323900222778,0.793474555015564,2.0,1.1464922428131104,1.0,0.0001921866894399783,1.1606504999954268,98.13343639999675,99.304452419281
41,2.7371938228607178,0.23118512332439423,0.3396443724632263,0.0169981699436903,0.13552433252334595,0.8203375935554504,0.794099748134613,2.0,1.1493960618972778,1.0,0.0001917868184760472,1.1335125000050539,98.01581019999503,99.15498471260071
42,2.7319867610931396,0.22896084189414978,0.33541351556777954,0.016999443992972374,0.1350155621767044,0.8238654136657715,0.7989795804023743,2.0,1.138655185699463,1.0,0.00019137743035947162,1.1474769000060405,98.01236720000179,99.16345071792603
43,2.725900411605835,0.22808466851711273,0.3379283547401428,0.016961008310317993,0.13464082777500153,0.8279178738594055,0.8007867932319641,2.0,1.1480441093444824,1.0,0.00019095856998427196,1.141970600010609,97.98486259999481,99.12990689277649
44,2.7374629974365234,0.22685067355632782,0.3352275788784027,0.01697758212685585,0.1359926164150238,0.8325165510177612,0.7989150285720825,2.0,1.1732045412063599,1.0,0.0001905302832832085,2.2923811000082424,97.6165848999999,99.91170406341553
45,2.7278201580047607,0.22977566719055176,0.33372676372528076,0.016941364854574203,0.13515605032444,0.834699809551239,0.8007950782775879,2.0,1.1551611423492432,1.0,0.00019009261722274432,1.128217600003154,98.03784260000702,99.1685950756073
46,2.722381114959717,0.22666962444782257,0.32884544134140015,0.01692132093012333,0.13489650189876556,0.8383107781410217,0.8043330907821655,2.0,1.1440731287002563,1.0,0.00018964561979789503,1.1462139999966894,97.94412349999857,99.09302258491516
47,2.7200822830200195,0.22575406730175018,0.3270780146121979,0.016908584162592888,0.13481804728507996,0.8394046425819397,0.804047167301178,2.0,1.146213412284851,1.0,0.00018918934002696547,1.141729399999349,97.95655250000436,99.1007559299469
48,2.7257816791534424,0.22537580132484436,0.32440540194511414,0.016901466995477676,0.13567812740802765,0.8460983633995056,0.807404100894928,2.0,1.1575802564620972,1.0,0.0001887238279461743,1.1357778000019607,97.99952479999956,99.13806819915771
49,2.7282395362854004,0.22466525435447693,0.3228934705257416,0.016914380714297295,0.13589602708816528,0.8459100723266602,0.8060645461082458,2.0,1.139784336090088,1.0,0.0001882491346041671,1.1371113000068362,97.96913359999144,99.10899090766907
50,2.7341649532318115,0.224136620759964,0.3214746117591858,0.01689697802066803,0.1368745118379593,0.8511224389076233,0.807365357875824,2.0,1.140618085861206,1.0,0.00018776531205641806,1.1352736999997433,97.95031960000779,99.08850240707397
51,2.720094680786133,0.22072285413742065,0.31923961639404297,0.01686396449804306,0.1356244832277298,0.8541738986968994,0.8069808483123779,2.0,1.143277883529663,1.0,0.00018727241335952173,1.1478399999996327,98.10837820000052,99.25875282287598
52,2.732556104660034,0.22211377322673798,0.31447312235832214,0.016874857246875763,0.13713547587394714,0.860502302646637,0.8134147524833679,2.0,1.1561076641082764,1.0,0.0001867704925653747,1.14811649999956,98.00246069999321,99.15302109718323
53,2.71926212310791,0.22039444744586945,0.31122928857803345,0.01684369146823883,0.13594739139080048,0.8610049486160278,0.8167170286178589,2.0,1.1455236673355103,1.0,0.00018625960471524818,1.1441316999989795,98.00003489999835,99.14682912826538
54,2.7231638431549072,0.22011399269104004,0.3089543282985687,0.01683599129319191,0.1365794539451599,0.8656573295593262,0.8174570798873901,2.0,1.152632474899292,1.0,0.00018573980583375214,1.144610699999248,98.00957240000298,99.15694451332092
55,2.722567558288574,0.2172485589981079,0.30724844336509705,0.0168580561876297,0.13636796176433563,0.8682572841644287,0.81830894947052,2.0,1.1574078798294067,1.0,0.0001852111529226915,1.1382349000023169,97.99697320000178,99.13769125938416
56,2.7222931385040283,0.2171490490436554,0.3040385842323303,0.01681797206401825,0.13686531782150269,0.870083212852478,0.8142061829566956,2.0,1.1636946201324463,1.0,0.00018467370395481536,1.153894400002173,97.9881244000062,99.14503026008606
57,2.703145980834961,0.2174653559923172,0.3011818528175354,0.016824617981910706,0.1344553679227829,0.8737853169441223,0.8193300366401672,2.0,1.1503498554229736,1.0,0.00018412751786745952,1.1379400999903737,97.9926798000024,99.13362908363342
58,2.699481248855591,0.2175835520029068,0.2997713088989258,0.016790876165032387,0.13440528512001038,0.8765976428985596,0.8233742117881775,2.0,1.1518102884292603,1.0,0.00018357265455608342,1.1720609000058175,98.1570720000027,99.33871603012085
59,2.705352544784546,0.21813808381557465,0.2982594072818756,0.01677512191236019,0.1353362500667572,0.8799155354499817,0.8230056762695312,2.0,1.147564172744751,1.0,0.00018300917486770195,1.1425269999963348,98.01720489999843,99.16520380973816
60,2.7080929279327393,0.21680089831352234,0.29542872309684753,0.016790786758065224,0.13560646772384644,0.8802158236503601,0.8223352432250977,2.0,1.1425200700759888,1.0,0.0001824371405942127,1.1493885999907434,97.95745670000633,99.11009359359741
61,2.705509901046753,0.21370697021484375,0.2923060655593872,0.016767462715506554,0.13569387793540955,0.8858016729354858,0.8266464471817017,2.0,1.1568325757980347,1.0,0.00018185661446562008,1.149058199994215,97.99070490000395,99.14227318763733
62,2.7102065086364746,0.2134745568037033,0.291370153427124,0.016773037612438202,0.1362442672252655,0.8884750604629517,0.826031506061554,2.0,1.1458653211593628,1.0,0.00018126766014315594,2.3428315999990446,97.63778650000131,99.98333954811096
63,2.710362195968628,0.21438196301460266,0.2889266312122345,0.016755327582359314,0.13649708032608032,0.8914484977722168,0.829102635383606,2.0,1.1552473306655884,1.0,0.0001806703422122987,1.1443978000015704,97.99380939999901,99.14112281799316
64,2.6985044479370117,0.21420927345752716,0.287484347820282,0.01677471213042736,0.13483281433582306,0.894990086555481,0.8302836418151855,2.0,1.1480767726898193,1.0,0.00018006472617569061,1.1438006999978825,98.05513289999999,99.20183229446411
65,2.701843500137329,0.21371912956237793,0.2863357961177826,0.016754742711782455,0.13551484048366547,0.8959607481956482,0.8288395404815674,2.0,1.1343261003494263,1.0,0.00017945087844595484,1.1393168000031437,97.9980805999985,99.1403636932373
66,2.7005317211151123,0.21313361823558807,0.28558123111724854,0.016738126054406166,0.13556361198425293,0.9014995098114014,0.8341658115386963,2.0,1.1540967226028442,1.0,0.0001788288663384123,1.133282799999506,97.95918710000387,99.09511637687683
67,2.7118144035339355,0.21277670562267303,0.2832706868648529,0.016731005162000656,0.1371217668056488,0.9009616374969482,0.8299678564071655,2.0,1.1480181217193604,1.0,0.00017819875806370002,1.1404059999895253,98.00861370000257,99.15178179740906
68,2.693877935409546,0.21110562980175018,0.2806392312049866,0.016712239012122154,0.1351926326751709,0.9049870371818542,0.8364462852478027,2.0,1.1498357057571411,1.0,0.00017756062272029108,1.1312470000057147,97.99224579999736,99.12613534927368
69,2.69516921043396,0.21138915419578552,0.2803564667701721,0.016707517206668854,0.13540224730968475,0.9085201621055603,0.8399338126182556,2.0,1.1420756578445435,1.0,0.0001769145302869169,1.134823100003814,98.02166740000303,99.15917634963989
70,2.7049853801727295,0.21445193886756897,0.2782696485519409,0.01672346144914627,0.13642442226409912,0.9096076488494873,0.837639570236206,2.0,1.1544909477233887,1.0,0.0001762605516148937,1.1483712000017476,97.96774440000354,99.1193699836731
71,2.6873016357421875,0.20909398794174194,0.27617698907852173,0.016676481813192368,0.13492536544799805,0.9121760129928589,0.8397924900054932,2.0,1.1517345905303955,1.0,0.00017559875842035252,1.1369158999987121,98.02751940000417,99.16747879981995
72,2.6839799880981445,0.20887146890163422,0.27427801489830017,0.0167069248855114,0.1342150866985321,0.916458785533905,0.8399389982223511,2.0,1.1409244537353516,1.0,0.0001749292232763748,1.1387554000048112,98.0546990999992,99.19599556922913
73,2.6913657188415527,0.2081565409898758,0.2724533677101135,0.016687825322151184,0.13541285693645477,0.9193746447563171,0.842509925365448,2.0,1.1536400318145752,1.0,0.00017425201960503416,1.1494592999924862,98.01994190000642,99.17249202728271
74,2.6973235607147217,0.21006770431995392,0.27084624767303467,0.016680482774972916,0.1362292617559433,0.9218493700027466,0.8436864614486694,2.0,1.1484591960906982,1.0,0.00017356722166934446,1.1404731000066022,98.03871530000197,99.18187952041626
75,2.6893539428710938,0.2068292647600174,0.26940181851387024,0.016694262623786926,0.13519182801246643,0.92460697889328,0.8437085151672363,2.0,1.1472864151000977,1.0,0.00017287490456511639,1.145770399999492,98.01927370000067,99.16748666763306
76,2.7013392448425293,0.21147020161151886,0.2691422998905182,0.01670968532562256,0.13640472292900085,0.9259571433067322,0.8470723628997803,2.0,1.15152108669281,1.0,0.00017217514421272208,1.1865388999958668,98.1618357999987,99.36027383804321
77,2.688760757446289,0.20919173955917358,0.26778385043144226,0.01665649376809597,0.13552065193653107,0.9271450042724609,0.8448147177696228,2.0,1.1493499279022217,1.0,0.0001714680173487698,1.1457376999996995,98.0212393000038,99.17332792282104
78,2.692389488220215,0.2083764523267746,0.26681241393089294,0.01666446588933468,0.13592223823070526,0.9321342706680298,0.8497869968414307,2.0,1.1505868434906006,1.0,0.0001707536015176887,1.1439102999947863,98.01107349999529,99.15788841247559
79,2.6984915733337402,0.20728911459445953,0.2647586166858673,0.016669942066073418,0.13670168817043304,0.9323081374168396,0.8500200510025024,2.0,1.1449155807495117,1.0,0.00017003197506322549,1.1410241999983555,98.01709090000077,99.16078066825867
80,2.682166337966919,0.2069654017686844,0.2638401389122009,0.016653988510370255,0.13486716151237488,0.9358356595039368,0.8501855731010437,2.0,1.1481842994689941,1.0,0.00016930321711985282,2.278430399996978,97.65873880000254,99.93998956680298
81,2.675597667694092,0.20731942355632782,0.26193690299987793,0.016622187569737434,0.1344371736049652,0.9397544264793396,0.8540427684783936,2.0,1.1610530614852905,1.0,0.0001685674076040916,1.1575540999938312,98.06680769999002,99.22704482078552
82,2.678724765777588,0.20641253888607025,0.2592260539531708,0.016641860827803612,0.13469630479812622,0.9405467510223389,0.8525406718254089,2.0,1.1702960729599,1.0,0.00016782462720574699,1.137309699997786,97.98269430000619,99.1226110458374
83,2.680790424346924,0.20651815831661224,0.2606300115585327,0.01663707010447979,0.13496902585029602,0.9421424865722656,0.8514079451560974,2.0,1.158475399017334,1.0,0.00016707495737906008,1.1316798999778257,97.98480089999794,99.11913704872131
84,2.6734325885772705,0.20546063780784607,0.2581559121608734,0.01661905087530613,0.13433381915092468,0.9466471672058105,0.8577569127082825,2.0,1.1588444709777832,1.0,0.00016631848033377535,1.1723564000076294,97.9436128999896,99.11915159225464
85,2.689373016357422,0.20341621339321136,0.256327360868454,0.016644256189465523,0.13614001870155334,0.946646511554718,0.8548018932342529,2.0,1.147053599357605,1.0,0.00016555527902612557,1.1522466999977041,98.00512109999727,99.16011071205139
86,2.6669673919677734,0.20364485681056976,0.25781598687171936,0.01660521700978279,0.13373427093029022,0.9473242163658142,0.8582606911659241,2.0,1.1528563499450684,1.0,0.0001647854371497346,1.1580974999978935,97.97410079999281,99.13615298271179
87,2.673811435699463,0.2046821415424347,0.2552182376384735,0.01661965809762478,0.13446201384067535,0.9508401155471802,0.8570296764373779,2.0,1.143013596534729,1.0,0.00016400903912643954,1.1509912999918015,98.00122080001711,99.15512156486511
88,2.6813809871673584,0.20478123426437378,0.25397753715515137,0.01663321815431118,0.13528122007846832,0.9528777003288269,0.8608858585357666,2.0,1.142752766609192,1.0,0.00016322617009703283,1.1505894000092667,98.04388519999702,99.1969702243805
89,2.6830410957336426,0.20603591203689575,0.2527817189693451,0.0165923573076725,0.1359420269727707,0.9567619562149048,0.8617938756942749,2.0,1.1539225578308105,1.0,0.00016243691591192566,1.1452101999948354,97.99465409999902,99.14258861541748
90,2.6776883602142334,0.2061355710029602,0.2531733214855194,0.016612282022833824,0.13503782451152802,0.955713152885437,0.8608421087265015,2.0,1.1509370803833008,1.0,0.00016164136312173355,1.153088300005038,97.99774410001191,99.1537733078003
91,2.6529273986816406,0.2059728056192398,0.25277891755104065,0.016576725989580154,0.13235290348529816,0.9586626291275024,0.8620200157165527,2.0,1.1480772495269775,1.0,0.00016083959896778498,1.372176799999579,98.52832459999445,99.90398716926575
92,2.6942620277404785,0.20263737440109253,0.2488807588815689,0.016607364639639854,0.13735392689704895,0.959892213344574,0.8638318181037903,2.0,1.1456677913665771,1.0,0.00016003171137255452,1.1342404000060924,98.00737660000414,99.14425492286682
93,2.6749095916748047,0.20575638115406036,0.2495514154434204,0.016580678522586823,0.13513676822185516,0.9628271460533142,0.8639576435089111,2.0,1.145949363708496,1.0,0.00015921778893002107,1.1639958999967348,97.94700150000426,99.11367154121399
94,2.6769988536834717,0.2032403200864792,0.24955759942531586,0.016579175367951393,0.13547813892364502,0.9624752402305603,0.8629952669143677,2.0,1.1487687826156616,1.0,0.00015839792089595247,1.1799260000061622,98.15521089999129,99.34660029411316
95,2.6824166774749756,0.20326745510101318,0.2473054826259613,0.016593847423791885,0.1360406130552292,0.9666481018066406,0.8645564913749695,2.0,1.1516305208206177,1.0,0.00015757219717811772,1.1529473000064172,98.00484849999884,99.16385841369629
96,2.674968957901001,0.20305657386779785,0.2465277761220932,0.016569769009947777,0.13540607690811157,0.9662061333656311,0.8621825575828552,2.0,1.153969407081604,1.0,0.0001567407083264276,1.1366472000026988,98.02978779999466,99.16889882087708
97,2.6816775798797607,0.20178118348121643,0.24503007531166077,0.01657501608133316,0.13625122606754303,0.9684668183326721,0.8687013387680054,2.0,1.1465398073196411,1.0,0.0001559035455230047,1.1442889999998442,98.00901309999063,99.15585970878601
98,2.6669301986694336,0.2010461688041687,0.24474191665649414,0.016551105305552483,0.13469834625720978,0.9719471335411072,0.8680418133735657,2.0,1.15925133228302,1.0,0.0001550608005721844,2.285462499998175,97.65602599999693,99.94433808326721
99,2.6711251735687256,0.20037716627120972,0.24381428956985474,0.016583193093538284,0.1349029242992401,0.9708418250083923,0.8679050207138062,2.0,1.1360437870025635,1.0,0.00015421256589044738,1.146252500004266,98.05527819999224,99.20410704612732
100,2.667412757873535,0.19887873530387878,0.24253936111927032,0.016546497121453285,0.13491371273994446,0.9762575626373291,0.8713709115982056,2.0,1.1476796865463257,1.0,0.0001533589344962853,1.1444525000006252,98.06438260000141,99.21130537986755
101,2.6584739685058594,0.2028445303440094,0.2421395182609558,0.016520274803042412,0.13400183618068695,0.9765863418579102,0.8712232708930969,2.0,1.1460624933242798,1.0,0.00015250000000000002,1.152258999993137,97.96985530000711,99.1250422000885
102,2.669041872024536,0.19987474381923676,0.2414676398038864,0.016520893201231956,0.13540609180927277,0.9773276448249817,0.8709231615066528,2.0,1.1632684469223022,1.0,0.00015163585659343841,1.1399834999792802,98.05877329998475,99.2013475894928
103,2.6568830013275146,0.1990533322095871,0.24060887098312378,0.016532957553863525,0.1337893307209015,0.9798539876937866,0.8712372779846191,2.0,1.1602667570114136,1.0,0.00015076659903966297,1.1518548999920313,98.08019040000909,99.234548330307
104,2.6668691635131836,0.19787155091762543,0.2396058887243271,0.016515595838427544,0.13528653979301453,0.9806827902793884,0.8714419603347778,2.0,1.1590917110443115,1.0,0.00014989232266256016,1.1398532000184787,98.65364199999385,99.79640197753906
105,2.6720242500305176,0.20012003183364868,0.2396363765001297,0.01654670014977455,0.13552042841911316,0.9830840229988098,0.8748846650123596,2.0,1.1495424509048462,1.0,0.0001490131233363869,1.158022699990397,101.46938540000156,102.62985920906067
106,2.6802477836608887,0.20016181468963623,0.2374453991651535,0.016540704295039177,0.136667862534523,0.9842514991760254,0.8775011301040649,2.0,1.1512153148651123,1.0,0.00014812909747525697,1.1427110999957222,98.08174360001794,99.2269299030304
107,2.6619958877563477,0.1978222280740738,0.23827160894870758,0.01651347056031227,0.13472911715507507,0.9855350255966187,0.87675940990448,2.0,1.1460715532302856,1.0,0.00014724034202256812,1.1363641000116331,98.0836324000029,99.22256278991699
108,2.6741576194763184,0.19840802252292633,0.23813511431217194,0.016514571383595467,0.13622497022151947,0.9859402775764465,0.8780868053436279,2.0,1.138185739517212,1.0,0.00014634695444037114,1.14182909999181,98.05204439999397,99.1963415145874
109,2.6688780784606934,0.1981995850801468,0.23843711614608765,0.01655321568250656,0.1351250857114792,0.9882142543792725,0.8783660531044006,2.0,1.1589243412017822,1.0,0.00014544903269868192,1.1466916000008496,98.05561869999838,99.20535683631897
110,2.670927047729492,0.19657346606254578,0.2353573888540268,0.016506381332874298,0.13602571189403534,0.988038182258606,0.8800501823425293,2.0,1.1513066291809082,1.0,0.00014454667526473812,1.1383659999919473,98.08675550000771,99.22776174545288
111,2.665954828262329,0.19592219591140747,0.23429515957832336,0.016509180888533592,0.13541319966316223,0.990105926990509,0.8783814907073975,2.0,1.1442179679870605,1.0,0.000143639981092201,1.1504204000066238,98.04877649999617,99.20189356803894
112,2.672969102859497,0.19603027403354645,0.2330155074596405,0.016538521274924278,0.1359855979681015,0.9927284717559814,0.8805539011955261,2.0,1.1501102447509766,1.0,0.00014272904961030414,1.1783170999988215,98.28501489999508,99.47454309463501
113,2.669893264770508,0.1982259899377823,0.23474837839603424,0.016504211351275444,0.13588674366474152,0.9942821264266968,0.8830913305282593,2.0,1.1524690389633179,1.0,0.00014181398071294978,1.1263870000038878,98.03082030002224,99.16412806510925
114,2.6700940132141113,0.19869676232337952,0.2340204119682312,0.016518983989953995,0.13575246930122375,0.9941226243972778,0.8813465237617493,2.0,1.1516376733779907,1.0,0.0001408948747477544,1.135204899994278,98.02109250000103,99.15904879570007
115,2.6664531230926514,0.19586122035980225,0.232472762465477,0.016486065462231636,0.1357749104499817,0.9960477948188782,0.8819647431373596,2.0,1.1464543342590332,1.0,0.00013997183250504444,1.1415679000056116,97.9977339999914,99.14190483093262
116,2.671435594558716,0.19690608978271484,0.2338654100894928,0.01650344766676426,0.13613931834697723,0.9975448250770569,0.8816821575164795,2.0,1.1496832370758057,1.0,0.00013904495520680353,2.3739026000039303,97.60460330001115,99.98141264915466
117,2.6673247814178467,0.19536398351192474,0.230485737323761,0.016502495855093002,0.13575871288776398,0.9977936744689941,0.8836535811424255,2.0,1.137783169746399,1.0,0.00013811434449557248,1.1610136000126658,97.75009910000881,98.91418743133545
118,2.6502444744110107,0.19538389146327972,0.2303960919380188,0.016482925042510033,0.13384100794792175,1.0014082193374634,0.8827847838401794,2.0,1.1565663814544678,1.0,0.00013718010242330273,1.1523684000094363,97.74166629997308,98.89697551727295
119,2.663928747177124,0.19587455689907074,0.2302069365978241,0.016493704169988632,0.1354239135980606,1.000117301940918,0.8866621851921082,2.0,1.1548407077789307,1.0,0.00013624233144016545,1.1361496000026818,98.04331810001713,99.18209075927734
