epoch,loss,gram,moment,code,push,cycle,nce,idt,w_cycle_eff,w_idt_eff,lr,epoch_time_sec
11,0.5929060459136963,0.002794658737257123,0.005238274866715073,0.0,8.593750098953024e-06,0.15531466618180276,0.0,0.0,0.05000000074505806,0.0,0.00017217514421272203,36.51504850387573
12,0.5565191012620926,0.0025882909004576503,0.004882208041381091,0.0,3.1152343435678634e-05,0.14387575298547745,0.0,0.0,0.10000000149011612,0.0,0.0001666975645913675,29.372101545333862
13,0.5245821815729141,0.0024047193373553455,0.004764825587626547,0.0,2.7832031082652976e-05,0.1317234892398119,0.0,0.0,0.15000000596046448,0.0,0.00016083959896778498,29.361128091812134
14,0.5015000528097153,0.0022842339565977456,0.004200708153657615,0.0,8.789062849245966e-07,0.11823983259499073,0.0,0.0,0.20000000298023224,0.0,0.00015463736364801516,26.663825035095215
15,0.4846811929345131,0.002177638958673924,0.004405393891502172,0.0,1.6113281017169356e-05,0.10837681271135807,0.0,0.0,0.25,0.0,0.00014812909747525697,29.401784658432007
16,0.473270742893219,0.0021121582214254885,0.004019241156056523,0.0,1.1035156403522705e-05,0.10240273624658584,0.0,0.0,0.30000001192092896,0.0,0.00014135492607468357,29.393244743347168
17,0.46095412969589233,0.0020386330725159496,0.004090093728154898,0.0,7.421874906867742e-06,0.09360630109906197,0.0,0.0,0.3499999940395355,0.0,0.00013435661446562004,29.37966775894165
18,0.44401574522256854,0.0019525426242034882,0.0037164875771850347,0.0,2.8320312412688507e-06,0.08729779697954655,0.0,0.0,0.4000000059604645,0.0,0.00012717730956631105,29.362210273742676
19,0.43866517454385756,0.0019101512583438306,0.003931885929778218,0.0,2.832031204889063e-06,0.08215517960488797,0.0,0.0,0.44999998807907104,0.0,0.00011986127417882196,26.62803339958191
20,0.429079010784626,0.001850376189686358,0.003769698904361576,0.0,5.664062482537701e-06,0.08028789833188058,0.0,0.0,0.5,0.0,0.0001124536140941453,29.364969730377197
21,0.41668506264686583,0.0017881935753393918,0.003622664816211909,0.0,6.835937529103831e-07,0.0744211946055293,0.0,0.0,0.550000011920929,0.0,0.00010500000000000002,29.3708279132843
22,0.41115341424942015,0.0017501156055368483,0.003665014507714659,0.0,2.7343750116415323e-06,0.07133292004466057,0.0,0.0,0.6000000238418579,0.0,9.754638590585476e-05,29.351174354553223
23,0.40040749371051787,0.001695659349206835,0.0035209329379722477,0.0,0.0,0.06718609534204006,0.0,0.0,0.6499999761581421,0.0,9.013872582117811e-05,29.61751627922058
24,0.3941341879963875,0.0016635317355394364,0.0035588536551222206,0.0,1.3671875058207661e-06,0.062329772263765335,0.0,0.0,0.699999988079071,0.0,8.282269043368901e-05,29.388638734817505
25,0.38475280821323393,0.0016121788462623954,0.003509939482901245,0.0,9.765624781721271e-08,0.05968953162431717,0.0,0.0,0.75,0.0,7.564338553438001e-05,26.30020809173584
26,0.37939470261335373,0.001580836958019063,0.0035599321755580603,0.0,7.812499825377017e-07,0.05678260914981365,0.0,0.0,0.800000011920929,0.0,6.864507392531649e-05,29.52406072616577
27,0.3732334557175636,0.0015495434461627155,0.0034485514438711107,0.0,0.0,0.05421412728726864,0.0,0.0,0.8500000238418579,0.0,6.187090252474307e-05,29.61929154396057
28,0.3636907780170441,0.0015021963359322398,0.0034335997910238804,0.0,0.0,0.0512039066106081,0.0,0.0,0.8999999761581421,0.0,5.536263635198487e-05,29.68882656097412
29,0.35597393751144407,0.0014580946194473654,0.0034294105716980994,0.0,0.0,0.049692590907216075,0.0,0.0,0.949999988079071,0.0,4.916040103221507e-05,29.235201835632324
30,0.3486306524276733,0.0014187101053539663,0.003319867441896349,0.0,0.0,0.04828929256647825,0.0,0.0,1.0,0.0,4.330243540863257e-05,26.748013496398926
31,0.3450529196858406,0.0014005350624211133,0.0035327003966085613,0.0,0.0,0.04728240579366684,0.0,0.0,1.0,0.0,3.7824855787278e-05,29.39943242073059
32,0.33673125118017194,0.001372283478267491,0.0033416408323682844,0.0,0.0,0.045566352009773256,0.0,0.0,1.0,0.0,3.276143326799707e-05,29.411073446273804
33,0.32874241948127747,0.001339769916376099,0.003221638365648687,0.0,0.0,0.04468024265021086,0.0,0.0,1.0,0.0,2.8143385534380006e-05,29.47982096672058
34,0.3215606498718262,0.0013064862613100558,0.0032918673451058566,0.0,0.0,0.04380405820906162,0.0,0.0,1.0,0.0,2.3999184386361246e-05,29.51369571685791
35,0.3171704551577568,0.0012907118897419424,0.0031900653126649557,0.0,0.0,0.0430777508020401,0.0,0.0,1.0,0.0,2.0354380202105065e-05,29.485416650772095
36,0.31409974336624147,0.0012737406766973435,0.003354322840459645,0.0,0.0,0.04257999163120985,0.0,0.0,1.0,0.0,1.723144441142776e-05,26.850391387939453
37,0.309801327586174,0.0012575189617928118,0.0032392590236850084,0.0,0.0,0.042101241052150726,0.0,0.0,1.0,0.0,1.4649630951960416e-05,29.619646310806274
38,0.3058894196152687,0.0012403631664346904,0.0032317708840128036,0.0,0.0,0.04165793154388666,0.0,0.0,1.0,0.0,1.2624857562220728e-05,29.491036891937256
39,0.30307059675455095,0.0012288197968155145,0.003180609419941902,0.0,0.0,0.04140358839184046,0.0,0.0,1.0,0.0,1.1169607643461924e-05,29.481781005859375
40,0.3021370166540146,0.001224853340536356,0.0031990993849467485,0.0,0.0,0.04117085032165051,0.0,0.0,1.0,0.0,1.0292853295352844e-05,29.47182011604309
