epoch,loss,style_swd,style_moment,structure,tv,identity,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec
1,197662.9790625,0.043021598048508164,0.6054905837774277,0.0031676531393895857,1976467.8225,0.08806669239886106,1.0,1.0,0.8959138488769531,0.0001,0.09030686899131979,11.99120942297668,12.575530529022217,5000,397.59753979848705
2,196114.91109375,0.04346056055277586,0.6115092009305954,0.003936066676396876,1960920.09125,0.21904721796512605,1.0,1.0,0.8977757239341736,9.999444846167473e-05,0.08805323700653389,10.420305344003282,10.510501384735107,5000,475.7146987546887
3,191340.9175,0.04390289939939976,0.6087348759174347,0.008570011886768043,1913090.11125,0.39301711589097976,1.0,1.0,0.9022105121612549,9.997779521645792e-05,0.08496337996984948,10.398701382990112,10.485623836517334,5000,476.8433502818356
4,187313.68265625,0.04587226655334234,0.6110875672101974,0.01792157635092735,1872708.1675,0.5947458010911941,1.0,1.0,0.9076907742023468,9.995004437328866e-05,0.08581897602562094,10.404548703983892,10.992972135543823,5000,454.83604782671904
5,182140.0753125,0.047565857023000715,0.6192180848121643,0.030936645064502954,1820866.23875,0.7858524990081787,1.0,1.0,0.8978514504432679,9.991120277927223e-05,0.08931168100752984,10.43730610797138,10.528748273849487,5000,474.8902595020363
6,178703.21734375,0.050324616804718975,0.6268799251317978,0.046896411310881375,1786397.655,0.9580898654460906,1.0,1.0,0.9007663881778717,9.986128001799077e-05,0.08903647999250097,10.473008793043846,10.564218997955322,5000,473.29575437310956
7,174126.86703125,0.05173697758466005,0.6288233697414398,0.06535462107509375,1740544.875,1.1123552042245866,1.0,1.0,0.896325312256813,9.98002884071386e-05,0.08859026402933523,10.515779046014359,11.106251955032349,5000,450.19688192238897
8,170667.188125,0.05168204188346863,0.6324857932329178,0.09194479845464229,1705849.865,1.2820425748825073,1.0,1.0,0.9094548302888871,9.972824299548309e-05,0.08958588003952173,10.559713117985666,10.651502847671509,5000,469.4173274424871
9,166846.74078125,0.05369378142058849,0.6305508029460907,0.11645741529762745,1667568.315,1.4038574481010437,1.0,1.0,0.904434021115303,9.96451615591515e-05,0.08856238800581195,10.533876478995808,10.624547958374023,5000,470.6082573667631
10,163666.3725,0.05494370471686125,0.6398556011915207,0.15128043733537197,1635674.25625,1.543830533027649,1.0,1.0,0.9127010816335678,9.955106459724507e-05,0.089322035008081,10.577242355000635,11.182708024978638,5000,447.11889006058095
11,161210.86171875,0.05558003034442663,0.650584545135498,0.17348152212798595,1611066.015,1.6242999470233916,1.0,1.0,0.8914873111248016,9.944597532678118e-05,0.08882427799835568,10.555313614975603,10.646329402923584,5000,469.64543466285687
12,158017.2121875,0.05713695708662272,0.6526049649715424,0.21569737359881402,1579045.6975,1.7432966220378876,1.0,1.0,0.8949974656105042,9.93299196769648e-05,0.09209483499580529,10.649074045017187,10.743494749069214,5000,465.3979097847268
13,155172.94234375,0.05806543845683336,0.6543467116355896,0.2635063973069191,1550521.45,1.8546991181373595,1.0,1.0,0.898964262008667,9.920292628279096e-05,0.09947627096698852,10.783346173015161,11.397820711135864,5000,438.68035186015123
14,152765.50046875,0.05842578455805778,0.6573843055963516,0.30290285930037497,1526385.4725,1.9366747760772705,1.0,1.0,0.9008357471227646,9.906502647797942e-05,0.10172700601469842,10.831666572976246,10.936001539230347,5000,457.2054952684187
15,150670.27703125,0.058537566773593425,0.6647793108224869,0.34914621472358703,1505363.19375,2.029328807592392,1.0,1.0,0.9024550241231918,9.89162542872436e-05,0.10293972999352263,10.85532684800637,10.960792064666748,5000,456.1714126589464
16,148204.899375,0.05908756669610739,0.6719753539562225,0.3964350175857544,1480643.23,2.111504966020584,1.0,1.0,0.9040920543670654,9.875664641789541e-05,0.10104429599596187,10.977913165992504,11.571068286895752,5000,432.1122195486916
17,146064.18359375,0.06022078547626734,0.6717612266540527,0.4380358511209488,1459182.7925,2.171931984424591,1.0,1.0,0.9002173882722855,9.858624225078837e-05,0.09851577600784367,10.981594401997427,11.082606554031372,5000,451.15740377711205
