batch_size,checkpoint_dir,elapsed_sec,log_path,max_iter,returncode,stage,status
4,G:\GitHub\Latent_Style\run_511\outputs\adain_smoke\checkpoints\adain,1.082,G:\GitHub\Latent_Style\run_511\outputs\adain_smoke\logs\adain_train.log,10,0,train,ok
