experiment,epoch,checkpoint,margin_mean,margin_pos_rate,diversity_lpips_across_styles_mean,identity_mse_latent_mean,content_lpips_mean,edge_sobel_l1_mean,hf_ratio_mean,patch_consistency_var_mean,delta_margin_mean,identity_degradation_ratio,delta_hf_ratio_pct,delta_diversity_lpips,is_effective,noise_shortcut,structure_break
E0_no_swd,1,/mnt/g/GitHub/Latent_Style/Thermal/unet_lite/epoch_0100.pt,-0.12583987414836884,0.25,0.418628270427386,0.36891624331474304,0.6900162398815155,0.251153889298439,0.0005565110797761009,1.2810126918338938e-05,,,,,,,
E1_p2,1,/mnt/g/GitHub/Latent_Style/Thermal/unet_lite/epoch_0100.pt,-0.12583987414836884,0.25,0.418628270427386,0.36891624331474304,0.6900162398815155,0.251153889298439,0.0005565110797761009,1.2810126918338938e-05,0.0,0.0,0.0,0.0,False,False,False
