src_style,tgt_style,src_image,gen_image,content_lpips,style_lpips,clip_dir,clip_style,clip_content,pred_style,class_correct
photo,photo,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_photo.jpg,0.53860915,0.7420695424079895,0.6016951203346252,0.8446755409240723,0.7892263,N/A,N/A
photo,photo,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_photo.jpg,0.46658367,0.7183640003204346,0.5489698648452759,0.747559666633606,0.64381844,N/A,N/A
photo,photo,2013-11-16 04_17_00.jpg,images/photo_2013-11-16 04_17_00_to_photo.jpg,0.56010634,0.7539430260658264,0.3985822796821594,0.6217904686927795,0.75609446,N/A,N/A
photo,photo,2013-11-12 10_29_19.jpg,images/photo_2013-11-12 10_29_19_to_photo.jpg,0.5000042,0.7310740351676941,0.4922007918357849,0.7227006554603577,0.7188921,N/A,N/A
photo,Hayao,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_Hayao.jpg,0.67252386,0.7234930992126465,0.6101003885269165,0.6624870896339417,0.70570374,N/A,N/A
photo,Hayao,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_Hayao.jpg,0.5503131,0.7062203884124756,0.6988702416419983,0.7211154103279114,0.60732037,N/A,N/A
photo,Hayao,2013-11-16 04_17_00.jpg,images/photo_2013-11-16 04_17_00_to_Hayao.jpg,0.5387671,0.7297069430351257,0.5921509265899658,0.6470472812652588,0.70976985,N/A,N/A
photo,Hayao,2013-11-12 10_29_19.jpg,images/photo_2013-11-12 10_29_19_to_Hayao.jpg,0.62706673,0.7161930203437805,0.6664378046989441,0.6736045479774475,0.63449854,N/A,N/A
photo,monet,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_monet.jpg,0.5445782,0.7161283493041992,0.6092042922973633,0.737168550491333,0.7858443,N/A,N/A
photo,monet,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_monet.jpg,0.44715,0.6977681517601013,0.38840922713279724,0.5082069039344788,0.60350907,N/A,N/A
photo,monet,2013-11-16 04_17_00.jpg,images/photo_2013-11-16 04_17_00_to_monet.jpg,0.571353,0.7411401867866516,0.4250492453575134,0.5510119199752808,0.7280704,N/A,N/A
photo,monet,2013-11-12 10_29_19.jpg,images/photo_2013-11-12 10_29_19_to_monet.jpg,0.53573686,0.7254012227058411,0.5196666717529297,0.6330068707466125,0.7431122,N/A,N/A
photo,vangogh,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_vangogh.jpg,0.58919334,0.7420063018798828,0.6125658750534058,0.7426335215568542,0.779877,N/A,N/A
photo,vangogh,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_vangogh.jpg,0.49322206,0.722356379032135,0.5323981046676636,0.6305849552154541,0.6642716,N/A,N/A
