src_style,tgt_style,src_image,gen_image,content_lpips,style_lpips,clip_dir,clip_style,clip_content,pred_style,class_correct
photo,photo,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_photo.jpg,0.52716374,0.7419037222862244,0.5667587518692017,0.8270262479782104,0.78067416,N/A,N/A
photo,photo,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_photo.jpg,0.44514233,0.7172546982765198,0.5104086995124817,0.6989481449127197,0.598463,N/A,N/A
photo,photo,2013-11-16 04_17_00.jpg,images/photo_2013-11-16 04_17_00_to_photo.jpg,0.5539203,0.7547547817230225,0.45396164059638977,0.6363168954849243,0.71468574,N/A,N/A
photo,photo,2013-11-12 10_29_19.jpg,images/photo_2013-11-12 10_29_19_to_photo.jpg,0.47329718,0.7297553420066833,0.4577796459197998,0.7195754647254944,0.7476826,N/A,N/A
photo,Hayao,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_Hayao.jpg,0.6590111,0.7317023873329163,0.6102397441864014,0.6617745757102966,0.7014005,N/A,N/A
photo,Hayao,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_Hayao.jpg,0.5328277,0.7078223824501038,0.6948189735412598,0.7132737636566162,0.58773303,N/A,N/A
photo,Hayao,2013-11-16 04_17_00.jpg,images/photo_2013-11-16 04_17_00_to_Hayao.jpg,0.49310428,0.7431285381317139,0.5259382724761963,0.596981406211853,0.7153959,N/A,N/A
photo,Hayao,2013-11-12 10_29_19.jpg,images/photo_2013-11-12 10_29_19_to_Hayao.jpg,0.5943477,0.7232964634895325,0.6430150270462036,0.649810254573822,0.6225628,N/A,N/A
photo,monet,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_monet.jpg,0.47642812,0.7168664336204529,0.569287896156311,0.715415894985199,0.7950959,N/A,N/A
photo,monet,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_monet.jpg,0.40076786,0.6945962309837341,0.4498327970504761,0.6147623658180237,0.7165532,N/A,N/A
photo,monet,2013-11-16 04_17_00.jpg,images/photo_2013-11-16 04_17_00_to_monet.jpg,0.5639337,0.742205798625946,0.401050329208374,0.5275523662567139,0.7152854,N/A,N/A
photo,monet,2013-11-12 10_29_19.jpg,images/photo_2013-11-12 10_29_19_to_monet.jpg,0.488922,0.7253446578979492,0.48032522201538086,0.6207918524742126,0.791296,N/A,N/A
photo,vangogh,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_vangogh.jpg,0.55986786,0.7458488345146179,0.6039803624153137,0.7326532602310181,0.75612193,N/A,N/A
photo,vangogh,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_vangogh.jpg,0.45829985,0.7216110229492188,0.5291524529457092,0.642335057258606,0.7026063,N/A,N/A
photo,vangogh,2013-11-16 04_17_00.jpg,images/photo_2013-11-16 04_17_00_to_vangogh.jpg,0.55926454,0.7550833821296692,0.41311150789260864,0.5298749208450317,0.68857455,N/A,N/A
photo,vangogh,2013-11-12 10_29_19.jpg,images/photo_2013-11-12 10_29_19_to_vangogh.jpg,0.5793626,0.7428128719329834,0.5595124959945679,0.6655203104019165,0.77510136,N/A,N/A
photo,cezanne,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_cezanne.jpg,0.5910914,0.7146880626678467,0.5942867994308472,0.7119079828262329,0.7402489,N/A,N/A
photo,cezanne,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_cezanne.jpg,0.4515781,0.6874275803565979,0.47049441933631897,0.5355044603347778,0.59208274,N/A,N/A
