src_style,tgt_style,src_image,gen_image,content_lpips,style_lpips,clip_dir,clip_style,clip_content,pred_style,class_correct
photo,photo,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_photo.jpg,0.5295262,0.7428629398345947,0.5977317690849304,0.8438698649406433,0.79083323,N/A,N/A
photo,photo,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_photo.jpg,0.45660743,0.7180021405220032,0.5273484587669373,0.7238383293151855,0.6231072,N/A,N/A
photo,photo,2013-11-16 04_17_00.jpg,images/photo_2013-11-16 04_17_00_to_photo.jpg,0.5562944,0.7563714385032654,0.39975422620773315,0.6257392764091492,0.7625655,N/A,N/A
photo,photo,2013-11-12 10_29_19.jpg,images/photo_2013-11-12 10_29_19_to_photo.jpg,0.48342294,0.7317595481872559,0.47260618209838867,0.7209891080856323,0.7356977,N/A,N/A
photo,Hayao,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_Hayao.jpg,0.6658834,0.7233521342277527,0.6103639602661133,0.6637600660324097,0.71150523,N/A,N/A
photo,Hayao,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_Hayao.jpg,0.5438322,0.7055068612098694,0.6785449981689453,0.7037596702575684,0.6114517,N/A,N/A
photo,Hayao,2013-11-16 04_17_00.jpg,images/photo_2013-11-16 04_17_00_to_Hayao.jpg,0.51470816,0.7348421216011047,0.5791666507720947,0.6408699750900269,0.728824,N/A,N/A
photo,Hayao,2013-11-12 10_29_19.jpg,images/photo_2013-11-12 10_29_19_to_Hayao.jpg,0.6208922,0.7185807824134827,0.6627464294433594,0.6676081418991089,0.62000483,N/A,N/A
photo,monet,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_monet.jpg,0.531305,0.7159947752952576,0.6037190556526184,0.7349286675453186,0.79219246,N/A,N/A
photo,monet,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_monet.jpg,0.43048006,0.6960208415985107,0.38977742195129395,0.5135363936424255,0.61052245,N/A,N/A
photo,monet,2013-11-16 04_17_00.jpg,images/photo_2013-11-16 04_17_00_to_monet.jpg,0.5684,0.7405307292938232,0.41528892517089844,0.5393680930137634,0.71796286,N/A,N/A
photo,monet,2013-11-12 10_29_19.jpg,images/photo_2013-11-12 10_29_19_to_monet.jpg,0.5275973,0.7282950282096863,0.5114092826843262,0.6294138431549072,0.7502597,N/A,N/A
photo,vangogh,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_vangogh.jpg,0.57842135,0.7435244917869568,0.6102675199508667,0.7400873899459839,0.7733902,N/A,N/A
photo,vangogh,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_vangogh.jpg,0.4844938,0.7218520045280457,0.5164761543273926,0.6134247779846191,0.65245974,N/A,N/A
photo,vangogh,2013-11-16 04_17_00.jpg,images/photo_2013-11-16 04_17_00_to_vangogh.jpg,0.5736258,0.7508417963981628,0.4950774908065796,0.6079262495040894,0.7291873,N/A,N/A
photo,vangogh,2013-11-12 10_29_19.jpg,images/photo_2013-11-12 10_29_19_to_vangogh.jpg,0.60132784,0.7421761155128479,0.6137017607688904,0.694797158241272,0.7328653,N/A,N/A
photo,cezanne,2013-11-17 23_58_45.jpg,images/photo_2013-11-17 23_58_45_to_cezanne.jpg,0.60006183,0.7068755030632019,0.5762957334518433,0.7025583386421204,0.75014865,N/A,N/A
photo,cezanne,2013-11-17 17_36_09.jpg,images/photo_2013-11-17 17_36_09_to_cezanne.jpg,0.47646916,0.6882146000862122,0.46836578845977783,0.5552484393119812,0.63671046,N/A,N/A
photo,cezanne,2013-11-16 04_17_00.jpg,images/photo_2013-11-16 04_17_00_to_cezanne.jpg,0.5645213,0.721821129322052,0.4275454580783844,0.5480390787124634,0.73168397,N/A,N/A
photo,cezanne,2013-11-12 10_29_19.jpg,images/photo_2013-11-12 10_29_19_to_cezanne.jpg,0.57973766,0.7154986262321472,0.518907904624939,0.6032688617706299,0.69634056,N/A,N/A
photo,photo,2013-11-10 19_30_53.jpg,images/photo_2013-11-10 19_30_53_to_photo.jpg,0.49585435,0.715458333492279,0.5644711256027222,0.8403472304344177,0.77831316,N/A,N/A
photo,photo,2013-11-23 13_03_15.jpg,images/photo_2013-11-23 13_03_15_to_photo.jpg,0.4611887,0.7179811596870422,0.6088164448738098,0.7684804797172546,0.65092546,N/A,N/A
photo,photo,2013-11-18 02_42_31.jpg,images/photo_2013-11-18 02_42_31_to_photo.jpg,0.50521326,0.7192361950874329,0.517139196395874,0.803461492061615,0.76512355,N/A,N/A
photo,photo,2013-11-11 22_03_00.jpg,images/photo_2013-11-11 22_03_00_to_photo.jpg,0.5024256,0.7246872782707214,0.5693420767784119,0.7801014184951782,0.6959962,N/A,N/A
photo,Hayao,2013-11-10 19_30_53.jpg,images/photo_2013-11-10 19_30_53_to_Hayao.jpg,0.63819677,0.7149977684020996,0.5503399968147278,0.6377621293067932,0.74990153,N/A,N/A
photo,Hayao,2013-11-23 13_03_15.jpg,images/photo_2013-11-23 13_03_15_to_Hayao.jpg,0.5614008,0.7042479515075684,0.68841153383255,0.6958751678466797,0.6181489,N/A,N/A
photo,Hayao,2013-11-18 02_42_31.jpg,images/photo_2013-11-18 02_42_31_to_Hayao.jpg,0.597951,0.7002003788948059,0.5832477807998657,0.663991391658783,0.74796283,N/A,N/A
photo,Hayao,2013-11-11 22_03_00.jpg,images/photo_2013-11-11 22_03_00_to_Hayao.jpg,0.60941184,0.7241101264953613,0.657318115234375,0.6850432753562927,0.6328028,N/A,N/A
photo,monet,2013-11-10 19_30_53.jpg,images/photo_2013-11-10 19_30_53_to_monet.jpg,0.5124592,0.7028862833976746,0.5623713731765747,0.7165007591247559,0.7522277,N/A,N/A
