epoch,loss,swd,repulsive,color,oob,identity,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,32.04423141479492,18.02203941345215,4.892360210418701,1.5891692638397217,7.169935997808352e-05,7.540594577789307,0.20205079019069672,1e-05,0.5689069996587932,0.006495600333437324,40.501054799417034,6.659864499000832,0.12766629923135042,0.03655930235981941,47.295081197982654,48.83361029624939,10240,209.69164347831295,216.51300178837164
2,20.366039276123047,11.798286437988281,2.5733938217163086,0.5086888670921326,0.005067864898592234,5.480597972869873,0.20400391519069672,2e-05,0.5401364001445472,0.005976600106805563,32.81381629919633,2.037535700481385,0.10473550041206181,0.03515970031730831,34.962064100196585,36.4362051486969,10240,281.03914659087985,292.888885812163
3,14.960867881774902,8.261107444763184,2.3010294437408447,0.16149471700191498,0.005312400404363871,4.231921672821045,0.20283202826976776,3e-05,0.5855670992750674,0.006659799721091986,32.75031179888174,2.1024466005619615,0.1028178003616631,0.035914799897000194,34.962235999526456,36.465410232543945,10240,280.8140628255212,292.8874457611548
4,13.655433654785156,7.525722026824951,2.242926597595215,0.1294649988412857,0.00407702149823308,3.7532436847686768,0.20126953721046448,4e-05,0.5593490987084806,0.006865899311378598,32.691849200520664,2.060433399863541,0.11345740058459342,0.03855549870058894,34.87260590028018,36.36287450790405,10240,281.6058999344007,293.6402295051236
5,12.877888679504395,7.111088752746582,2.1800050735473633,0.11149119585752487,0.0027407994493842125,3.472562551498413,0.20097656548023224,5e-05,0.5893424006644636,0.007567200344055891,32.533569200662896,2.105522600468248,0.11224399926140904,0.038207598961889744,34.75890300073661,36.25778365135193,10240,282.42211654374483,294.600781842367
6,12.3313570022583,6.830631256103516,2.162329912185669,0.09578949213027954,0.0024241008795797825,3.2401835918426514,0.19882813096046448,6e-05,0.5526773992460221,0.006418500794097781,32.6662243003957,2.1625551010947675,0.10663929977454245,0.03596649901010096,34.941837202059105,36.422632455825806,10240,281.143874277053,293.05843138083657
7,11.939753532409668,6.723419189453125,2.0795705318450928,0.1031532809138298,0.001864161342382431,3.0317447185516357,0.19921875,7e-05,0.5643337997607887,0.006642200285568833,32.67936599859968,2.049907299457118,0.10359330009669065,0.03464410128071904,34.839508798439056,36.32934355735779,10240,281.86581416845036,293.9191840861657
8,11.537956237792969,6.575860023498535,2.08308482170105,0.0862528383731842,0.001547509804368019,2.7912089824676514,0.19453124701976776,8e-05,0.564213000703603,0.006461700890213251,32.68263649917208,2.172527199378237,0.10639899922534823,0.03623850247822702,34.968024398665875,36.456557750701904,10240,280.8822508702936,292.8389629123767
9,11.23460578918457,6.501763820648193,2.0326430797576904,0.08856602758169174,0.0015735001070424914,2.610060214996338,0.20742188394069672,9e-05,0.5433022005017847,0.0064428988844156265,32.711649699369445,2.0760918997693807,0.10414480022154748,0.034825101494789124,34.89832929824479,36.391650676727295,10240,281.38322416214413,293.4237886429429
10,11.056360244750977,6.472233772277832,2.002553701400757,0.0887131318449974,0.0015636701136827469,2.4912946224212646,0.20058594644069672,0.0001,0.5596233999822289,0.007138099987059832,32.805925499415025,2.1609489005059004,0.10421419912017882,0.034995101392269135,35.078226699028164,36.574570178985596,10240,279.97594913319114,291.9189754903915
