probe_family,mode,encoder_mode,spatial_active,code_active,encoded_code_a_vs_b_mean_abs,forward_a_vs_b_mean_abs,predict_transport_base_a_vs_b_mean_abs,integrate_a_vs_b_mean_abs,style_code_override_active,style_code_content_router_active,style_code_content_router_bypassed,style_code_content_delta_abs,style_code_adapted_abs,style_spatial_source_target_latent,style_spatial_source_code_map,style_spatial_source_legacy_zero,style_spatial_code_map_primary,style_spatial_code_map_residual,style_spatial_code_map_abs,style_spatial_map_abs,cached_output_style_map_present,cached_output_style_map_abs
conditioning,none,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11752503365278244,0.0,1.0,0.0,1.0,0.0,0.07023283839225769,0.07023283839225769,1.0,0.07023283839225769
conditioning,spatial,none,1.0,0.0,0.0,0.026586372405290604,0.026586372405290604,0.026067931205034256,0.0,0.0,0.0,0.0,0.11752503365278244,1.0,0.0,0.0,0.0,1.0,0.07023283839225769,0.9557989835739136,1.0,0.9557989835739136
conditioning,code,residual,0.0,1.0,0.008780951611697674,0.004973988048732281,0.004973988048732281,0.004899240098893642,1.0,0.0,1.0,0.0,0.1685657501220703,0.0,1.0,0.0,1.0,0.0,0.07080211490392685,0.07080211490392685,1.0,0.07080211490392685
conditioning,both,residual,1.0,1.0,0.008780951611697674,0.027723409235477448,0.027723409235477448,0.02712390571832657,1.0,0.0,1.0,0.0,0.1685657501220703,1.0,0.0,0.0,0.0,1.0,0.07080211490392685,0.9619964361190796,1.0,0.9619964361190796
