epoch,loss,code,code_pred_norm,code_ref_norm,cycle,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
34,7.428798398971558,0.04531838204711676,30.580683517456055,30.60078956604004,0.17886826917529106,0.0081377540435642,2.115816042423248,0.04544350497424603,0.0,2.341542625427246,0.0,2.0,2.0,0.0,1.0,0.00016669756459136747,45.91742181777954
35,7.28577214717865,0.03976313998922706,30.420005435943605,30.439742851257325,0.15985355615615846,0.008100130436941981,2.106033898591995,0.04675271779298782,0.0,2.303736572265625,0.0,2.0,2.0,0.0,1.0,0.00016478543714973457,44.560752391815186
36,7.16622179031372,0.03756488891318441,29.791830081939697,29.8011385345459,0.15503498926758766,0.008053426654078067,2.0938909435272217,0.04733945585787296,0.0,2.2586612129211425,0.0,2.0,2.0,0.0,1.0,0.00016283233575582848,44.55824112892151
37,7.00260066986084,0.03488044107332826,29.524937839508056,29.539584350585937,0.14032841026782988,0.007977170119993389,2.0740642404556273,0.04906578280031681,0.0,2.2051131439208986,0.0,2.0,2.0,0.0,1.0,0.00016083959896778498,45.940213203430176
38,6.895039501190186,0.03752306656911969,29.421971969604492,29.43754819869995,0.13574645504355431,0.007963473172858358,2.0705030131340028,0.049615000411868095,0.0,2.151860656738281,0.0,2.0,2.0,0.0,1.0,0.00015880859250785916,44.5149610042572
39,6.739258918762207,0.03380428830161691,28.932863426208495,28.93918130874634,0.12536773577332497,0.00784702765289694,2.040227199792862,0.0497291636094451,0.0,2.10681037902832,0.0,2.0,2.0,0.0,1.0,0.00015674070832642762,44.55071711540222
40,6.601126117706299,0.02785450354218483,28.646577434539793,28.648207187652588,0.12583536230027675,0.007760703279636801,2.0177828526496886,0.05075849376618862,0.0,2.059368782043457,0.0,2.0,2.0,0.0,1.0,0.00015463736364801516,45.868863344192505
41,6.506388483047485,0.0292080151475966,28.782986583709718,28.789534969329836,0.1202844087034464,0.007765306592918932,2.018979707956314,0.051287904381752014,0.0,2.0137160301208494,0.0,2.0,2.0,0.0,1.0,0.00015250000000000002,44.81861186027527
42,6.413731436729432,0.02644964512437582,28.18468278884888,28.18819929122925,0.11533370651304722,0.007775352592580021,2.0215916693210603,0.05090071815997362,0.0,1.9769361877441407,0.0,2.0,2.0,0.0,1.0,0.00015033008222466285,44.37124061584473
43,6.315730581283569,0.030760614052414894,27.521073589324953,27.521277751922607,0.10661392964422703,0.007655940279364586,1.9905444741249085,0.051491473093628885,0.0,1.942966423034668,0.0,2.0,2.0,0.0,1.0,0.00014812909747525697,46.293381214141846
44,6.2310733890533445,0.02730514969676733,27.127665214538574,27.134972705841065,0.10148770041763783,0.007635743985883891,1.985293436050415,0.05196880139410496,0.0,1.9148231887817382,0.0,2.0,2.0,0.0,1.0,0.0001458985541967881,44.32232189178467
45,6.183912591934204,0.02830836994573474,26.79929096221924,26.79989469528198,0.10455879405140876,0.007650745529681444,1.989193834066391,0.05189406357705593,0.0,1.884289779663086,0.0,2.0,2.0,0.0,1.0,0.00014363998109220106,44.60108423233032
46,6.063359227180481,0.024527043160051106,26.256222553253174,26.26362771987915,0.09819796934723854,0.007540713092312217,1.9605854010581971,0.052154312953352926,0.0,1.8519805622100831,0.0,2.0,2.0,0.0,1.0,0.00014135492607468355,46.192193031311035
47,5.994475069046021,0.023721992392092942,26.02829278945923,26.036854209899904,0.09958507530391217,0.007526158802211285,1.9568012857437134,0.052128260172903534,0.0,1.8196795558929444,0.0,2.0,2.0,0.0,1.0,0.00013904495520680355,44.775649547576904
48,5.9054368019104,0.019268165342509747,26.105298976898194,26.104846630096436,0.09695391945540904,0.00749349963851273,1.9483099067211151,0.052667780220508574,0.0,1.790405411720276,0.0,2.0,2.0,0.0,1.0,0.00013671165162720825,44.82922124862671
49,5.847343635559082,0.02197173861786723,25.910967426300047,25.918097858428954,0.0899477481096983,0.007438270840793848,1.9339504194259645,0.05231698498129845,0.0,1.7704883956909179,0.0,2.0,2.0,0.0,1.0,0.00013435661446562,45.98355484008789
50,5.76986298084259,0.02043487725779414,25.586902141571045,25.592239360809327,0.08956933505833149,0.00738098565954715,1.919056270122528,0.052481021545827386,0.0,1.7424832439422608,0.0,2.0,2.0,0.0,1.0,0.0001319814577468727,44.71614456176758
51,5.749484114646911,0.02367910247296095,25.401102905273437,25.40325492858887,0.09518695652484893,0.007395416782237589,1.9228083682060242,0.05340907242149115,0.0,1.7173836326599121,0.0,2.0,2.0,0.0,1.0,0.0001295878092847395,44.651936531066895
52,5.7015600633621215,0.022530729472637175,25.46243745803833,25.46220533370972,0.08767361864447594,0.007447241926565766,1.9362828969955443,0.05311109997332096,0.0,1.696792402267456,0.0,2.0,2.0,0.0,1.0,0.00012717730956631105,46.00484275817871
53,5.608297696113587,0.020152585729956627,25.116825294494628,25.125877323150636,0.08356550060212613,0.007340864432044327,1.9086247551441193,0.05291036088019609,0.0,1.673055441379547,0.0,2.0,2.0,0.0,1.0,0.00012475161062768715,44.621312856674194
54,5.57367739200592,0.02091822313144803,24.928656253814697,24.930942707061767,0.08533827289938926,0.007352813333272934,1.9117314672470094,0.053006257861852646,0.0,1.6507919788360597,0.0,2.0,2.0,0.0,1.0,0.00012231237492175406,44.64069938659668
55,5.491663951873779,0.018129195207729935,24.904706115722657,24.906747226715087,0.07844329737126828,0.007327620796859264,1.905181405544281,0.052707172371447085,0.0,1.6258324050903321,0.0,2.0,2.0,0.0,1.0,0.00011986127417882198,45.919663429260254
56,5.466873435974121,0.019063918460160492,24.92526885986328,24.927745189666748,0.07748639099299907,0.007356116180308164,1.9125902080535888,0.0538374675065279,0.0,1.6076899099349975,0.0,2.0,2.0,0.0,1.0,0.00011739998826090493,44.5760862827301
57,5.426005129814148,0.01959030844271183,25.0312060546875,25.032786979675294,0.07493799604475498,0.007271738750860095,1.8906520676612855,0.05334648683667183,0.0,1.6002114367485047,0.0,2.0,2.0,0.0,1.0,0.00011493020401042712,44.73610186576843
58,5.364479494094849,0.017611643420532345,24.537766933441162,24.54183708190918,0.07371193669736385,0.007253934275358915,1.8860229110717774,0.0531783502176404,0.0,1.577114725112915,0.0,2.0,2.0,0.0,1.0,0.00011245361409414532,45.82482361793518
59,5.310158214569092,0.018121738508343695,24.432589206695557,24.43516357421875,0.07226298868656159,0.007230737721547484,1.8799918067455292,0.05293838135898113,0.0,1.5536383724212646,0.0,2.0,2.0,0.0,1.0,0.00010997191584307969,44.673338413238525
60,5.258545718193054,0.01756870372220874,24.564848594665527,24.568626136779784,0.07546627327799797,0.007160665830597281,1.8617731106281281,0.05302493073046208,0.0,1.5347576904296876,0.0,2.0,2.0,0.0,1.0,0.00010748681008924797,44.55926847457886
61,5.228398518562317,0.018996579125523567,24.340362663269044,24.34438854217529,0.0722923667728901,0.007146603078581393,1.8581167984008788,0.05304858058691025,0.0,1.5218067455291748,0.0,2.0,2.0,0.0,1.0,0.00010500000000000005,46.00210785865784
62,5.208858990669251,0.016681746365502476,24.434329051971435,24.438833255767822,0.07339882209897042,0.007175741358660162,1.8656927466392517,0.05276308968663215,0.0,1.5120577144622802,0.0,2.0,2.0,0.0,1.0,0.0001025131899107521,44.66897416114807
63,5.166249899864197,0.01635941612534225,24.258722248077394,24.26177635192871,0.06933794915676117,0.007137870406731963,1.855846301317215,0.05292374797165394,0.0,1.5002212715148926,0.0,2.0,2.0,0.0,1.0,0.00010002808415692038,45.21900820732117
64,5.146392869949341,0.01584682447835803,24.24996644973755,24.252890338897704,0.06911862820386887,0.007148985723033547,1.8587362933158875,0.05325547594577074,0.0,1.4897605419158935,0.0,2.0,2.0,0.0,1.0,9.754638590585476e-05,44.63289260864258
65,5.091703853607178,0.017370303058996797,24.5681023979187,24.568198013305665,0.06784538269042968,0.00711691212374717,1.8503971517086029,0.05314826659858227,0.0,1.4649190950393676,0.0,2.0,2.0,0.0,1.0,9.506979598957295e-05,46.04149079322815
66,5.058247017860412,0.0166119899507612,24.207703704833985,24.210467109680177,0.06619633696973323,0.007081670379266143,1.841234301328659,0.052790097929537295,0.0,1.4562959456443787,0.0,2.0,2.0,0.0,1.0,9.260001173909514e-05,44.7094612121582
67,5.02960253238678,0.015282641192898154,24.23687877655029,24.240757236480714,0.06504824131727219,0.007053891238756478,1.8340117204189301,0.05264148000627756,0.0,1.4495403957366944,0.0,2.0,2.0,0.0,1.0,9.013872582117809e-05,44.66712760925293
68,4.972929425239563,0.015160639127716423,24.430332679748535,24.432193088531495,0.06854239240288734,0.007001144820824265,1.8202976489067078,0.05275752287358046,0.0,1.4246946954727173,0.0,2.0,2.0,0.0,1.0,8.768762507824603e-05,46.17302894592285
69,4.955654010772705,0.014729653755202889,24.532291336059572,24.535304584503173,0.06390037823468447,0.006984057161025703,1.8158548665046692,0.0526901176199317,0.0,1.423849766254425,0.0,2.0,2.0,0.0,1.0,8.524838937231287e-05,44.95655632019043
70,4.9109790945053104,0.013857950977981091,24.347426147460936,24.348651371002198,0.06334667637944222,0.006952224280685187,1.8075783097743987,0.05274500153958797,0.0,1.4078927946090698,0.0,2.0,2.0,0.0,1.0,8.282269043368901e-05,44.490381717681885
71,4.87550308227539,0.015080756666138768,24.254073581695557,24.25653009414673,0.06254382599145174,0.006919008507393301,1.7989422082901,0.05281880438327789,0.0,1.3927562999725343,0.0,2.0,2.0,0.0,1.0,8.041219071526055e-05,46.24978065490723
72,4.8761604166030885,0.014499770002439618,24.45517572402954,24.455089054107667,0.06260744653642178,0.006964011085219681,1.8106428742408753,0.05331043243408203,0.0,1.3878413534164429,0.0,2.0,2.0,0.0,1.0,7.801854225312735e-05,44.77360558509827
73,4.859842267036438,0.015961833503097295,24.541151218414306,24.541663818359375,0.06477916721254587,0.006940810899250209,1.804610832929611,0.053205989114940164,0.0,1.3777069020271302,0.0,2.0,2.0,0.0,1.0,7.564338553438001e-05,44.50033712387085
74,4.817399573326111,0.015614495556801557,24.49825803756714,24.501788368225096,0.06231143444776535,0.006879733810201287,1.7887307906150818,0.053001437112689016,0.0,1.3677925300598144,0.0,2.0,2.0,0.0,1.0,7.328834837279178e-05,46.428518295288086
75,4.795962696075439,0.014530321480706335,24.283308391571044,24.28351821899414,0.060723419785499576,0.006886488776654005,1.790487082004547,0.053217936232686044,0.0,1.3597358131408692,0.0,2.0,2.0,0.0,1.0,7.095504479319648e-05,44.78592848777771
76,4.751958780288696,0.012597384434193372,24.54538017272949,24.548678493499757,0.059228493459522726,0.006826420510187745,1.774869327545166,0.05272515997290611,0.0,1.3513963174819947,0.0,2.0,2.0,0.0,1.0,6.864507392531649e-05,44.60873508453369
77,4.723943724632263,0.013620994836091995,24.380233936309814,24.38319049835205,0.059448453970253466,0.006821273458190263,1.7735311019420623,0.05328850883990526,0.0,1.3352273511886597,0.0,2.0,2.0,0.0,1.0,6.636001890779901e-05,46.118006229400635
78,4.7288823366165165,0.014134827079251408,24.547135829925537,24.55007085800171,0.05979785561561585,0.00685699469409883,1.7828186178207397,0.053647314049303535,0.0,1.3313170433044434,0.0,2.0,2.0,0.0,1.0,6.4101445803212e-05,44.74129271507263
79,4.705728445053101,0.012088633831590414,24.39610439300537,24.39747486114502,0.05741813983768225,0.006801785947754979,1.7684643435478211,0.05306365720927715,0.0,1.3339729857444764,0.0,2.0,2.0,0.0,1.0,6.187090252474308e-05,44.791186809539795
80,4.671972899436951,0.011658100541681052,24.70989803314209,24.709390659332275,0.05704841863363981,0.006777442386373877,1.7621350228786468,0.053908389247953895,0.0,1.3206459450721741,0.0,2.0,2.0,0.0,1.0,5.9669917775337215e-05,46.23023724555969
81,4.65542920589447,0.012133830077946186,24.770704879760743,24.77363344192505,0.05704173948615789,0.006771964724175632,1.7607108283042907,0.053971465043723583,0.0,1.3120783257484436,0.0,2.0,2.0,0.0,1.0,5.7500000000000036e-05,66.6347427368164
82,4.6447562313079835,0.014034614926204085,24.762190189361572,24.764700107574463,0.05787704601883888,0.006749462857842445,1.7548603475093842,0.05400774490088225,0.0,1.3049939203262328,0.0,2.0,2.0,0.0,1.0,5.5362636351984876e-05,61.44695234298706
