epoch,loss,flow,kinetic_energy,ot_cost,terminal_swd,color,repulsive,plan_entropy,bridge_sigma,identity_ratio,t_mean,velocity_abs,endpoint_abs,lr,data_time_sec,forward_time_sec,backward_time_sec,optimizer_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec
1,5.755497455596924,0.0890965685248375,0.44548290967941284,0.0,1.8414263725280762,3.3685879707336426,0.1000000387430191,0.0,0.0,0.19966892898082733,0.9999999403953552,0.2333984375,0.547890841960907,0.0003,3.2530365997517947,70.89355580037227,8.89978060030262,0.34540949994698167,80.13874590062187,95.96003675460815,10272,107.04456091724789
2,5.452950477600098,0.09700525552034378,0.4850262701511383,0.0,1.7597376108169556,3.108184814453125,0.1000000387430191,0.0,0.0,0.19966892898082733,0.9999999403953552,0.2431640625,0.5357906222343445,0.00029993338564937377,0.10009560026810504,21.540801999915857,5.784976000024471,0.3307251001824625,27.65650310012279,40.181681871414185,10272,255.6388762638541
3,5.389328479766846,0.10124074667692184,0.5062036514282227,0.0,1.7169241905212402,3.0662002563476562,0.1000000387430191,0.0,0.0,0.19966892898082733,0.9999999403953552,0.2490234375,0.5320343971252441,0.0002997336083378167,0.10035190003691241,21.320168499980355,5.741610300086904,0.32744229974923655,27.389221099816496,39.67438292503357,10272,258.9076185358542
4,5.3625383377075195,0.10245625674724579,0.5122811198234558,0.0,1.7027767896652222,3.0474798679351807,0.1000000387430191,0.0,0.0,0.19966892898082733,0.9999999403953552,0.2490234375,0.53133225440979,0.00029940086522141585,0.09797630019602366,21.280075799993938,5.693610000133049,0.32618329994147643,27.299869100068463,39.62023568153381,10272,259.2614562559902
5,5.343101978302002,0.10319153219461441,0.5159577131271362,0.0,1.6943774223327637,3.0327677726745605,0.1000000387430191,0.0,0.0,0.19966892898082733,0.9999999403953552,0.2490234375,0.5306850075721741,0.0002989354846774546,0.09675270007574,21.30112250012462,5.69855479997932,0.3278441000729799,27.32752140017692,39.65354919433594,10272,259.04364700517755
6,5.325546741485596,0.10470496863126755,0.5235248804092407,0.0,1.6850394010543823,3.0169837474823,0.1000000387430191,0.0,0.0,0.19966892898082733,0.9999999403953552,0.251953125,0.5299127101898193,0.00029833792598034364,0.09639740016427822,21.32000109986984,5.760411399998702,0.32835419999901205,27.408766699867556,39.76183772087097,10272,258.33816012503445
7,5.31096076965332,0.10572022944688797,0.5286011695861816,0.0,1.6776409149169922,3.004720449447632,0.1000000387430191,0.0,0.0,0.19966892898082733,0.9999999403953552,0.251953125,0.5294597148895264,0.00029760877884837304,0.09928630001377314,21.371937800198793,5.738437199994223,0.3220477999129798,27.432422800105996,39.807228803634644,10272,258.0435842613114
8,5.298834323883057,0.10650034248828888,0.5325018167495728,0.0,1.6703369617462158,2.99599552154541,0.1000000387430191,0.0,0.0,0.19966892898082733,0.9999999403953552,0.251953125,0.5293148756027222,0.000296748762861731,0.09844190016156062,21.485313100070925,5.730049100005999,0.3278650000866037,27.54322720016353,39.99733591079712,10272,256.81710459188645
9,5.289241313934326,0.10702575743198395,0.5351287722587585,0.0,1.6642311811447144,2.989880084991455,0.1000000387430191,0.0,0.0,0.19966892898082733,0.9999999403953552,0.251953125,0.5288836359977722,0.00029575872675236523,0.0960956999915652,21.54374049999751,5.718746500060661,0.3289087000011932,27.591395700059365,40.17046070098877,10272,255.71028613438733
10,5.28251314163208,0.10795696079730988,0.5397849082946777,0.0,1.6589051485061646,2.983823299407959,0.1000000387430191,0.0,0.0,0.19966892898082733,0.9999999403953552,0.251953125,0.5284448266029358,0.00029463964756638736,0.09629980000318028,21.300408299983246,5.746351999958279,0.32487749989377335,27.371637799835298,39.74083876609802,10272,258.474665329983
