epoch,loss,swd,color,identity,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec,gradcos_swd_color,gradcos_swd_identity,gradcos_color_identity
1,24.78973960876465,0.3282290995121002,0.7993512749671936,0.043969590216875076,0.20079365372657776,9.374999999999999e-05,2.8963454000477213,0.010047600109828636,62.92864780002856,17.0287365000695,0.9979919999022968,5.26312479985063,80.96542390011018,89.19644165039062,10080,113.00899243838676,124.49758816104071,0.271785571680639,-0.6157431058579399,-0.0025008842358514687
2,23.62619400024414,0.29659849405288696,0.6483721137046814,0.1035371944308281,0.20178571343421936,0.00018749999999999998,0.08675649994984269,0.009786599985091016,56.860336699930485,8.713802300015232,0.9917195998714305,5.254439700162038,66.57564519980224,71.91787457466125,10080,140.15987068048693,151.4067189247449,0.5568756865970208,-0.5855354636367291,-0.4353715332975073
3,22.046674728393555,0.27474886178970337,0.5690109133720398,0.1086675152182579,0.20218253135681152,0.00028125,0.09455789998173714,0.009766400093212724,56.9274754000071,8.784108400112018,0.9269735000270884,5.288156599650392,66.64832370023942,72.03258633613586,10080,139.93666634378874,151.24161329752678,0.46694018889783734,0.0017024581390919567,-0.10180673527524255
4,21.33370590209961,0.27785852551460266,0.5825735926628113,0.06997319310903549,0.201884925365448,0.00037499999999999995,0.08719160000327975,0.009932399960234761,57.00278870004695,8.735757999966154,0.9770453000674024,5.280186199903255,66.72552440004074,72.09416389465332,10080,139.81714268479863,151.0666284099499,0.47840929523824843,0.12326146171693624,-0.19289197953640733
5,20.489049911499023,0.2690671682357788,0.5750429630279541,0.05879233404994011,0.20099204778671265,0.00046875,0.08549139997921884,0.01033580009243451,56.888918200012995,8.758488499937812,1.0037452999968082,5.266753899981268,66.66148780004005,72.01581144332886,10080,139.9692622769684,151.2117465820189,0.5853472037726917,0.0076862979029628225,0.3266715413472182
6,20.507925033569336,0.2746645212173462,0.5649942755699158,0.048123523592948914,0.20208331942558289,0.0005625,0.08611449995078146,0.010329000069759786,56.99996360001387,8.755820899968967,0.9680808998818975,5.263888800051063,66.7341943999345,72.08524250984192,10080,139.83444667781703,151.04700207499462,0.6358743224505463,0.05901333390312592,0.2128381435091041
7,19.521753311157227,0.2624427378177643,0.5289772748947144,0.04521205276250839,0.20267857611179352,0.0006,0.0855679000960663,0.01020830002380535,56.978268499922706,8.760682900057873,0.9465614999935497,5.268340000126045,66.69572119999793,72.05117225646973,10080,139.90056905833177,151.13413302441825,0.7570248725427612,-0.22881411118747672,-0.21009751376377744
8,19.77211570739746,0.2650904059410095,0.5421624779701233,0.04623517766594887,0.2006944715976715,0.0005972352670192229,0.08544729999266565,0.00992799995583482,56.95777830001316,8.761456999956863,0.9682490999985021,5.286958900105674,66.69741239992436,72.07143640518188,10080,139.8612335590311,151.13030082125692,0.5186293837596838,-0.17289983905534034,-0.30712740049623716
9,19.475513458251953,0.26177534461021423,0.5401169061660767,0.04273644834756851,0.20178571343421936,0.0005940567070430561,0.09067869998398237,0.010004600073443726,57.020773300057044,8.763338599994313,0.9618991999595892,5.313142899947707,66.75601570008439,72.16112780570984,10080,139.6873955066208,150.99762761885827,0.5393037151718236,-0.32649563873887544,-0.2628811462067033
10,19.822858810424805,0.26803892850875854,0.5600477457046509,0.037611398845911026,0.20119048655033112,0.000590469221180596,0.09058939994429238,0.010021400055848062,56.99624120001681,8.755068100057542,0.9236473000200931,5.277557799825445,66.6849780001503,72.05558252334595,10080,139.89200624023945,151.15848129960065,0.4165374626194015,-0.008871307156115013,-0.303726761588862
