batch_idx,batch_size,encode_ms,model_ms,decode_ms,e2e_ms
0,4,10.995899996487424,5.956599983619526,12.653800018597394,29.606299998704344
1,4,11.12079998711124,5.961299990303814,12.649100011913106,29.73119998932816
2,4,10.989900009008124,5.994699982693419,12.650900025619194,29.635500017320737
3,4,11.00100000621751,5.9815999993588775,12.641599983908236,29.624199989484623
4,4,11.028400011127815,6.053999997675419,12.61150001664646,29.693900025449693
5,4,9.252399991964921,6.245700002182275,10.74610001523979,26.244200009386986
6,4,9.179699991364032,6.075400015106425,10.643199988408014,25.89829999487847
7,4,9.344300022348762,7.046199985779822,10.89120001415722,27.281700022285804
8,4,9.3044999812264,6.475700007285923,10.806700011016801,26.586899999529123
9,4,9.306799998739734,6.333500001346692,10.959999985061586,26.600299985148013
10,4,9.306099993409589,7.988099998328835,11.44540001405403,28.739600005792454
11,4,9.258300007786602,6.580799992661923,11.072499997681007,26.91159999812953
12,4,9.256100020138547,6.548199977260083,10.941000015009195,26.745300012407824
13,4,9.34460002463311,6.5122999949380755,10.995699994964525,26.85260001453571
14,4,9.15189998340793,6.47170000593178,10.791000007884577,26.414599997224286
15,4,9.269200003473088,6.631199998082593,10.976799996569753,26.877199998125434
16,4,9.253399999579415,6.506300007458776,11.126500001410022,26.886200008448213
17,4,9.309500019298866,7.2422999946866184,11.152399994898587,27.704200008884072
18,4,9.216500009642914,6.334799982141703,10.983500018483028,26.534800010267645
19,4,9.147999982815236,6.380100006936118,10.934799996903166,26.46289998665452
20,4,9.196999977575615,6.34870000067167,10.777100018458441,26.322799996705726
21,4,9.167000011075288,6.941999978153035,10.969199996907264,27.078199986135587
22,4,9.355800022603944,6.738199997926131,11.00389999919571,27.097900019725785
23,4,9.285900014219806,6.769200001144782,11.063799989642575,27.118900005007163
24,4,9.286899992730469,6.603900023037568,10.99209999665618,26.882900012424216
25,4,9.259500016923994,6.463099998654798,10.982000007061288,26.70460002264008
26,4,9.225699992384762,6.710299989208579,10.886000003665686,26.821999985259026
27,4,9.197400009725243,6.557799992151558,10.876699991058558,26.63189999293536
28,4,9.358199982671067,6.634899997152388,10.866399999940768,26.859499979764223
29,4,9.27479998790659,6.427000014809892,11.025199986761436,26.726999989477918
30,4,9.174400009214878,6.353599979775026,10.844400007044896,26.3723999960348
31,4,9.28379999822937,6.4984000055119395,10.902499983785674,26.684699987526983
32,4,9.159799985354766,6.806100020185113,10.924799978965893,26.890699984505773
33,4,9.256599994841963,6.718400021782145,10.850399994524196,26.825400011148304
34,4,9.333800000604242,6.811300001572818,10.933399986242875,27.078499988419935
35,4,9.408500016434118,6.623799999943003,10.890400008065626,26.922700024442747
36,4,9.280899976147339,6.569100019987673,10.951599979307503,26.801599975442514
37,4,9.448700002394617,6.199600000400096,10.73730000643991,26.385600009234622
38,4,9.250100003555417,6.101799983298406,10.633199999574572,25.985099986428395
39,4,9.223300003213808,6.062000000383705,10.688799986382946,25.97409998998046
40,4,9.212399978423491,5.939299997407943,10.728000022936612,25.879699998768046
41,4,9.11620000260882,5.952400009846315,10.74319999315776,25.811800005612895
42,4,9.167400014121085,6.012099998770282,10.617399995680898,25.796900008572266
43,4,9.2898000148125,6.301099987467751,10.644300025887787,26.235200028168038
44,4,9.267699992051348,6.00940000731498,10.683200001949444,25.960300001315773
45,4,9.250899980543181,6.0375000175554305,10.619399981806055,25.907799979904667
46,4,9.272600000258535,6.087799993110821,10.72680001379922,26.087200007168576
47,4,9.33410000288859,6.742700003087521,10.99060001433827,27.06740002031438
48,4,9.208399977069348,6.443400023272261,10.954199999105185,26.605999999446794
49,4,9.18289998662658,6.9426000118255615,11.031199974240735,27.156699972692877
50,4,9.349100000690669,6.81980000808835,10.923599998932332,27.09250000771135
51,4,9.32370001100935,6.41090000863187,10.910999990301207,26.645600009942427
52,4,9.204300004057586,6.273900013184175,10.965099994791672,26.443300012033433
53,4,9.251699986634776,6.53680000687018,10.918799991486594,26.70729998499155
54,4,9.146099997451529,6.68650001171045,10.921599983703345,26.754199992865324
55,4,9.14310000371188,6.719800003338605,11.073999979998916,26.9368999870494
56,4,9.318500000517815,6.753499998012558,10.992300027282909,27.06430002581328
57,4,9.314299997640774,6.433400005334988,11.051800014683977,26.79950001765974
58,4,9.266999986721203,6.450400018366054,10.933299985481426,26.650699990568683
59,4,9.197399980621412,6.587900017620996,14.563499978976324,30.348799977218732
60,4,9.315400006016716,6.369699985953048,10.866800002986565,26.55189999495633
61,4,9.275599993998185,6.477099988842383,10.861400020075962,26.61410000291653
62,2,102.06390000530519,20.138299994869158,30.4249000037089,152.62710000388324
