epoch,loss,semigroup,swd,moment,identity,identity_ratio,delta_tv,delta_l2,output_tv,train_num_steps,train_step_size,train_style_strength,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,3.137789249420166,0.012155850417912006,0.40138331055641174,0.45285528898239136,0.008775613270699978,0.5031586289405823,0.009142499417066574,0.006307689007371664,1.1448450088500977,1.0,1.0,0.795878529548645,0.0002,1.1533051998994779,0.012865999771747738,53.59964130006847,5.677847099985229,0.4690501001023222,43.472596099978546,59.75940449992777,104.39059948921204,23744,227.45343082787602,397.32658313267996
2,2.6741349697113037,0.05590887367725372,0.3173068165779114,0.3825141191482544,0.007047948427498341,0.49713605642318726,0.027321431785821915,0.04807509481906891,1.1436094045639038,1.0,1.0,0.7990797162055969,0.00019986980580168453,1.1458553998090792,0.013403099932475016,47.95495679989108,2.6849937002407387,0.2391055999614764,43.961619399808114,50.89245920002577,96.00305676460266,23744,247.32545816973052,466.5524200093671
3,2.4761545658111572,0.06592317670583725,0.2857562303543091,0.35188809037208557,0.005383498966693878,0.5007158517837524,0.039494384080171585,0.08086653053760529,1.1453711986541748,1.0,1.0,0.803360641002655,0.00019947958005998598,1.153099900111556,0.013756300031673163,47.99583039994468,2.7053942001075484,0.23400999984005466,43.953265600139275,50.948990899923956,96.05845308303833,23744,247.18282710085234,466.0347453522468
4,2.411729574203491,0.06509242951869965,0.27733224630355835,0.34155988693237305,0.005127989687025547,0.49941036105155945,0.04515630751848221,0.09302542358636856,1.1479008197784424,1.0,1.0,0.8028660416603088,0.00019883039235653812,1.1471742001594976,0.013604800042230636,47.97582480011624,2.6798902000300586,0.22867309986031614,43.96541170019191,50.89799290004885,96.01305651664734,23744,247.29969924333278,466.50169578646023
5,2.3862717151641846,0.06067979708313942,0.2771514356136322,0.3374629616737366,0.004487435333430767,0.4978941082954407,0.04904022812843323,0.09897774457931519,1.1460801362991333,1.0,1.0,0.7963443398475647,0.00019792402206971158,1.1504708996799309,0.01326950007933192,47.94467330008047,2.688128399895504,0.23164160022861324,43.962925399653614,50.877712800283916,95.99405670166016,23744,247.34864652916957,466.68764559454604
6,2.3644258975982666,0.05517404526472092,0.2739269435405731,0.33562904596328735,0.003804493695497513,0.5037482976913452,0.05301901698112488,0.10423936694860458,1.1474497318267822,1.0,1.0,0.8006795048713684,0.00019676295349746153,1.1556351002363954,0.013449199992464855,47.94517500002985,2.7067923999857157,0.2341408999345731,43.928592500131344,50.8995574999426,95.9868311882019,23744,247.3672659684432,466.48735600553647
7,2.349324941635132,0.052504584193229675,0.27400755882263184,0.3326205909252167,0.00407904339954257,0.5008422136306763,0.055987440049648285,0.10628105700016022,1.1494553089141846,1.0,1.0,0.8013409376144409,0.00019535036904803964,1.1381968999339733,0.013050599984126166,47.73747589997947,2.6955419000878464,0.23196539978380315,43.75323630028288,50.67803379983525,95.57142162322998,23744,248.44246948220226,468.52646442011707
8,2.3273191452026367,0.047666843980550766,0.2723446190357208,0.32930341362953186,0.00414302060380578,0.5002526640892029,0.05983581766486168,0.1110406368970871,1.1492254734039307,1.0,1.0,0.8123241662979126,0.00019369014051723418,1.1368196000985336,0.012843100033933297,47.22817790013505,2.662359600130003,0.22693790012272075,43.28663869964657,50.13031850042171,94.55745887756348,23744,251.10657881304337,473.6455045622792
9,2.301666021347046,0.045738253742456436,0.2693527638912201,0.3262970447540283,0.0035452311858534813,0.5032850503921509,0.06262937933206558,0.11154428124427795,1.148758888244629,1.0,1.0,0.8109637498855591,0.0001917868184760471,1.1457855999760795,0.014244400168536231,47.979621399979806,2.701288500102237,0.2351156995864585,43.94515950026107,50.93026999983704,96.02498936653137,23744,247.26896776179964,466.2060499596011
10,2.2931666374206543,0.04490986838936806,0.26561349630355835,0.3260551393032074,0.0035110884346067905,0.4958726763725281,0.06588860601186752,0.11383889615535736,1.148956060409546,1.0,1.0,0.7947540283203125,0.00018964561979789498,1.1955671000760049,0.013736099994275719,48.061506599828135,2.90135989987175,0.24298440001439303,43.74252900033025,51.219586999708554,96.16058993339539,23744,246.92028217012842,463.57265629914406
