batch_size,checkpoint_dir,elapsed_sec,log_path,n_epochs,returncode,stage,status
1,G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_smoke\cast\checkpoints\run511_cast,0.298,G:\GitHub\Latent_Style\Related_Works\run_511\outputs\review_baseline_suite_smoke\cast\logs\cast_train.log,1,1,train,failed
