epoch,loss_total,loss_style_swd,loss_style_swd_weighted,loss_mse,loss_mse_weighted,loss_layout,loss_mse_raw,learning_rate,epoch_time
1,8.621665,1.004541,4.078847,1.63e-05,0.00
2,7.224550,0.999478,3.151748,3.12e-05,0.00
3,6.536098,1.001425,2.687084,4.60e-05,0.00
4,6.209224,1.006371,2.466878,6.09e-05,0.00
5,5.956480,1.015619,2.296030,7.57e-05,0.00
6,5.768424,1.025749,2.169063,9.06e-05,0.00
7,5.638166,1.034385,2.083338,1.05e-04,0.00
8,5.540609,1.039782,2.020291,1.20e-04,0.00
9,5.479045,1.043290,1.979687,1.35e-04,0.00
10,5.391145,1.044376,1.922487,1.50e-04,0.00
