run_name,source,checkpoint,source_style,target_style,top_layer_name,top_layer_stage,top_layer_max_ma_ratio,top_layer_mean_ma_ratio,num_layers,stem_max,stem_mean,hires_max,hires_mean,body_max,body_mean,skip_max,skip_mean,decoder_max,decoder_mean,output_max,output_mean,other_max,other_mean
photo -> Hayao,I:\Github\Latent_Style\Cycle-NCE\45\45_04_micro_rebel\ma_probe_epoch_0030.json,I:\Github\Latent_Style\Cycle-NCE\45\45_04_micro_rebel\epoch_0030.pt,photo,Hayao,dec_post,decoder,229.37399291992188,16.668048858642578,25,10.273634910583496,8.972690343856812,15.037968635559082,10.98806349436442,8.025465965270996,6.829850673675537,12.811076164245605,9.75602638721466,229.37399291992188,45.50296330451965,,,,
