epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,edge,stroke_gram,color_moment,push,delta_tv,style_spatial_tv,nce,semigroup,semigroup_samples,train_num_steps,train_step_size,train_style_strength,heavy_loss_slot_id,path_teacher_active,path_cycle_active,path_stroke_active,path_nce_active,path_semigroup_active,w_cycle_eff,w_struct_eff,w_edge_eff,w_nce_eff,w_semigroup_eff,transfer_ratio,lr,data_time_sec,compute_time_sec,epoch_time_sec
1,4.4628472328186035,0.0,0.0,0.0,0.0,0.0,0.23371419310569763,0.246940478682518,0.029722413048148155,0.20833663642406464,0.0,0.052404314279556274,0.09035540372133255,0.0,0.0,0.0,2.0,1.1357307434082031,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.0002,0.40399270000489196,41.54803760003415,41.9549458026886
2,3.7385056018829346,0.0,0.0,0.0,0.0,0.0,0.4332144260406494,0.616641104221344,0.025583310052752495,0.1454780250787735,0.0,0.14851826429367065,0.08848944306373596,0.0,0.0,0.0,2.0,1.1466675996780396,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00019981253920068581,0.3976902000285918,32.206439300003694,32.60560083389282
3,3.4622843265533447,0.0,0.0,0.0,0.0,0.0,0.5320264101028442,0.8965197205543518,0.02212717942893505,0.13684093952178955,0.0,0.230380117893219,0.08646335452795029,0.0,0.0,0.0,2.0,1.1552815437316895,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.0001992508966248754,0.4024389000114752,32.461054899999,32.8653028011322
4,3.387331008911133,0.0,0.0,0.0,0.0,0.0,0.5618166923522949,1.0041370391845703,0.020749839022755623,0.13817603886127472,0.0,0.2651502192020416,0.085297591984272,0.0,0.0,0.0,2.0,1.1403316259384155,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00019831728881922545,0.38857350001489976,32.132995299994946,32.52333950996399
5,3.394003391265869,0.0,0.0,0.0,0.0,0.0,0.5703966021537781,1.0375357866287231,0.020397813990712166,0.1414998173713684,0.0,0.2764929533004761,0.08478467911481857,0.0,0.0,0.0,2.0,1.1612355709075928,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00019701540030721995,0.384430300022359,32.074379299985594,32.460275173187256
6,3.3043317794799805,0.0,0.0,0.0,0.0,0.0,0.5755684971809387,1.0573498010635376,0.01990310475230217,0.1349818855524063,0.0,0.28393054008483887,0.08434989303350449,0.0,0.0,0.0,2.0,1.1501083374023438,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00019535036904803958,0.39463329998397967,32.142918199970154,32.539053201675415
7,3.2987213134765625,0.0,0.0,0.0,0.0,0.0,0.5775034427642822,1.0698575973510742,0.019721616059541702,0.13580331206321716,0.0,0.2893160879611969,0.08403504639863968,0.0,0.0,0.0,2.0,1.1696559190750122,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00019332876615938386,0.384660299969255,32.10673079999833,32.493104219436646
8,3.3007431030273438,0.0,0.0,0.0,0.0,0.0,0.5787467360496521,1.0819065570831299,0.01956941932439804,0.1372838169336319,0.0,0.29447683691978455,0.08374477922916412,0.0,0.0,0.0,2.0,1.1564760208129883,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00019095856998427185,0.3843052000083844,32.15525210001215,32.54105067253113
9,3.2527642250061035,0.0,0.0,0.0,0.0,0.0,0.5822162628173828,1.091119408607483,0.019320810213685036,0.13365009427070618,0.0,0.29787325859069824,0.08350709080696106,0.0,0.0,0.0,2.0,1.136383295059204,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.000188249134604167,0.39282470000034664,32.127668899978744,32.52193737030029
10,3.2949905395507812,0.0,0.0,0.0,0.0,0.0,0.5804515480995178,1.0985621213912964,0.019361015409231186,0.1382398158311844,0.0,0.30198025703430176,0.08338360488414764,0.0,0.0,0.0,2.0,1.1642720699310303,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999989867210388,0.3000001311302185,0.0,0.0,1.0,0.00018521115292269142,0.3841960999998264,32.142415500034986,32.52819490432739
