epoch,loss,distill,code,code_pred_norm,code_ref_norm,cycle,struct,gram,gram_w,moment,push,nce,idt,w_cycle_eff,w_struct_eff,w_nce_eff,w_idt_eff,transfer_ratio,lr,epoch_time_sec
1,6.224100874316308,0.29119223705492914,0.10024476338238004,2.973153170558714,3.2545488027314984,0.0,0.0,0.022311173255495247,2.6773408002430394,0.061409254918896386,0.11104018936863037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,110.23407769203186
2,7.101156980760636,0.6071235378903728,0.05356589734794632,1.3444721198851062,3.5729309945337233,0.0,0.0,0.005077323697943,0.60927884352784,0.02153542760248867,0.16330837458372116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001999923018098721,52.16158318519592
3,7.026404011634089,0.6242290768892534,0.044526332042991154,1.148635131697501,2.0949325840319357,0.0,0.0,0.003163217349098094,0.37958608207202726,0.027375023526650284,0.17167173446186126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019996920845512174,50.8287718296051
4,6.982579515826318,0.6406239886437693,0.03135171157097624,1.1414318113557753,2.1340297402874118,0.0,0.0,0.001921859243133616,0.23062310956658855,0.022564264540109905,0.17518111330366903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019993072358245745,52.20977520942688
5,6.923982112638412,0.645016897109247,0.01979312709262294,1.1240608442214228,2.139985592134537,0.0,0.0,0.0015068022081733592,0.18081626572435902,0.020115893108830336,0.17359257020777272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019987685326908672,52.20997381210327
6,6.900675219874228,0.64600546273493,0.018884462146689335,1.1620648493689876,2.1607194369839084,0.0,0.0,0.0013713626023907695,0.16456351260985097,0.01902740394636508,0.16246441343138296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001998076060217565,50.88224387168884
7,6.8466889089153655,0.6442805730527447,0.016501200956202323,1.202177591862217,2.1532173291329415,0.0,0.0,0.0012741672859016445,0.15290007511934928,0.01764844306143782,0.14968138716874585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019972299277540986,52.128769874572754
8,6.829990613845087,0.6447933402753645,0.01679929888116256,1.2621507173584354,2.1155776939084454,0.0,0.0,0.0012193763480266376,0.14632516162049386,0.016642161712591207,0.13525052789238193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019962302689145934,50.93785285949707
9,6.808335665733583,0.6458446969909053,0.01584049061151041,1.3294134764902052,2.1731388165104772,0.0,0.0,0.001134167286387134,0.1361000743364134,0.015276211073562022,0.11987425332828876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001995077241556768,52.13744926452637
10,6.792359363648199,0.6466346306185569,0.015357714326631638,1.4097698369333822,2.104967563383041,0.0,0.0,0.0010989130537528845,0.13186956623629217,0.014361876453603468,0.10398885475531701,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019937710277570083,50.93913388252258
11,6.762023745044585,0.6467177377593133,0.014710980197114329,1.5022667252248334,2.1573763451268597,0.0,0.0,0.0010261913524910568,0.12314296255428944,0.012975474451518348,0.08690852978296819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001992311833781616,52.24570894241333
12,6.732775480516495,0.646310837999467,0.015046949888910017,1.6091019299722487,2.16370605268786,0.0,0.0,0.0009717283992945488,0.11660740776888785,0.011788192633239011,0.06929542436715096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019906998900542347,51.10561180114746
13,6.69952884797127,0.6456716459605002,0.01488932860534518,1.7216873774605412,2.179579242583244,0.0,0.0,0.0009208216501827983,0.11049859790552047,0.010721008939247939,0.05131443926403599,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0001988935451119466,52.35815715789795
14,6.6820430524887575,0.6468416370691792,0.014092972607261712,1.8375183891865514,2.210669873222228,0.0,0.0,0.0008719843716525863,0.10463812490624766,0.009808535394709437,0.032999601996233384,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019870187956026712,51.111417055130005
15,6.634211274885362,0.644563746548468,0.01429183921596456,1.9661534486278411,2.207251964076873,0.0,0.0,0.0008318584826361809,0.099823018235545,0.00882354520276309,0.013936323769983926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00019849502261659754,52.74663233757019
16,6.676794113651399,0.644143545819867,0.013397005799737188,2.054926949162637,2.236865774277718,0.0,0.5650903145151753,0.000797287859548364,0.09567454349129431,0.008337759769581739,0.0016097763507190166,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,1.0,0.00019827300694604718,51.102094650268555
17,6.717366649258521,0.6428439285485975,0.012278884191126112,2.078415028510555,2.2886509568460527,0.0,0.5580757760232494,0.0007525308943924404,0.09030370768760482,0.007689428369274303,0.00019104041557036202,0.0,0.0,0.0,0.23999999463558197,0.0,0.0,1.0,0.0001980358676074641,52.37789344787598
18,6.764851447074644,0.6410987247382441,0.013098021420920569,2.09184088630061,2.3130724699266496,0.0,0.5507325467563444,0.0007391192587918692,0.08869431143806826,0.007214173768466759,8.573329830172742e-05,0.0,0.0,0.0,0.36000001430511475,0.0,0.0,1.0,0.00019778364204789888,52.52635049819946
19,6.823354136559271,0.6408425526272866,0.013393446855667618,2.0991155985862977,2.3243968948241203,0.0,0.5431452114735881,0.0007224801816083791,0.0866976221122088,0.0069257000183326105,9.610885929010837e-05,0.0,0.0,0.0,0.47999998927116394,0.0,0.0,1.0,0.0001975163700966913,50.96687602996826
