source_root,period,method,dataset_or_setting,dataset_key,resolution,variant_or_run,scope,images,clip_style,content_lpips,clip_content,ssim_y,edge_f1,musiq,hf_patch_kid,plain_kid,aggregate_art_fid,train_time_value,train_time_unit,train_time_label,infer_time_value,infer_time_unit,infer_time_label,params_m,hardware,status,source_path,source_kind,validity_class,note
I:\,2026-03-25,,unclassified_curated_experiments,unclassified_curated_experiments,,epoch_100000,full_eval_or_summary,,,,,,,,,,,,,,,,,,,summary_found,I:\Github\Latent_Style\StarGAN\runs\stargan_v2_baseline_4070\full_eval\epoch_100000\summary.json,remote_summary_json_curated,summary_evidence,Remote curated summary.json after experiment-path filter.
I:\,2026-03-25,,unclassified_curated_experiments,unclassified_curated_experiments,,epoch_10000,full_eval_or_summary,,,,,,,,,,,,,,,,,,,summary_found,I:\Github\Latent_Style\StarGAN\runs\stargan_v2_baseline_4070\full_eval\epoch_10000\summary.json,remote_summary_json_curated,summary_evidence,Remote curated summary.json after experiment-path filter.
I:\,2026-03-25,,unclassified_curated_experiments,unclassified_curated_experiments,,epoch_10000_openai_full,full_eval_or_summary,,,,,,,,,,,,,,,,,,,summary_found,I:\Github\Latent_Style\StarGAN\runs\stargan_v2_baseline_4070\full_eval\epoch_10000_openai_full\summary.json,remote_summary_json_curated,summary_evidence,Remote curated summary.json after experiment-path filter.
I:\,2026-03-25,,unclassified_curated_experiments,unclassified_curated_experiments,,epoch_10000_openai_full_matched,full_eval_or_summary,,,,,,,,,,,,,,,,,,,summary_found,I:\Github\Latent_Style\StarGAN\runs\stargan_v2_baseline_4070\full_eval\epoch_10000_openai_full_matched\summary.json,remote_summary_json_curated,summary_evidence,Remote curated summary.json after experiment-path filter.
I:\,2026-05-30,,unclassified_curated_experiments,unclassified_curated_experiments,,epoch_0060,full_eval_or_summary,,,,,,,,,,,,,,,,,,,summary_found,I:\Github\Latent_Style_TokenizerClean\final_works\trial_0016\full_eval\epoch_0060\summary.json,remote_summary_json_curated,summary_evidence,Remote curated summary.json after experiment-path filter.
I:\,2026-05-30,,unclassified_curated_experiments,unclassified_curated_experiments,,logs,train_or_eval_log,,,,,,,,,,,,s,,,,,,,log_found,I:\Github\Latent_Style_TokenizerClean\final_works\trial_0016\logs\training_20260324_224547.csv,remote_training_log_curated,log_evidence,Remote curated train/eval log after experiment-path filter.
I:\,2026-05-30,,unclassified_curated_experiments,unclassified_curated_experiments,,epoch_0060,full_eval_or_summary,,,,,,,,,,,,,,,,,,,summary_found,I:\Github\Latent_Style_TokenizerClean\final_works\trial_0019\full_eval\epoch_0060\summary.json,remote_summary_json_curated,summary_evidence,Remote curated summary.json after experiment-path filter.
I:\,2026-05-30,,unclassified_curated_experiments,unclassified_curated_experiments,,logs,train_or_eval_log,,,,,,,,,,,,s,,,,,,,log_found,I:\Github\Latent_Style_TokenizerClean\final_works\trial_0019\logs\training_20260325_031327.csv,remote_training_log_curated,log_evidence,Remote curated train/eval log after experiment-path filter.
I:\,2026-05-30,,unclassified_curated_experiments,unclassified_curated_experiments,,epoch_0060,full_eval_or_summary,,,,,,,,,,,,,,,,,,,summary_found,I:\Github\Latent_Style_TokenizerClean\final_works\trial_0044\full_eval\epoch_0060\summary.json,remote_summary_json_curated,summary_evidence,Remote curated summary.json after experiment-path filter.
I:\,2026-05-30,,unclassified_curated_experiments,unclassified_curated_experiments,,logs,train_or_eval_log,,,,,,,,,,,,s,,,,,,,log_found,I:\Github\Latent_Style_TokenizerClean\final_works\trial_0044\logs\training_20260325_151521.csv,remote_training_log_curated,log_evidence,Remote curated train/eval log after experiment-path filter.
I:\,2026-05-30,,unclassified_curated_experiments,unclassified_curated_experiments,,logs,train_or_eval_log,,,,,,,,,,,,s,,,,,,,log_found,I:\Github\Latent_Style_TokenizerClean\o20_d3\logs\training_20260509_203215.csv,remote_training_log_curated,log_evidence,Remote curated train/eval log after experiment-path filter.
