source_root,period,method,dataset_or_setting,dataset_key,resolution,variant_or_run,scope,images,clip_style,content_lpips,clip_content,ssim_y,edge_f1,musiq,hf_patch_kid,plain_kid,aggregate_art_fid,train_time_value,train_time_unit,train_time_label,infer_time_value,infer_time_unit,infer_time_label,params_m,hardware,status,source_path,source_kind,validity_class,note
G:/GitHub/Latent_Style,,CUT,photo_monet_5x5,photo_monet_5x5,,web,,60,,,,,,,,,,,,,,,,,,train=; infer=,Related_Works/runs/cut_5x5/checkpoints/cut_to_Hayao/web/images,Related_Works repro_data_inventory.csv,indexed_curated_evidence,inventory_source=legacy_runs_images; checkpoints=
G:/GitHub/Latent_Style,,CUT,photo_monet_5x5,photo_monet_5x5,,web,,60,,,,,,,,,,,,,,,,,,train=; infer=,Related_Works/runs/cut_5x5/checkpoints/cut_to_cezanne/web/images,Related_Works repro_data_inventory.csv,indexed_curated_evidence,inventory_source=legacy_runs_images; checkpoints=
G:/GitHub/Latent_Style,,CUT,photo_monet_5x5,photo_monet_5x5,,web,,60,,,,,,,,,,,,,,,,,,train=; infer=,Related_Works/runs/cut_5x5/checkpoints/cut_to_monet/web/images,Related_Works repro_data_inventory.csv,indexed_curated_evidence,inventory_source=legacy_runs_images; checkpoints=
G:/GitHub/Latent_Style,,CUT,photo_monet_5x5,photo_monet_5x5,,web,,60,,,,,,,,,,,,,,,,,,train=; infer=,Related_Works/runs/cut_5x5/checkpoints/cut_to_photo/web/images,Related_Works repro_data_inventory.csv,indexed_curated_evidence,inventory_source=legacy_runs_images; checkpoints=
G:/GitHub/Latent_Style,,CUT,photo_monet_5x5,photo_monet_5x5,,web,,60,,,,,,,,,,,,,,,,,,train=; infer=,Related_Works/runs/cut_5x5/checkpoints/cut_to_vangogh/web/images,Related_Works repro_data_inventory.csv,indexed_curated_evidence,inventory_source=legacy_runs_images; checkpoints=
G:/GitHub/Latent_Style,,CUT,photo_monet_5x5,photo_monet_5x5,,infer_5x5,,1250,,,,,,,,,,,,,,,,,,train=; infer=,Related_Works/runs/cut_5x5/cut_repo/infer_5x5/images,Related_Works repro_data_inventory.csv,indexed_curated_evidence,inventory_source=legacy_runs_images; checkpoints=
G:/GitHub/Latent_Style,,CUT,photo_monet_5x5,photo_monet_5x5,,infer_val_clean_5x5,,1250,,,,,,,,,,,,,,,,,,train=; infer=,Related_Works/runs/cut_5x5/cut_repo/infer_val_clean_5x5/images,Related_Works repro_data_inventory.csv,indexed_curated_evidence,inventory_source=legacy_runs_images; checkpoints=
G:/GitHub/Latent_Style,,CUT,photo_monet_5x5,photo_monet_5x5,,infer_5x5,,1250,,,,,,,,,,,,,,,,,,train=; infer=,Related_Works/runs/cut_5x5/infer_5x5/images,Related_Works repro_data_inventory.csv,indexed_curated_evidence,inventory_source=legacy_runs_images; checkpoints=
G:/GitHub/Latent_Style,,CUT,photo_monet_5x5,photo_monet_5x5,,infer_val_clean_5x5,,1250,,,,,,,,,,,,,,,,,,train=; infer=,Related_Works/runs/cut_5x5/infer_val_clean_5x5/images,Related_Works repro_data_inventory.csv,indexed_curated_evidence,inventory_source=legacy_runs_images; checkpoints=
G:/GitHub/Latent_Style,,S2WAT,photo_monet_5x5,photo_monet_5x5,,s2wat_bs1_safe_e2000_5x5,,25,,,,,,,,,,,,,,,,7,,train=; infer=,Related_Works/runs/s2wat_bs1_safe_e2000_5x5/images,Related_Works repro_data_inventory.csv,indexed_curated_evidence,inventory_source=legacy_runs_images; checkpoints=
