source_root,period,method,dataset_or_setting,dataset_key,resolution,variant_or_run,scope,images,clip_style,content_lpips,clip_content,ssim_y,edge_f1,musiq,hf_patch_kid,plain_kid,aggregate_art_fid,train_time_value,train_time_unit,train_time_label,infer_time_value,infer_time_unit,infer_time_label,params_m,hardware,status,source_path,source_kind,validity_class,note
G:/GitHub/Latent_Style,,AdaIN,strict_protocol_750,strict_protocol_750,,adain_bad,,750,0.6308,0.849,0.5297,0.2868,0.0,,,,,,,,,,,,,train=; infer=,Related_Works/run_511/complete_750/adain_bad,Related_Works repro_data_inventory.csv,metric_evidence,inventory_source=complete_750; checkpoints=
G:/GitHub/Latent_Style,,AdaIN,strict_protocol_750,strict_protocol_750,,adain_v32k,,750,0.713,0.6298,0.699,0.3246,0.0167,,,,,,,,,,,,,train=; infer=,Related_Works/run_511/complete_750/adain_v32k,Related_Works repro_data_inventory.csv,metric_evidence,inventory_source=complete_750; checkpoints=
G:/GitHub/Latent_Style,,AdaIN,strict_protocol_750,strict_protocol_750,,adain_vgg19,,750,0.693,0.687,0.5991,0.2897,0.0182,,,,,,,,,,,,,train=; infer=,Related_Works/run_511/complete_750/adain_vgg19,Related_Works repro_data_inventory.csv,metric_evidence,inventory_source=complete_750; checkpoints=
G:/GitHub/Latent_Style,,AdaIN bad,strict_protocol_750,strict_protocol_750,,adain_bad,,750,0.6308,0.849,0.5297,0.2868,0.0,,,,,,,,,,,,,,G:\GitHub\Latent_Style\Related_Works\run_511\complete_750\adain_bad,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
G:/GitHub/Latent_Style,,AdaIN v32k,strict_protocol_750,strict_protocol_750,,adain_v32k,,750,0.713,0.6298,0.699,0.3246,0.0167,,,,,,,,,,,,,,G:\GitHub\Latent_Style\Related_Works\run_511\complete_750\adain_v32k,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
G:/GitHub/Latent_Style,,AdaIN v32k,run_511 / strict 750,strict_protocol_750,256,,,,,,,,,,,,,9220.39,s,9220.39 s,9.28,s,9.28 s,,,,SchrodingerBridge/archives/old_root_files/training_times_documentation.md,training_times_documentation.md,timing_evidence,AdaIN v32k 32k iterations; inference 9.28 s per 750 images.
G:/GitHub/Latent_Style,,AdaIN vgg19,strict_protocol_750,strict_protocol_750,,adain_vgg19,,750,0.693,0.687,0.5991,0.2897,0.0182,,,,,,,,,,,,,,G:\GitHub\Latent_Style\Related_Works\run_511\complete_750\adain_vgg19,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
G:/GitHub/Latent_Style,,AdaIN vgg19,run_511 / strict 750,strict_protocol_750,256,,,,,,,,,,,,,262.78,s,262.78 s,9.10,s,9.10 s,,,,SchrodingerBridge/archives/old_root_files/training_times_documentation.md,training_times_documentation.md,timing_evidence,AdaIN vgg19 2k iterations; inference 9.10 s per 750 images.
G:/GitHub/Latent_Style,,L2 matching cost,strict_protocol_750,strict_protocol_750,,D9_l2_ot_cost,,750,0.7016,0.4589,0.8021,0.455,0.309,,4.1912,0.054227,,311.098,s,311.098 s,59.323,s,59.323 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D9_l2_ot_cost\full_eval\epoch_0007,generic_csv,metric_evidence,Parsed from SchrodingerBridge/exp/ablation_destructive_7epoch/combined_summary/combined_750_with_destructive_ablations.csv
G:/GitHub/Latent_Style,,LANCET/LBM,strict_protocol_750,strict_protocol_750,,ours_epoch_0007,,750,0.7041,0.4587,0.8043,0.4545,0.311,49.2059,4.169393,0.052437,,,,,,,,3.91,,train=; infer=,Related_Works/run_511/complete_750/ours_epoch_0007,Related_Works repro_data_inventory.csv,metric_evidence,inventory_source=complete_750; checkpoints=
