source_root,period,method,dataset_or_setting,dataset_key,resolution,variant_or_run,scope,images,clip_style,content_lpips,clip_content,ssim_y,edge_f1,musiq,hf_patch_kid,plain_kid,aggregate_art_fid,train_time_value,train_time_unit,train_time_label,infer_time_value,infer_time_unit,infer_time_label,params_m,hardware,status,source_path,source_kind,validity_class,note
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_frontier,schrodingerbridge_frontier,,epoch_0008,,,0.8010847568511963,0.2604282,0.0,,,,,,,,,,,,,3.91,,,SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv,generic_csv,metric_evidence,Parsed from SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_frontier,schrodingerbridge_frontier,,epoch_0008,,,0.5601918697357178,0.3599357,0.0,,,,,,,,,,,,,3.91,,,SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv,generic_csv,metric_evidence,Parsed from SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_frontier,schrodingerbridge_frontier,,epoch_0008,,,0.5121555328369141,0.45003533,0.0,,,,,,,,,,,,,3.91,,,SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv,generic_csv,metric_evidence,Parsed from SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_frontier,schrodingerbridge_frontier,,epoch_0008,,,0.5997360348701477,0.40911135,0.0,,,,,,,,,,,,,3.91,,,SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv,generic_csv,metric_evidence,Parsed from SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_frontier,schrodingerbridge_frontier,,epoch_0008,,,0.6196271181106567,0.36131144,0.0,,,,,,,,,,,,,3.91,,,SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv,generic_csv,metric_evidence,Parsed from SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_frontier,schrodingerbridge_frontier,,epoch_0008,,,0.8251396417617798,0.26809928,0.0,,,,,,,,,,,,,3.91,,,SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv,generic_csv,metric_evidence,Parsed from SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_frontier,schrodingerbridge_frontier,,epoch_0008,,,0.5780062675476074,0.30194753,0.0,,,,,,,,,,,,,3.91,,,SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv,generic_csv,metric_evidence,Parsed from SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_frontier,schrodingerbridge_frontier,,epoch_0008,,,0.5481770634651184,0.35162956,0.0,,,,,,,,,,,,,3.91,,,SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv,generic_csv,metric_evidence,Parsed from SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_frontier,schrodingerbridge_frontier,,epoch_0008,,,0.5305553674697876,0.3348288,0.0,,,,,,,,,,,,,3.91,,,SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv,generic_csv,metric_evidence,Parsed from SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_frontier,schrodingerbridge_frontier,,epoch_0008,,,0.6189794540405273,0.3093076,0.0,,,,,,,,,,,,,3.91,,,SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv,generic_csv,metric_evidence,Parsed from SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_frontier,schrodingerbridge_frontier,,epoch_0008,,,0.847639799118042,0.42447263,0.0,,,,,,,,,,,,,3.91,,,SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv,generic_csv,metric_evidence,Parsed from SchrodingerBridge/exp/frontier/frontier_decision_tree_8h/15_t01_pair8_led9/full_eval/epoch_0008/metrics_reuse_generated.csv
