source_root,period,method,dataset_or_setting,dataset_key,resolution,variant_or_run,scope,images,clip_style,content_lpips,clip_content,ssim_y,edge_f1,musiq,hf_patch_kid,plain_kid,aggregate_art_fid,train_time_value,train_time_unit,train_time_label,infer_time_value,infer_time_unit,infer_time_label,params_m,hardware,status,source_path,source_kind,validity_class,note
G:/GitHub/Latent_Style,,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_4g_bg,,,,,,,,,,,,6.045,s,6.045 s,,,,,,train=ok; infer=,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,timing_evidence,
G:/GitHub/Latent_Style,,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_4g_real,,750,,,,,,,,,,,,,5.736,s,5.736 s,,,train=; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,timing_evidence,Inference succeeded but visual output is invalid; timing still recorded.
G:/GitHub/Latent_Style,,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_7g_full,,10,,,,,,,,,,,,,0.269,s,0.269 s,,,train=; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,timing_evidence,
G:/GitHub/Latent_Style,,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_7g_v32k,,750,,,,,,,,,,9220.393,s,9220.393 s,9.281,s,9.281 s,,,train=ok; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,timing_evidence,Full train + strict 750 inference timing available.
G:/GitHub/Latent_Style,,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_7g_vgg19,,750,,,,,,,,,,262.78,s,262.78 s,9.098,s,9.098 s,,,train=ok; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,timing_evidence,Full train + strict 750 inference timing available.
G:/GitHub/Latent_Style,,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_smoke,,,,,,,,,,,,1.082,s,1.082 s,,,,,,train=ok; infer=,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,timing_evidence,
G:/GitHub/Latent_Style,,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_smoke2,,,,,,,,,,,,1.56,s,1.56 s,,,,,,train=ok; infer=,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,timing_evidence,
G:/GitHub/Latent_Style,,AdaIN,run_511 / strict protocol timing probes,run511_5domain,256,adain_vgg19_smoke,,15,,,,,,,,,,7.06,s,7.06 s,0.23,s,0.23 s,,,train=ok; infer=ok,Related_Works/results/metrics_summary/timing_summary.csv,Related_Works timing_summary.csv,timing_evidence,
G:/GitHub/Latent_Style,,AdaIN,run511_5domain,run511_5domain,,adain_4g_bg,,0,,,,,,,,,,6.045,s,6.045 s,,,,,,train=ok; infer=,Related_Works/run_511/outputs/adain_4g_bg,Related_Works repro_data_inventory.csv,timing_evidence,inventory_source=run_511_outputs; checkpoints=1
G:/GitHub/Latent_Style,,AdaIN,run511_5domain,run511_5domain,,adain_4g_real,,750,0.6308,0.849,0.5297,,,,,,,,,,5.736,s,5.736 s,,,train=; infer=ok,Related_Works/run_511/outputs/adain_4g_real,Related_Works repro_data_inventory.csv,metric_evidence,inventory_source=run_511_outputs; checkpoints=1
G:/GitHub/Latent_Style,,AdaIN,run511_5domain,run511_5domain,,adain_7g_full,,10,,,,,,,,,,,,,0.269,s,0.269 s,,,train=; infer=ok,Related_Works/run_511/outputs/adain_7g_full,Related_Works repro_data_inventory.csv,timing_evidence,inventory_source=run_511_outputs; checkpoints=1
G:/GitHub/Latent_Style,,AdaIN,run511_5domain,run511_5domain,,adain_7g_v32k,,750,0.713,0.6298,0.699,0.3246,0.0167,,,,,9220.393,s,9220.393 s,9.281,s,9.281 s,,,train=ok; infer=ok,Related_Works/run_511/outputs/adain_7g_v32k,Related_Works repro_data_inventory.csv,metric_evidence,inventory_source=run_511_outputs; checkpoints=1
G:/GitHub/Latent_Style,,AdaIN,run511_5domain,run511_5domain,,adain_7g_vgg19,,750,0.693,0.687,0.5991,,,,,,,262.78,s,262.78 s,9.098,s,9.098 s,,,train=ok; infer=ok,Related_Works/run_511/outputs/adain_7g_vgg19,Related_Works repro_data_inventory.csv,metric_evidence,inventory_source=run_511_outputs; checkpoints=1
