source_root,period,method,dataset_or_setting,dataset_key,resolution,variant_or_run,scope,images,clip_style,content_lpips,clip_content,ssim_y,edge_f1,musiq,hf_patch_kid,plain_kid,aggregate_art_fid,train_time_value,train_time_unit,train_time_label,infer_time_value,infer_time_unit,infer_time_label,params_m,hardware,status,source_path,source_kind,validity_class,note
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_review_additional,schrodingerbridge_review_additional,,step_count_sweep,,,,,,,,,,,,,,,88.994,s,88.994 s,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv,generic_csv,timing_evidence,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_review_additional,schrodingerbridge_review_additional,,step_count_sweep,,,,,,,,,,,,,,,78.625,s,78.625 s,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv,generic_csv,timing_evidence,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_review_additional,schrodingerbridge_review_additional,,step_count_sweep,,,,,,,,,,,,,,,78.925,s,78.925 s,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv,generic_csv,timing_evidence,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_review_additional,schrodingerbridge_review_additional,,step_count_sweep,,,,,,,,,,,,,,,80.292,s,80.292 s,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv,generic_csv,timing_evidence,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv
G:/GitHub/Latent_Style,,LANCET/LBM,schrodingerbridge_review_additional,schrodingerbridge_review_additional,,step_count_sweep,,,,,,,,,,,,,,,79.579,s,79.579 s,3.91,,,SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv,generic_csv,timing_evidence,Parsed from SchrodingerBridge/exp/review_additional_experiments/review_additional_experiments/step_count_sweep/status.csv
I:\,2026-05-30,LANCET/LBM,schrodingerbridge_review_additional,schrodingerbridge_review_additional,,steps_01,full_eval_or_summary,,,,,,,,,,,,,,,,,,,summary_found,I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_01\summary.json,remote_summary_json_curated,summary_evidence,Remote curated summary.json after experiment-path filter.
I:\,2026-05-30,LANCET/LBM,schrodingerbridge_review_additional,schrodingerbridge_review_additional,,steps_04,full_eval_or_summary,,,,,,,,,,,,,,,,,,,summary_found,I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_04\summary.json,remote_summary_json_curated,summary_evidence,Remote curated summary.json after experiment-path filter.
I:\,2026-05-30,LANCET/LBM,schrodingerbridge_review_additional,schrodingerbridge_review_additional,,steps_08,full_eval_or_summary,,,,,,,,,,,,,,,,,,,summary_found,I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_08\summary.json,remote_summary_json_curated,summary_evidence,Remote curated summary.json after experiment-path filter.
I:\,2026-05-30,LANCET/LBM,schrodingerbridge_review_additional,schrodingerbridge_review_additional,,steps_12,full_eval_or_summary,,,,,,,,,,,,,,,,,,,summary_found,I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_12\summary.json,remote_summary_json_curated,summary_evidence,Remote curated summary.json after experiment-path filter.
I:\,2026-05-30,LANCET/LBM,schrodingerbridge_review_additional,schrodingerbridge_review_additional,,steps_16,full_eval_or_summary,,,,,,,,,,,,,,,,,,,summary_found,I:\Github\Latent_Style_TokenizerClean\SchrodingerBridge\exp\review_additional_experiments\review_additional_experiments\step_count_sweep\steps_16\summary.json,remote_summary_json_curated,summary_evidence,Remote curated summary.json after experiment-path filter.
