source_root,period,method,dataset_or_setting,dataset_key,resolution,variant_or_run,scope,images,clip_style,content_lpips,clip_content,ssim_y,edge_f1,musiq,hf_patch_kid,plain_kid,aggregate_art_fid,train_time_value,train_time_unit,train_time_label,infer_time_value,infer_time_unit,infer_time_label,params_m,hardware,status,source_path,source_kind,validity_class,note
G:/GitHub/Latent_Style,,L2 matching cost,schrodingerbridge_destructive_ablation,schrodingerbridge_destructive_ablation,,D9_l2_ot_cost,,750,0.7016,0.4589,0.8021,0.455,0.309,,4.1912,0.054227,,311.098,s,311.098 s,59.323,s,59.323 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D9_l2_ot_cost\full_eval\epoch_0007,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
G:/GitHub/Latent_Style,,Ours D0 full,schrodingerbridge_destructive_ablation,schrodingerbridge_destructive_ablation,,D0_full_correct_7ep,,750,0.7014,0.4593,0.8022,0.4542,0.309,,4.184545,0.054214,,290.650,s,290.650 s,60.034,s,60.034 s,3.91,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D0_full_correct_7ep\full_eval\epoch_0007,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
G:/GitHub/Latent_Style,,"conv body, no global attention",schrodingerbridge_destructive_ablation,schrodingerbridge_destructive_ablation,,D4_conv_body_no_global_attn,,750,0.7022,0.4594,0.802,0.4543,0.3091,,4.179079,0.05453,,295.498,s,295.498 s,78.771,s,78.771 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D4_conv_body_no_global_attn\full_eval\epoch_0007,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
G:/GitHub/Latent_Style,,disable routed skip path,schrodingerbridge_destructive_ablation,schrodingerbridge_destructive_ablation,,D5_disable_skip_routing,,750,0.6951,0.4727,0.8057,0.4613,0.2975,,4.985016,0.062353,,294.609,s,294.609 s,61.995,s,61.995 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D5_disable_skip_routing\full_eval\epoch_0007,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
G:/GitHub/Latent_Style,,disable spatial style prior,schrodingerbridge_destructive_ablation,schrodingerbridge_destructive_ablation,,D6_disable_spatial_prior,,750,0.7022,0.4589,0.8033,0.4548,0.3095,,4.194194,0.054133,,305.783,s,305.783 s,61.803,s,61.803 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D6_disable_spatial_prior\full_eval\epoch_0007,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
G:/GitHub/Latent_Style,,micro high-frequency SWD,schrodingerbridge_destructive_ablation,schrodingerbridge_destructive_ablation,,D10_micro_hf_swd_trap,,750,0.6989,0.4863,0.7772,0.3883,0.1925,,5.710126,0.089156,,302.119,s,302.119 s,59.399,s,59.399 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D10_micro_hf_swd_trap\full_eval\epoch_0007,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
G:/GitHub/Latent_Style,,no residual path,schrodingerbridge_destructive_ablation,schrodingerbridge_destructive_ablation,,D7_no_residual_path,,750,0.7013,0.4592,0.8025,0.4547,0.3093,,4.176114,0.054496,,304.251,s,304.251 s,61.887,s,61.887 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D7_no_residual_path\full_eval\epoch_0007,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
G:/GitHub/Latent_Style,,single terminal step,schrodingerbridge_destructive_ablation,schrodingerbridge_destructive_ablation,,D11_single_terminal_step,,750,0.7012,0.4585,0.8032,0.455,0.3096,,4.172345,0.054519,,298.565,s,298.565 s,59.904,s,59.904 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D11_single_terminal_step\full_eval\epoch_0007,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
G:/GitHub/Latent_Style,,strong color loss,schrodingerbridge_destructive_ablation,schrodingerbridge_destructive_ablation,,D8_strong_color_loss,,750,0.6923,0.5675,0.6629,0.3401,0.2769,,5.679315,0.148481,,308.588,s,308.588 s,60.987,s,60.987 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D8_strong_color_loss\full_eval\epoch_0007,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
G:/GitHub/Latent_Style,,w/o SWD and kinetic,schrodingerbridge_destructive_ablation,schrodingerbridge_destructive_ablation,,D3_no_swd_no_kinetic,,750,0.6884,0.3938,0.8527,0.4368,0.1694,,6.745173,0.049534,,306.550,s,306.550 s,60.567,s,60.567 s,,,,G:\GitHub\Latent_Style\SchrodingerBridge\ablation_destructive_7epoch\D3_no_swd_no_kinetic\full_eval\epoch_0007,generic_csv,metric_evidence,Parsed from SchrodingerBridge/archives/old_root_files/summary_all_tested_metrics_with_ablations.csv
