device,elapsed_sec,generated_new,images,images_dir,img_size,requested,sec_per_requested,stage,status
,640.715,,,,,,,eval,ok
cuda,84.073,750,750,G:\GitHub\Latent_Style\Related_Works\run_511\outputs\s2wat_750_strict\infer_750\images,256,750,0.112097,infer,ok
