eval_dir,relative_eval_dir,num_images,acc,macro_recall,mean_confidence,temperature,skipped_images,per_class_recall,confusion_matrix
G:\GitHub\Latent_Style\final_works\CUT,GitHub\Latent_Style\final_works\CUT,1250,0.5064,0.5064,0.7263121746063232,1.1251029968261719,[],"{""photo"": 0.356, ""Hayao"": 0.42, ""monet"": 0.588, ""vangogh"": 0.512, ""cezanne"": 0.656}","[[89, 5, 112, 8, 36], [7, 105, 5, 52, 81], [0, 3, 147, 31, 69], [1, 9, 39, 128, 73], [0, 8, 29, 49, 164]]"
G:\GitHub\Latent_Style\final_works\SaMST-epoch_0100,GitHub\Latent_Style\final_works\SaMST-epoch_0100,750,0.45866666666666667,0.45866666666666667,0.7206975307464599,1.1251029968261719,[],"{""photo"": 0.35333333333333333, ""Hayao"": 0.32, ""monet"": 0.4533333333333333, ""vangogh"": 0.8466666666666667, ""cezanne"": 0.32}","[[53, 12, 64, 0, 21], [1, 48, 16, 26, 59], [1, 1, 68, 34, 46], [1, 0, 5, 127, 17], [2, 5, 71, 24, 48]]"
G:\GitHub\Latent_Style\final_works\Star-GAN-epoch_100000,GitHub\Latent_Style\final_works\Star-GAN-epoch_100000,750,0.6413333333333333,0.6413333333333333,0.6991604312260946,1.1251029968261719,[],"{""photo"": 0.9, ""Hayao"": 0.16666666666666666, ""monet"": 0.7866666666666666, ""vangogh"": 0.76, ""cezanne"": 0.5933333333333334}","[[135, 0, 6, 8, 1], [5, 25, 7, 17, 96], [2, 0, 118, 4, 26], [0, 0, 23, 114, 13], [0, 0, 20, 41, 89]]"
G:\GitHub\Latent_Style\final_works\str_0.40,GitHub\Latent_Style\final_works\str_0.40,1250,0.3048,0.30479999999999996,0.6421681935310364,1.1251029968261719,[],"{""photo"": 0.208, ""Hayao"": 0.244, ""monet"": 0.208, ""vangogh"": 0.42, ""cezanne"": 0.444}","[[52, 15, 15, 68, 100], [15, 61, 20, 84, 70], [11, 24, 52, 78, 85], [11, 30, 15, 105, 89], [7, 20, 29, 83, 111]]"
G:\GitHub\Latent_Style\final_works\trial_0016\full_eval\epoch_0060,GitHub\Latent_Style\final_works\trial_0016\full_eval\epoch_0060,750,0.32,0.32,0.6626574277877808,1.1251029968261719,[],"{""photo"": 0.12, ""Hayao"": 0.18, ""monet"": 0.5266666666666666, ""vangogh"": 0.4266666666666667, ""cezanne"": 0.3466666666666667}","[[18, 6, 61, 19, 46], [4, 27, 58, 14, 47], [5, 1, 79, 27, 38], [1, 0, 58, 64, 27], [0, 1, 61, 36, 52]]"
G:\GitHub\Latent_Style\final_works\trial_0019\full_eval\epoch_0060,GitHub\Latent_Style\final_works\trial_0019\full_eval\epoch_0060,750,0.328,0.32799999999999996,0.6715196793874105,1.1251029968261719,[],"{""photo"": 0.11333333333333333, ""Hayao"": 0.18666666666666668, ""monet"": 0.5333333333333333, ""vangogh"": 0.6, ""cezanne"": 0.20666666666666667}","[[17, 5, 73, 23, 32], [3, 28, 66, 19, 34], [4, 1, 80, 34, 31], [0, 0, 48, 90, 12], [0, 1, 66, 52, 31]]"
G:\GitHub\Latent_Style\final_works\trial_0044\full_eval\epoch_0060,GitHub\Latent_Style\final_works\trial_0044\full_eval\epoch_0060,750,0.22,0.22000000000000003,0.7228294970194499,1.1251029968261719,[],"{""photo"": 0.13333333333333333, ""Hayao"": 0.2, ""monet"": 0.43333333333333335, ""vangogh"": 0.1, ""cezanne"": 0.23333333333333334}","[[20, 23, 57, 6, 44], [8, 30, 63, 5, 44], [15, 21, 65, 13, 36], [6, 23, 65, 15, 41], [11, 26, 70, 8, 35]]"
