experiment,source_set,summary_path,timestamp,all_clip_style,all_clip_content,all_content_lpips,all_fid,all_art_fid,all_classifier_acc,sta_clip_style,sta_clip_content,sta_classifier_acc,sta_fid_baseline,sta_fid,sta_delta_fid,sta_art_fid_fid,sta_art_fid_content_lpips,sta_art_fid,sta_kid_baseline,sta_kid,sta_delta_kid,p2a_valid,p2a_clip_style,p2a_clip_content,p2a_classifier_acc,p2a_fid_baseline,p2a_fid,p2a_delta_fid,p2a_art_fid_fid,p2a_art_fid_content_lpips,p2a_art_fid,p2a_kid_baseline,p2a_kid,p2a_delta_kid
str_0.40,existing_overfit50,G:\GitHub\Latent_Style\final_works\str_0.40\summary.json,2026-03-25 23:29:11,0.6968130822976429,0.6727100867066668,,,,,0.6613730985919635,0.5940055276,0.15166666666666667,295.5244613647461,348.10194244384763,-52.57748107910156,239.50042386932932,0.62710000872612,391.3864138698273,0.09004842322319746,0.17589121609926223,-0.08584279287606478,True,0.6467879076798757,0.594300197,0.22499999999999998,305.9299507141113,351.16480255126953,-45.2348518371582,245.94223136585964,0.617456391453743,399.3601177251412,0.11342988349497318,0.1594288907945156,-0.04599900729954243
trial_0016,existing_overfit50,G:\GitHub\Latent_Style\final_works\trial_0016\full_eval\epoch_0060\summary.json,2026-03-25 23:33:31,0.7023131265640259,0.7879049946266667,,,,,0.6776600176095962,0.7688751910833334,0.11333333333333333,295.5244613647461,316.80768432617185,-21.283222961425782,234.72472942696018,0.45070780217647555,342.8333300942394,0.09000664409250021,0.13559182453900576,-0.045585180446505544,True,0.664123771339655,0.7308586908333334,0.225,305.9299507141113,304.2625198364258,1.6674308776855469,256.7634665973728,0.47327228635549545,380.3081043673182,0.11200187634676695,0.13035338837653399,-0.018351512029767036
trial_0019,existing_overfit50,G:\GitHub\Latent_Style\final_works\trial_0019\full_eval\epoch_0060\summary.json,2026-03-25 23:38:22,0.7086427150964737,0.7776979869333335,,,,,0.6850737223525842,0.7555875546833334,0.125,295.5244613647461,318.95319213867185,-23.428730773925782,236.84451749371937,0.47015098482370377,350.73046867982424,0.09004547540098429,0.13939620796591043,-0.04935073256492615,True,0.6753774459163349,0.7110056266666666,0.2583333333333333,305.9299507141113,311.2969741821289,-5.367023468017578,256.6826976875566,0.49631303548812866,386.1197293854995,0.11300262156873941,0.1386486478149891,-0.025646026246249676
trial_0044,existing_overfit50,G:\GitHub\Latent_Style\final_works\trial_0044\full_eval\epoch_0060\summary.json,2026-03-25 23:43:30,0.6852041941483816,0.8459222174133333,,,,,0.6550680740674336,0.8358977158333334,0.095,295.5244613647461,303.9947914123535,-8.470330047607423,220.45767178977957,0.38613875955343246,307.2899932007396,0.09002266153693199,0.11485329829156399,-0.024830636754631995,True,0.6222403801977634,0.8037172544166667,0.175,305.9299507141113,295.48368072509766,10.446269989013672,237.34704387550124,0.4144638180732727,337.4418900974628,0.11322914902120829,0.11197865661233664,0.0012504924088716507
CUT-overfit50,rerun_overfit50,G:\GitHub\Latent_Style\Related_Works\external\CUT\full_eval\epoch_latest_overfit50\summary.json,2026-03-25 23:48:31,0.7589021778901419,0.7793535071600001,,,,,0.7393685288230578,0.7578036064333333,0.8466666666666667,295.5244613647461,267.0298271179199,28.494634246826173,191.35733380654804,0.45215424001216886,278.98883760375537,0.09029530920088291,0.08361393380910158,0.00668137539178133,True,0.7539337923129399,0.6917100516666667,0.9666666666666667,305.9299507141113,259.3655014038086,46.564449310302734,203.79972820801024,0.5002355799078941,306.7898118178622,0.11358442809432745,0.07217730488628149,0.04140712320804596
SaMST-epoch_0100-overfit50,rerun_overfit50,G:\GitHub\Latent_Style\Related_Works\external\SaMST\full_eval\repro_5style_train2\epoch_0100_overfit50\summary.json,2026-03-25 23:53:10,0.7253478847344716,0.7752098876000001,,,,,0.703496012588342,0.7620540769166666,0.65,295.5244613647461,283.87014083862306,11.654320526123048,201.13515273495128,0.5150366112589836,306.14089386770627,0.09002078399062156,0.11445817491039634,-0.02443739091977477,True,0.6946701988577842,0.6808750633333334,0.825,305.9299507141113,276.3107376098633,29.619213104248047,198.80775791175088,0.5647610723972321,311.7721799079932,0.11283857747912407,0.1114871553145349,0.0013514221645891666
StarGAN-v2-baseline-4070-overfit50,rerun_overfit50,g:\GitHub\Latent_Style\Related_Works\external\StarGAN\runs\stargan_v2_baseline_4070\full_eval\epoch_10000_openai_full_matched\summary.json,2026-03-14 16:25:17,0.7425587447484334,0.60585164225,0.7256763630333332,302.3232078525781,523.3552118305151,0.5383333333333333,0.7425587447484334,0.60585164225,0.5383333333333333,288.61430563155835,302.3232078525781,-13.708902221019718,302.1325958607876,0.7201105860666667,523.3552118305151,,,,True,0.7401002963383994,0.5447188909166667,0.675,286.2389401585895,300.4958858756086,-14.256945717019121,300.4958858756086,0.7493959325833333,527.4994052877835,,,
