epoch,loss,swd,color,identity,delta_tv,identity_ratio,lr,data_time_sec,transfer_time_sec,fwd_loss_time_sec,backward_time_sec,optimizer_time_sec,step_overhead_time_sec,compute_time_sec,epoch_time_sec,samples_seen,samples_per_sec,compute_samples_per_sec
1,23.882394790649414,0.27567189931869507,0.31968656182289124,0.32233938574790955,0.09823135286569595,0.20205076038837433,0.00014,0.6938779999036342,0.011285600368864834,73.6364959999919,9.27143249992514,0.16330160002689809,10.212910499540158,83.0825157003128,93.99447655677795,10240,108.94257168201223,123.25096217520345
2,21.934600830078125,0.2409905195236206,0.25233206152915955,0.3663908839225769,0.12085003405809402,0.20400388538837433,0.00013991366068953813,0.699977099779062,0.010839799884706736,74.51331949990708,7.323836200055666,0.12979509949218482,10.227290300361346,81.97779059933964,92.90781688690186,10240,110.2167755428514,124.91188070738865
3,21.444496154785156,0.23158328235149384,0.2501194477081299,0.36984607577323914,0.13643327355384827,0.20283202826976776,0.0001396548794082012,0.7060915998299606,0.010500499862246215,74.58706079999683,7.316356600145809,0.13192479993449524,10.215932099963538,82.04584269993939,92.97030282020569,10240,110.1426981452672,124.80827380187985
4,21.07676124572754,0.22838081419467926,0.24828439950942993,0.368416428565979,0.15030145645141602,0.20126952230930328,0.00013922436545749366,0.7618335000588559,0.0106517001404427,74.35139909986174,7.319100799970329,0.13055730005726218,10.230552099936176,81.81170890002977,92.8080689907074,10240,110.33523390110942,125.16545782600409
5,21.07461929321289,0.22805500030517578,0.2548125982284546,0.40519362688064575,0.17206010222434998,0.20097656548023224,0.00013862329884622974,0.6580025998409837,0.01102320005884394,74.45489240001189,7.31648489984218,0.13037369988160208,10.214774199936073,81.91277419979451,92.78802728652954,10240,110.35906570552328,125.01102666872792
6,21.252199172973633,0.22979116439819336,0.2543071508407593,0.38774216175079346,0.1780824512243271,0.19882811605930328,0.00013785332705621128,0.6970602999208495,0.011126099969260395,74.52812200016342,7.306775800068863,0.1337025998509489,10.22448840009747,81.9797265000525,92.90344786643982,10240,110.22195876649556,124.90893099031555
7,20.996530532836914,0.22646035254001617,0.25021371245384216,0.3998328745365143,0.19929373264312744,0.19921875,0.00013691656052659465,0.7164915999164805,0.011047299834899604,74.39250690018525,7.287041999981739,0.13015439972514287,10.228561200376134,81.82075059972703,92.76900267601013,10240,110.3816975996018,125.15162626770332
8,20.90144157409668,0.2268076241016388,0.24898886680603027,0.3889627456665039,0.21861757338047028,0.19453123211860657,0.00013581556686932368,0.669877199747134,0.010653400153387338,74.53410909994273,7.2712939999764785,0.1303096002084203,10.227061699784826,81.94636610028101,92.84600567817688,10240,110.29015115086287,124.9597814681484
9,20.728195190429688,0.2245415300130844,0.24284061789512634,0.3881673216819763,0.2404547929763794,0.20742186903953552,0.00013455336383148383,0.6821380002074875,0.010682799795176834,74.4435900002718,7.349697699828539,0.13224700011778623,10.22064700012561,81.9362175000133,92.84145998954773,10240,110.29555115950178,124.9752589567408
10,21.027856826782227,0.22875693440437317,0.24763984978199005,0.36665189266204834,0.2464592158794403,0.20058593153953552,0.00013313341102386714,0.7094505000859499,0.010522699973080307,74.4388626999571,7.295235700090416,0.13142770010745153,10.208757399872411,81.87604880012805,92.79602360725403,10240,110.34955596092504,125.06710020896838
